PubChem ID, E(HOMO/PM6) [eV], E(LUMO/PM6) [eV],E(LUMO)-E(HOMO) [eV], DipoleMoment [D], IsotropicAverageAlpha [A.U.], AverageBeta [A.U.], AverageGamma [A.U.], S1, S2, INDOS-OscStr, CI-Coef**2 ,NsssCH,NdssC,NaasC,NsssN,NaasN,NsOH,NaaS,nBM,nDB,nC,nN,nO,nCsp3,nCsp2,nCsp,max_conj_path,nCs,nCrt,nCbH,nCb-,nCconj,nR=Cs,nR=Ct,nRCOOR,nRCO,nArCO,nN=C-N<,nRC=N,nRNH2,nArNH2,nRNHR,nArNHR,nRNR2,nArNR2,nArNO2,nROH,nArOH,nArOR,nPyrroles,nFuranes,nPyridines,nPyrazines,nR05,nR06,nBnz,DiradicalCharacter(PUHF),IsOK
4025073,-8.61865,-0.82017,7.79848,3.473,189.95917,183.9303,58220.07515,3.4617934,12.6435514,0.061169,0,0,0,2,1,0,0,0,12,2,10,4,3,4,6,0,9,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
4026961,-8.36185,-0.22674,8.13511,1.894,181.33893,724.7353,39143.22532,4.2556673,8.9259068,0.515156,0.003245435058438,0,5,1,0,0,0,0,10,4,14,3,1,0,14,0,14,0,0,5,1,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.013312,0
4037810,-9.32182,-1.76652,7.5553,1.477,195.03306,342.4144,35053.73641,3.8877927,6.819719,0.327241,0.011533913703524,0,0,3,0,0,0,0,14,3,11,3,3,0,11,0,7,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0.147427,1
4039690,-10.78007,-1.16216,9.61791,2.093,64.63649,134.0603,4784.65596,4.8758951,20.0085473,0.004096,0,0,1,2,0,0,0,0,10,4,12,3,2,3,9,0,6,2,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.037199,0
404291,-8.75803,-1.73711,7.02092,4.115,171.38784,774.1748,25863.57542,3.6966524,5.9247838,0.530132,0.049094115732486,1,1,2,0,0,0,0,9,3,12,3,2,5,7,0,6,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.250557,1
4057452,-9.10128,-1.55851,7.54277,3.512,192.39145,533.956,46433.46353,3.5869724,9.1807786,0.503211,0,0,2,2,0,0,0,0,10,4,11,3,3,3,8,0,6,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
4057749,-9.41188,-0.86249,8.54939,7.109,148.44143,479.3959,17834.09828,3.3290575,9.5598026,0.37431,0.002399778095501,0,2,6,0,0,0,0,14,2,14,2,2,0,14,0,16,0,0,6,6,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
40606,-8.88072,-1.37755,7.50317,6.896,171.91601,776.8553,46154.20605,4.5445798,17.0284124,0.07637,0,0,3,0,1,0,1,0,3,3,7,2,3,3,4,0,6,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
406583,-8.8183,-1.01543,7.80287,8.834,190.9083,470.1946,53487.72076,3.0221659,6.3382204,0.175504,0.00531214888256,0,3,2,0,0,0,0,10,5,8,2,5,0,8,0,9,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0.048909,0
4067664,-7.78469,-0.26653,7.51816,1.952,146.86585,75.6187,7573.23017,3.5701293,5.2770936,0.253763,0.040653330185424,0,1,3,0,0,0,0,9,3,9,2,4,2,7,0,8,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.198463,1
407063,-7.38372,0.08261,7.46633,2.009,121.57002,205.5845,9055.67756,3.2924519,5.6237029,0.347453,0.027334227136036,0,3,2,0,0,0,0,10,5,8,3,4,0,8,0,9,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0.129878,1
407906,-8.93464,-1.56551,7.36913,4.199,183.95888,79.2319,23295.74862,3.4077133,11.2976928,0.003436,0,0,0,3,1,0,0,0,8,2,11,3,3,5,6,0,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,2,1,0,0
407907,-8.8355,-1.69769,7.13781,4.015,189.59358,1351.8101,94601.43222,3.3650406,10.1259743,0.463468,0,0,1,2,0,0,0,0,9,3,11,2,4,4,7,0,6,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
4089206,-9.55177,-1.34933,8.20244,4.746,140.90332,157.8852,27592.77621,3.1190004,9.7242616,0.220495,0,0,1,3,1,0,0,0,9,3,11,3,3,4,7,0,8,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
409087,-8.44258,-0.99228,7.4503,3.999,177.59037,932.5683,73389.35411,4.3474638,12.2235561,0.178613,0,0,3,2,0,0,1,0,9,3,11,1,5,2,9,0,8,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
409089,-8.61149,-0.7651,7.84639,4.332,168.68956,1206.896,36946.1709,5.0272036,16.3561441,0.009868,0,0,0,4,1,0,0,0,10,2,10,4,2,2,6,2,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
409149,-7.27695,-0.20984,7.06711,3.476,151.32992,406.7926,11483.39554,3.5491147,5.4831398,0.228345,0.029481126946476,0,1,4,2,0,0,0,9,3,10,4,3,3,7,0,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0.145414,1
4092766,-9.90656,-1.48904,8.41752,2.417,171.33416,221.8908,19393.63901,3.9955337,12.2027417,0.159145,0,0,0,4,1,0,0,0,8,2,11,4,2,5,6,0,6,0,0,2,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0
4093283,-9.62995,-1.66604,7.96391,5.913,166.18464,206.5218,34122.97701,4.6311628,16.7225445,0.146492,0,1,0,4,0,0,0,0,9,3,12,1,4,4,8,0,8,2,0,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0
410094,-7.76176,-0.29103,7.47073,1.395,192.64683,237.3827,38472.09933,3.5727317,6.338448,0.420296,0.009001087260884,0,1,2,2,0,0,0,7,1,11,2,0,4,7,0,8,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.095967,1
4106744,-8.82634,-0.98518,7.84116,3.27,198.67682,767.0744,65489.5445,4.2950891,15.9854998,0.015511,0,0,2,2,0,0,0,0,7,2,6,4,0,0,6,0,9,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4121983,-8.27275,-0.90568,7.36707,1.484,146.87085,1394.582,33787.81015,3.8775368,9.0415714,0.390054,0.003814264249673,0,2,2,0,0,0,0,8,2,8,3,1,0,8,0,6,0,0,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
412372,-7.7468,-0.75395,6.99285,3.84,211.79079,345.1653,32195.579,3.8275977,13.3578689,0.003558,0,0,2,3,0,0,0,0,8,2,9,5,1,3,6,0,10,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
412375,-9.14797,-1.75285,7.39512,3.455,169.87412,2979.4859,247285.13539,4.0800801,9.4770208,0.164729,0.003853717814022,0,5,0,0,0,0,0,6,3,11,7,0,0,7,2,6,0,0,0,0,6,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4127831,-9.40661,-1.42364,7.98297,3.188,188.0731,408.1169,37867.86789,3.8301247,11.3094267,0.077133,0,0,0,2,0,1,0,0,7,2,4,4,2,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4136950,-8.79999,-0.81216,7.98783,2.368,162.56512,156.097,42444.35379,5.1680183,18.5816227,0.014764,0,2,3,2,0,0,0,0,11,5,15,2,1,2,13,0,16,1,1,4,2,7,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
4138102,-9.41936,-1.59906,7.8203,3.263,185.93693,835.4465,76574.27471,3.6759143,13.1904996,0.201831,0,0,2,1,0,0,0,0,10,4,13,2,1,0,13,0,8,0,0,5,1,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.032994,0
4138241,-8.31395,-0.5973,7.71665,2.089,160.69054,957.0289,61040.29314,4.0388247,13.5283457,0.183821,0,0,0,3,0,0,0,0,17,1,17,0,0,1,16,0,16,0,0,7,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0.008671,0
4140224,-8.25948,-1.74782,6.51166,5.169,253.78672,8400.5419,536915.93876,3.3096877,8.0063881,0.854303,0.004254976382832,0,1,0,0,0,0,0,2,2,9,0,3,2,7,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.104045,1
414038,-7.20029,0.08848,7.28877,2.646,219.73465,234.256,30964.44161,3.2340703,5.5076328,0.355301,0.02767665109626,0,3,3,0,0,0,0,9,3,12,1,2,2,10,0,12,0,0,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.12509,1
4145441,-8.41934,-1.00067,7.41867,6.155,170.29452,909.0722,69137.48266,4.7106563,14.8105406,0.030959,0,0,0,3,0,0,0,0,13,1,13,3,0,1,12,0,14,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
4146893,-9.29363,-1.50323,7.7904,5.952,190.11007,712.4702,88167.96569,3.9926025,7.0811444,0.720167,0.010725280470185,1,1,3,0,0,0,0,8,2,12,0,3,3,9,0,10,1,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0
4155303,-8.28208,-1.25582,7.02626,7.099,202.62614,325.0592,92835.09531,2.6484518,10.4408429,0.21066,0,0,0,3,0,0,0,0,11,0,10,3,2,2,8,0,10,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,0,0
4158025,-10.19747,-1.62827,8.5692,6.544,135.00792,287.3488,19860.62073,4.1121953,11.7135639,0.44342,0,0,3,2,0,0,0,0,13,3,15,1,2,2,13,0,15,2,0,4,2,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0
415884,-7.64777,-0.48485,7.16292,1.287,203.30876,1567.6291,101773.59781,3.4580801,7.4641812,0.630851,0.005615996106003,0,0,2,0,0,0,1,10,0,7,3,0,1,6,0,9,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.012051,0
4162316,-8.87362,-0.57092,8.3027,4.421,138.31382,472.7134,17782.35274,4.1484747,8.5400632,0.530067,0.00459381661729,0,1,5,0,0,0,0,11,5,7,5,5,0,7,0,6,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0
416284,-7.51904,-0.14657,7.37247,2.626,185.45691,289.8671,41665.15289,3.0708038,5.7468083,0.340765,0.0150019652559,0,0,4,0,0,0,0,15,2,13,3,2,0,12,1,6,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0.10815,1
416330,-6.96759,0.29134,7.25893,1.857,179.79903,247.1905,24083.95119,3.0988668,5.7166087,0.333807,0.01882991570618,0,0,5,0,0,1,0,13,2,10,4,3,1,9,0,6,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0.097365,1
416337,-7.64075,-0.04522,7.59553,3.168,190.29671,442.2555,51225.99518,3.3825863,5.3814466,0.393689,0.021000084785684,0,2,2,0,0,0,0,8,2,12,1,2,3,9,0,10,0,0,4,2,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0.117549,1
4166963,-7.74303,-0.62662,7.11641,0.07,215.3761,871.0929,38416.13149,3.3925671,7.0671074,0.264904,0.00734949573264,1,0,3,0,0,0,1,12,2,10,3,2,3,7,0,9,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.052454,1
417622,-7.80521,-0.10734,7.69787,1.273,186.07545,527.9065,46294.30221,4.5487363,11.7541667,0.351472,0,0,0,2,0,0,1,1,12,2,10,2,3,2,8,0,9,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0.000192,0
417785,-8.64606,-0.70453,7.94153,4.478,140.17368,642.9637,22027.52034,3.8929489,7.6873872,0.577372,0.007045178232514,0,0,1,0,0,0,0,10,0,5,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
41780,-9.63371,-2.0121,7.62161,4.019,131.38964,259.6945,19509.52361,3.2661767,8.3126582,0.234485,0.002197974432154,1,1,3,1,0,0,0,8,2,11,5,1,5,6,0,10,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4179057,-8.56765,-0.43357,8.13408,3.21,183.19282,274.9961,42586.7222,4.1851378,9.6528404,0.405772,0.003333598120782,0,3,1,0,0,0,1,9,4,10,2,1,0,10,0,13,0,0,0,0,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.030591,0
418491,-7.55756,-0.51744,7.04012,1.161,230.13614,983.3121,89362.64048,2.8485817,5.1836135,0.446371,0.009508077237797,0,1,2,0,0,0,0,11,5,10,5,2,0,10,0,12,0,0,4,2,4,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
418707,-7.51578,-0.114,7.40178,2.104,193.19956,173.7034,16373.22481,3.5113976,5.9394002,0.392339,0.021063828610469,0,3,1,1,0,0,0,10,4,14,1,1,1,13,0,14,0,0,5,1,7,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0.086658,1
418721,-9.11109,-1.62935,7.48174,7.322,171.06984,393.0348,47626.2378,3.1302785,6.6035976,0.272421,0.006466591524614,0,2,3,1,1,0,0,8,3,10,3,2,3,7,0,11,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.118235,1
418797,-7.3436,-0.36037,6.98323,5.417,217.29961,571.1821,110428.82908,2.7026561,4.7488149,0.268848,0.013933245654289,1,3,2,0,1,0,0,8,3,8,6,3,3,5,0,9,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.175888,1
418798,-7.23843,-0.22383,7.0146,3.237,185.6803,445.3657,62286.01007,2.7368636,4.7621751,0.241812,0.01484225650944,0,3,2,0,0,1,0,10,4,12,0,3,0,12,0,14,0,0,4,2,6,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0.167504,1
4195514,-9.26855,-1.25668,8.01187,4.849,165.62155,219.4529,23755.80527,3.5757857,7.4888615,0.257489,0.004613965929392,0,0,3,0,0,0,1,13,3,6,7,2,0,6,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
4196506,-10.01574,-1.41576,8.59998,4.629,145.82672,120.7206,17017.82671,4.5118795,13.2088655,0.109909,0,0,2,3,0,1,0,0,13,2,16,1,1,3,13,0,15,2,0,4,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0
419668,-7.89952,-0.1641,7.73542,1.389,144.00867,124.4699,16566.93187,3.5577057,5.5883901,0.309149,0.023501561458796,0,0,3,1,0,0,0,9,2,12,3,2,5,6,1,6,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0.131554,1
420590,-8.8777,-1.29959,7.57811,5.667,205.38655,432.4333,76261.29709,3.2573287,10.872134,0.174336,0,0,2,0,1,0,1,0,3,3,10,2,3,6,4,0,6,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
420996,-8.15444,-0.24372,7.91072,1.881,173.8104,477.2757,46263.8008,4.5440667,11.4873921,0.340062,0,0,4,0,0,0,0,0,4,4,8,2,3,3,5,0,8,0,0,0,0,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2E-06,0
420997,-7.71784,-0.29462,7.42322,2.403,181.21888,234.3373,41999.6856,3.1370037,5.8620734,0.364813,0.014964367114945,1,1,2,0,0,0,0,9,3,12,2,3,5,7,0,6,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.099848,1
422517,-8.1042,-0.7578,7.3464,5.415,169.52668,272.0622,32894.69584,3.3269126,5.8191043,0.341065,0.017697446508063,0,1,2,0,0,0,0,9,3,12,2,3,5,7,0,6,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.095366,1
4229490,-9.12345,-0.80495,8.3185,5.353,168.44654,2447.0126,348796.74319,4.5079962,7.955112,0.418079,0.007413792047424,0,2,6,0,0,0,0,14,2,16,0,2,0,16,0,16,0,0,6,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.000229,0
4229945,-9.12337,-1.41404,7.70933,6.5,169.39688,276.8256,14752.27866,3.779049,7.2041832,0.611043,0.008892765358132,0,2,0,0,1,1,0,13,3,12,1,3,0,12,0,15,0,0,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0.02928,0
423106,-8.20298,-0.84633,7.35665,6.116,147.66861,281.1629,21889.9778,3.3228468,5.9116803,0.286339,0.015598731050214,0,2,3,0,0,1,0,9,3,12,1,4,2,10,0,6,0,0,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0.117879,1
42394,-8.63484,-1.32228,7.31256,4.761,154.05625,233.6696,26319.42822,2.8324843,8.9999581,0.245866,0.002509644283323,0,0,3,0,0,0,0,14,4,8,5,4,1,7,0,9,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0
4243141,-8.98261,-1.56661,7.416,5.129,172.05394,261.7758,37403.17089,3.167951,10.097513,0.198973,0,0,2,2,0,0,0,0,14,2,14,3,1,0,14,0,8,0,0,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0
42435,-8.39461,-1.06892,7.32569,4.183,165.71207,711.7725,49651.16996,3.8436752,8.5982605,0.403478,0.003647680439761,1,1,3,0,0,0,0,9,3,10,3,2,3,7,0,6,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
4254469,-8.44016,-1.17449,7.26567,6.938,215.59326,1704.125,86255.02095,3.3980833,9.2527353,0.225059,0.007592218939556,0,0,3,0,0,1,0,8,2,8,3,3,2,6,0,6,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0.026508,0
42612,-9.09757,-1.54436,7.55321,3.118,175.05292,433.6956,24859.69479,3.6320268,8.9147908,0.256661,0.003513910923063,0,0,3,1,0,0,0,8,2,10,5,2,6,4,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.002885,0
426311,-9.39918,-1.31296,8.08622,5.923,184.92668,516.7459,36496.31252,4.1312465,9.755565,0.413369,0.002361809342403,0,2,6,0,0,1,0,14,2,14,1,3,0,14,0,16,0,0,6,6,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0
426483,-8.20233,-1.43649,6.76584,1.168,139.90885,405.3612,18143.84837,3.1066827,7.149048,0.243348,0.007021419353088,0,1,3,0,0,0,0,9,3,8,3,3,1,7,0,6,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.105389,1
426507,-7.42322,0.07321,7.49643,2.531,180.76613,352.3413,27259.16068,3.3467183,5.1970752,0.314739,0.026555045772696,0,0,4,0,0,0,0,17,0,13,5,0,0,13,0,12,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0.133718,1
4266009,-8.73442,-1.43779,7.29663,5.902,139.85332,279.8977,13533.18318,3.7402246,6.5623433,0.247264,0.0308186837673,0,3,2,1,0,0,0,11,3,14,3,1,1,11,2,10,0,0,4,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.098287,1
426613,-9.08488,-1.52073,7.56415,7.299,183.84607,540.9048,38582.11261,3.9079377,10.6151253,0.312574,0,0,2,3,0,0,0,0,8,2,10,3,2,3,7,0,10,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
426973,-8.0156,0.11074,8.12634,0.813,97.18657,134.4356,5776.3774,3.8425719,13.3907635,0.051984,0,0,1,3,0,0,0,0,14,2,14,2,0,0,14,0,16,0,0,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.025341,0
4272497,-9.51309,-1.34426,8.16883,4.027,141.10322,665.3947,31448.58888,3.3871833,9.7240227,0.569623,0.002579225921766,0,0,3,1,0,0,0,11,5,10,3,4,2,8,0,8,0,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0
427403,-8.76789,-1.44819,7.3197,7.105,206.26967,1387.342,115713.19991,4.5148014,16.2087832,0.217118,0,0,0,3,1,0,1,0,9,3,11,3,3,4,7,0,8,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0
428492,-8.91978,-0.86013,8.05965,3.609,170.98759,246.6476,32328.10715,4.112646,11.7604051,0.297111,0,0,3,4,0,0,2,0,14,2,15,0,3,0,15,0,16,0,0,8,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,0.075232,1
428637,-8.09207,-0.62187,7.4702,2.308,176.69581,274.1634,16031.42468,4.2735076,14.6294207,0.000532,0,0,1,6,0,0,0,0,15,3,13,2,3,0,13,0,14,0,0,6,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0
4289398,-8.92655,-1.50352,7.42303,4.015,187.12487,3451.3767,568583.46753,4.3960441,15.619161,0.075231,0,0,1,2,0,0,0,0,9,3,12,3,2,5,7,0,8,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
429807,-7.8925,-0.18802,7.70448,2.53,188.80738,285.2194,26295.6237,2.8870623,4.3740542,0.061804,0.051446876906522,0,3,2,1,0,0,0,10,2,14,3,1,3,9,2,10,1,0,4,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.284942,1
430345,-8.31178,-1.20343,7.10835,4.384,208.9248,634.9831,50874.60118,3.8873662,6.4811221,0.3548,0.01571776728507,0,2,2,0,0,1,0,9,3,10,2,3,0,10,0,6,0,0,4,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.12977,1
430403,-8.34427,-1.19628,7.14799,4.152,208.39961,437.4024,50840.93939,3.8660568,6.4741829,0.354739,0.015047605052942,2,2,0,0,0,1,0,5,4,5,5,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.129658,1
4310106,-10.42933,-1.77657,8.65276,3.424,152.54693,485.1173,49013.73117,4.2536651,11.8345641,0.606898,0,0,4,2,0,0,0,0,11,3,13,3,2,0,11,2,12,0,0,4,2,5,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3E-05,0
431570,-7.57167,-0.77732,6.79435,2.74,216.84565,1422.6779,57774.24083,2.8697116,6.3229051,0.12141,0.006016090327172,0,2,0,1,0,0,0,4,4,6,3,0,0,6,0,6,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.077071,1
431763,-7.73969,-0.47523,7.26446,1.362,188.24592,677.2041,45303.65979,3.7405632,7.6358206,0.194574,0.006334463041636,1,1,2,1,0,0,0,10,2,15,3,0,2,11,2,8,1,0,4,2,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0.070704,1
4321488,-8.27372,-0.80761,7.46611,3.842,205.27325,19180.0886,5761881.10572,3.7723235,9.0217339,0.554634,0.002744547597865,0,3,4,1,0,0,0,10,4,14,3,1,2,12,0,14,0,0,2,4,6,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0.01157,0
4325724,-9.13158,-1.61973,7.51185,3.192,144.11995,1097.3684,58275.24995,3.3603071,11.4028914,0.104911,0,0,2,1,0,0,1,0,13,2,13,0,3,1,12,0,10,1,0,7,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0
4328711,-10.24524,-0.86545,9.37979,4.189,135.43477,279.2455,19128.49019,5.619454,11.3568417,0.597208,0.00401011768374,0,5,0,1,0,0,0,5,5,12,1,4,2,10,0,8,0,0,0,0,7,5,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
432904,-8.76363,0.13448,8.89811,3.848,187.69943,92.4103,9698.00719,6.1743677,10.066267,0.408311,0.016031857091981,0,1,2,0,0,0,0,10,4,8,5,2,0,8,0,8,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
