,PubChem ID, E(LUMO/PM6) [eV],n, DipoleMoment [D], IsotropicAverageAlpha [A.U.], AverageGamma [A.U.],NaasC,NaasN,NaaS,nBM,nDB,nN,nO,nCsp3,nCsp,nRCOOR,nRCO,nArCO,nN=C-N<,nRC=N,nRNH2,nArNH2,nRNHR,nArNHR,nRNR2,nArNR2,nArNO2,nROH,nArOH,nArOR,nPyrroles,nFuranes,nPyridines,nPyrazines,nR06, S1(CAS2-1+CIS) [eV], INDOS-OscStr(CAS2-1+CIS), CI-Coef**2(CAS2-1+CIS), DiradicalCharacter(PUHF),OK
321,21887933,-1.32813,3.39017,1.353,184.34043,12119.49158,4,0,0,13,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.592729,0.07444,0.0060566,0.065546,1
322,219622,-1.23555,3.86293,6.268,112.81329,15293.76594,4,0,0,13,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.8217194,9.5e-05,0.0,0.0,0
323,21986279,-1.99403,3.74947,5.65,133.54029,10870.20669,3,0,0,13,2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.5747561,0.068369,0.02080422,0.233945,1
324,2204010,-0.61454,3.953395,3.052,183.02789,62357.46922,2,0,0,13,2,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3.3109609,0.000695,0.0,0.008653,0
325,22074252,-1.4767,3.701785,4.59,89.00299,7206.71953,3,0,0,18,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0.703036,0.005385,0.06362665,0.667865,0
326,22100319,-1.79735,3.563615,6.353,174.5901,25020.12672,3,0,0,13,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.6073226,0.20056,0.02156008,0.285389,1
327,221502,-1.11828,3.46266,4.375,208.89399,61721.98983,3,0,0,9,3,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,3.53309,0.062232,0.01857098,0.131454,1
328,2218337,-0.54794,3.93364,1.3,153.10951,7620.20181,2,0,0,9,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.7429336,0.001551,0.08567355,0.253314,1
329,2223660,-1.59523,3.6689,2.57,217.43123,13398760.33618,2,0,0,13,2,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,3.5094381,0.009834,0.0,0.013159,0
330,22250100,-2.80492,3.265065,6.106,156.26591,20649.15263,1,0,0,20,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0.9372594,1e-06,0.0,0.0,0
331,222853,-0.72956,4.208805,5.533,146.99646,14582.18881,0,0,0,4,4,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.7919067,0.007333,0.0,0.0,0
332,22294701,-1.72073,3.27602,5.416,216.80481,24484.19444,1,0,0,16,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,2.1945256,0.258128,0.02717636,0.33732,1
333,22311913,-2.27249,3.432405,6.961,115.17079,15869.05754,4,1,0,17,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2.5022956,0.094063,0.0,0.20561,1
334,22325167,0.18084,4.567785,0.933,181.98695,19852.83611,4,1,0,17,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4.5955623,0.003711,0.01269091,0.017809,0
335,223828,-2.00342,3.54503,1.762,201.07091,73332.35871,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2.8837518,0.005266,0.0,0.001507,0
336,223853,-1.17612,3.75115,4.314,275.61118,541504.13567,6,0,0,13,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3.5174157,1.883479,0.0,0.161877,1
337,224136,-0.87117,3.84992,2.705,221.25861,1373214.36583,3,0,1,12,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.416047,0.019668,0.0,0.0,0
338,224502,-1.27306,4.06502,0.937,180.19705,46747.08475,3,0,1,12,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.4900715,0.09522,0.0,0.062515,1
339,22491692,-3.19862,3.525985,2.461,123.16189,39529.67737,2,0,0,15,0,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2.334037,0.13692,0.0,0.122424,1
340,22497284,-1.66944,2.958515,4.152,240.12166,4246.19691,2,0,0,15,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1.5286645,0.085921,0.03344474,0.426914,1
341,225407,-1.32282,3.443345,6.479,221.78305,100674.17467,0,0,0,6,6,2,2,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2.9670322,0.059118,0.0,0.0,0
342,225457,-0.68174,4.166455,5.279,157.18231,17021.88807,4,0,1,5,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7540574,0.004974,0.0,0.0,0
343,22595806,-1.8754,3.956985,2.458,105.54481,10169.97376,2,0,0,8,2,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5176052,6.4e-05,0.0,0.0,0
344,22598234,-1.34291,3.51584,3.904,105.14416,7126.52589,6,0,0,13,2,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1.420833,0.003317,0.46076083,0.830554,0
345,226318,-1.91287,3.752815,3.059,167.36131,52894.96953,0,0,0,4,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2.8368353,1.8e-05,0.0,0.0,0
346,22658,-1.36063,3.770405,6.147,171.46539,52858.11173,2,0,0,10,4,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2.9489888,0.001954,0.0,0.0,0
347,227197,-1.16368,3.88344,2.651,210.56561,123400.15219,3,0,0,9,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2.8843467,0.00011,0.0,0.070173,1
348,227329,-1.89284,3.68734,6.54,166.90923,35627.95685,1,0,0,9,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.8774812,0.001742,0.0,0.0,0
349,2276541,-0.75232,3.973745,2.641,160.08283,22110.32088,1,0,0,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.4511029,0.00136,0.0,0.0,0
350,227819,-2.21137,3.627245,2.825,160.38702,56763.30763,2,0,0,6,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2.9219839,0.000254,0.0,0.0,0
351,22796319,-0.10972,4.5138,5.923,122.18332,4535.98189,2,0,0,9,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4.7676014,0.005593,0.0,0.000112,0
352,22806,-1.88685,3.53703,1.435,195.08469,44648.48746,2,0,0,9,3,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2.6893979,2.3e-05,0.0,0.0,0
353,228615,-1.75969,3.19758,0.004,192.47634,-16189.05001,0,0,0,4,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4032666,4e-06,0.11845792,0.408767,1
354,229088,-1.32009,3.922035,8.547,170.31423,32178.1584,0,0,0,6,6,2,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3.2253776,0.182697,0.0,0.0,0
355,22998837,-0.65942,3.676775,1.877,120.97228,19626.92537,2,0,0,9,3,5,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2.9135759,0.040375,0.0109475,0.08449,1
356,2301665,-0.93969,3.862255,4.015,175.29981,47776.65965,2,0,0,9,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3.6123217,0.001861,0.0,0.0,0
357,2305241,-1.90828,3.548595,2.917,164.82423,54621.30097,0,0,0,5,5,2,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2.6150461,0.002064,0.0,0.001035,0
358,2306606,-1.24249,3.887155,5.011,171.52275,11025.12823,3,1,0,8,3,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2.7801073,0.009235,0.0,0.0,0
359,230677,-1.48314,3.874155,4.918,191.60303,54254.97052,1,0,0,9,3,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3.0432484,0.013472,0.0,0.0,0
360,23126792,-2.24688,3.54017,1.963,170.72102,46303.10492,3,0,0,11,0,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,2.528632,0.015818,0.0,0.0,0
361,23175278,-1.67689,3.3246,6.564,209.30374,90806.73385,2,0,0,10,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2.5584718,0.050302,0.0,0.009307,0
362,2321784,-1.53405,3.841995,2.98,182.2537,30374.31378,0,0,0,5,5,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2.6787271,7.9e-05,0.0,0.000917,0
363,23219122,-1.46169,3.82621,2.548,196.84891,53830.51521,0,0,0,5,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4704785,0.022109,0.0,0.336642,1
364,232269,-1.83975,3.715905,10.477,139.54866,18051.28302,0,0,0,7,7,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2.6966833,0.000138,0.0,0.0,0
365,2324872,-1.45988,3.77065,5.743,181.00467,42918.84089,0,0,0,6,6,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3.8098183,0.25462,0.00687461,0.000936,0
366,23253405,0.11808,4.69131,3.869,117.07514,4168.75197,0,0,0,3,3,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5.4036059,0.365382,0.03605785,0.027696,0
367,23257173,-0.08285,4.25391,3.468,203.49594,22804.54513,4,0,0,15,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,4.4183037,0.019777,0.0,0.0,0
368,23259895,-0.38434,4.554875,2.779,174.72202,16388.88097,1,0,0,9,3,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,4.373944,0.224002,0.0,0.018744,0
369,23259898,-0.85704,4.45381,5.538,176.09735,22328.15983,2,0,0,9,3,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3.3339169,0.001842,0.0,0.003584,0
370,232641,-1.72297,3.778075,1.857,186.63928,52531.04321,0,0,0,5,4,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3.0889016,0.269708,0.0,0.0,0
371,23282440,-1.16687,3.403645,2.338,165.98441,3424.53138,0,0,0,5,4,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2.3620432,0.093058,0.02925644,0.184057,1
372,23287913,-3.43736,3.52826,2.641,104.15545,9404.01626,1,0,0,9,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1.7506497,0.000109,0.0,0.340565,1
373,2331645,-0.87634,3.974935,1.091,181.9147,20221.32638,0,0,0,4,4,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,3.8960407,0.004675,0.0,0.0,0
374,23318333,-1.55735,3.080605,2.584,187.38629,-17652.34565,0,0,0,3,3,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1.5143517,0.012301,0.16200223,0.702772,0
375,23323007,-2.40428,3.364195,6.584,147.23516,12819.39842,3,0,0,9,3,5,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2.4607811,0.232718,0.04002866,0.287953,1
376,23431715,-0.59949,3.7518,2.515,180.36402,49962.39592,0,0,0,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.7108959,0.034252,0.0,0.0,0
377,2345221,-1.26474,3.67807,6.026,175.63961,33460.12225,4,0,0,15,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2.8518523,0.001165,0.0,0.0,0
378,23466211,-2.21904,3.3496,5.923,134.38727,47546.71164,2,0,0,8,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2.4235795,0.003242,0.0,0.0,0
379,234987,-1.41328,4.31082,6.972,130.58978,16114.08807,1,0,0,9,3,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2.6737573,0.000465,0.0,0.0,0
380,235336,-2.01751,3.661565,7.516,185.39843,65222.00405,2,0,0,8,2,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3.3228849,0.365176,0.0,0.071884,1
381,235380,-0.4378,3.853015,4.43,203.49258,29501.59097,2,0,0,16,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,3.4072296,0.005268,0.0,0.0,0
382,23557366,-0.10454,3.983975,5.349,149.40666,7849.88671,2,0,0,16,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,2.5147049,0.00442,0.0,0.150291,1
383,23617693,-1.63793,3.359695,5.516,203.54939,38388.01938,0,0,0,6,6,2,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2.1444608,0.074916,0.01289778,0.224623,1
384,23617717,-1.80675,3.401495,2.954,208.13123,16254.8234,3,0,0,12,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2.4033549,0.151898,0.02665762,0.341834,1
385,23650569,-1.42041,3.727985,4.028,214.41802,214259.6067,1,0,0,7,1,2,1,7,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3.2756593,0.000183,0.00244902,0.0,0
386,23824766,-1.10928,3.537465,2.224,190.33595,17041.66143,2,0,0,7,1,1,2,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2.863529,0.017043,0.0,0.0,0
387,238781,-1.80396,3.41175,3.787,196.13764,65576.97633,2,0,0,8,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,2.4823663,0.082052,0.0,0.002664,0
388,238934,-1.20826,4.088915,6.646,142.78264,21007.38402,3,0,0,17,0,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,2.7944404,0.009948,0.0,0.0,0
389,241137,-0.89507,3.675555,5.271,180.25397,55118.08762,0,0,0,5,5,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3.0799926,0.082134,0.0,0.0,0
390,241804,-0.5981,3.78112,2.619,189.71978,61530.33213,0,0,0,6,6,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3.2985233,0.062285,0.0,0.04663,0
391,24203975,-1.19382,3.78085,3.481,191.49289,25087.94698,3,0,0,8,2,2,3,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,3.8694822,0.139986,0.0,0.0,0
392,2423663,-1.71101,3.561045,3.688,185.82543,49497.74268,2,0,0,9,3,2,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2.9217108,0.008042,0.0,0.0,0
393,24256215,-1.18414,4.07555,2.281,189.76782,724344.74944,0,0,0,6,6,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.9536267,0.249855,0.0,0.0,0
394,242644,-1.0668,4.3028,2.406,150.10023,41483.41647,0,0,0,6,6,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3.1564251,0.000285,0.0,0.012009,0
395,243433,-1.7242,4.08713,4.391,160.43167,25231.48447,3,0,0,15,0,5,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2.8304073,0.012538,0.0,0.0,0
396,243443,-1.6657,3.56025,3.677,191.42148,122364.69111,2,0,0,7,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.6810807,0.407871,0.0,0.088354,1
397,244897,-0.81624,3.81106,3.553,108.1832,4260.00089,2,0,0,9,3,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2.0523365,0.002437,0.28909632,0.563389,0
398,246513,-1.12309,4.01964,2.923,115.22883,17610.15437,2,0,0,10,4,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,3.550251,0.005601,0.0,0.0,0
399,2468177,-1.16362,3.48143,1.597,227.26757,75407.85721,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2987722,0.183324,0.00747899,0.0,0
400,247058,-1.51106,3.996175,1.962,166.10305,44040.33464,3,0,0,11,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3.5399559,0.002542,0.0,0.0,0
401,247358,-1.48888,4.112455,5.219,166.32749,21753.46645,1,0,0,16,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2.9977103,0.00017,0.00628125,0.038426,0
402,248599,-1.26638,3.382335,3.462,189.92472,132938.32447,2,0,0,8,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.5540253,0.00042,0.0,0.0,0
403,248808,-1.05787,3.537625,2.144,185.096,32192.83845,4,0,0,13,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3.5544477,0.553144,0.02407533,0.212404,1
404,24898674,0.14144,4.298365,7.035,176.36308,14609.1884,3,0,0,14,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4.0822718,0.000202,0.0,0.0,0
405,249402,-1.49705,3.40357,7.71,193.16593,159269.97614,3,0,0,9,2,3,2,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3.3157418,0.270414,0.0,0.0,0
406,25171959,-1.29048,3.95809,5.45,171.02325,28578.63294,2,0,0,10,4,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,3.8523163,0.175314,0.01273572,0.081911,1
407,25267133,-0.964,4.125705,1.993,190.57438,32680.63231,0,2,0,19,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4.110119,0.289558,0.0,0.0,0
408,253660,-0.70784,3.81675,1.774,141.72935,21512.81833,4,0,0,11,0,6,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,3.3011799,0.181103,0.0,0.0,0
409,253692,-1.89955,3.47366,2.505,151.27314,23573.4221,2,0,0,13,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2.7970952,0.00409,0.0,0.016983,0
410,253693,-1.8935,3.473575,1.462,151.20877,24018.94436,0,0,0,3,3,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.8457548,0.005837,0.0,0.014384,0
411,254033,-0.85621,4.285165,0.902,104.43596,10379.96155,0,0,0,5,5,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3666046,0.044134,0.01199698,0.013307,0
412,255072,-1.37873,3.718725,4.954,109.85223,12892.12917,4,0,0,13,1,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3.2542263,0.150364,0.01625876,0.0,0
413,256101,-1.28013,4.24821,3.583,169.01019,30455.94006,4,0,0,13,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.5437619,0.002323,0.0,0.004137,0
414,256840,-1.11788,4.10474,4.216,204.91961,26095.99766,2,0,0,9,3,4,2,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2.9756731,7.7e-05,0.0,0.042116,0
415,257884,-0.85117,3.887575,6.287,180.20682,49658.42102,4,0,0,10,0,8,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0300344,0.0,0.0,0.033833,0
416,258134,-1.51205,3.98576,7.567,174.24393,35004.47899,0,0,0,3,3,3,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3.581357,0.591177,0.0,0.007812,0
417,259685,-1.21322,3.7619,4.898,194.80104,24046.59401,2,0,0,8,3,4,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.8013743,0.084796,0.00695643,0.047062,0
418,260403,-1.47219,3.665735,6.7,196.45419,115994.95417,2,0,0,10,4,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.1214424,6e-06,0.0,0.0,0
419,260636,-1.63231,3.823575,5.479,173.6568,42724.98667,3,0,0,11,5,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2.5996771,0.006613,0.0,0.051527,1
420,260810,-1.71942,3.88462,5.775,142.29735,36173.62938,2,0,0,7,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.4598046,0.101381,0.0,0.031902,0
421,262953,-1.14564,3.66712,2.981,203.20971,69803.02731,2,0,0,10,4,2,3,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,3.5929972,0.355688,0.0,0.0,0
422,264192,-1.17577,3.499045,1.315,198.63826,32556.13192,2,1,0,11,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.709172,0.02121,0.02148767,0.0,0
423,264835,-0.90799,3.94523,7.205,201.58964,25857.09087,2,1,0,11,0,5,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.7185703,0.159388,0.0,0.0,0
424,265171,-1.12727,3.827705,4.026,213.61319,89891.88473,3,1,0,13,2,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.5206158,0.007677,0.0,0.0,0
425,265557,-0.58864,3.923705,1.053,141.01501,19298.8331,2,0,0,9,3,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.3705306,0.182849,0.0,0.03773,0
426,265909,-1.45434,4.068295,8.64,143.76381,62568.16527,0,0,0,5,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9680433,0.000577,0.0,0.053325,1
427,26592,-1.69509,3.50128,9.059,199.14444,58442.41801,1,0,0,10,0,5,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,3.1402947,0.110736,0.0,0.134136,1
428,267193,-1.77717,3.377865,5.188,202.02693,97721.83609,4,0,1,13,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2.7084013,0.151841,0.0,0.004766,0
429,267815,-1.21869,3.79622,2.239,147.31069,22334.31895,4,0,0,13,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2.8523324,0.056352,0.0,0.001101,0
430,270517,-0.63953,4.21077,3.091,136.42777,16033.20728,1,0,0,9,3,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.369678,0.000452,0.0,0.0,0
431,270702,-0.73534,4.233715,1.67,92.94417,10008.49648,3,0,1,13,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3.8916554,0.019945,0.0,0.0,0
432,2727509,-1.54868,3.66718,12.951,195.00834,82771.2249,1,0,0,8,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.7269594,0.010351,0.0,0.023925,0
433,2727891,-1.62975,3.482755,6.839,169.30939,21965.06302,0,0,0,1,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.7522468,0.348181,0.01195792,0.0,0
434,2727948,-1.00096,4.168235,3.426,168.06004,23401.53208,4,0,0,10,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2.8051032,0.008153,0.0,0.0,0
435,2728544,-0.77056,4.36586,4.854,107.45007,7734.62152,2,0,0,16,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3.9162542,0.003234,0.0,0.0,0
436,2731203,-1.51547,3.535205,2.823,199.70061,612724.80372,2,0,0,8,2,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3.5734818,0.001281,0.0,0.0,0
437,2731294,-1.17103,4.092985,4.77,172.19981,31721.71014,0,0,0,4,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1970139,6.3e-05,0.0,0.0,0
438,2732274,-1.08707,3.60065,5.436,207.76009,75930.06412,1,1,0,11,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2.9484545,0.101509,0.0,0.0,0
439,2733453,-1.13935,3.76704,6.587,159.55527,22332.00936,4,0,0,9,3,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2.7526915,0.000353,0.0,0.0,0
440,2733583,-1.15735,3.698605,4.87,159.67711,23601.97044,1,0,0,10,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.7052379,0.000792,0.0,0.0,0
441,2734021,0.99509,5.26021,3.086,121.98992,3625.82134,3,0,0,13,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6.4532143,0.001522,0.05628483,0.000152,0
442,2737009,-1.34607,4.094355,2.331,169.55749,40947.31779,2,0,0,11,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8076223,0.007778,0.0,0.0,0
