PubChem ID, E(HOMO/PM6) [eV], E(LUMO/PM6) [eV], DipoleMoment [D], IsotropicAverageAlpha [A.U.], IsotropicAverageAlpha [Ang^3], AverageBetaX [A.U.], AverageBetaX [ESU],  AverageBetaY [A.U.], AverageBetaY [ESU], AverageBetaZ [A.U.], AverageBetaZ [ESU], DiradicalCharacter(PUHF)
2223660, -8.933030, -1.595230, 2.57, 217.43123, 32.21998, -38398.9662, -3.31745e-28, 2838.0953, 2.45195e-29, -2725.914, -2.35503e-29 ,.013159 
22250100, -9.335050, -2.804920, 6.106, 156.26591, 23.15622, -741.4406, -6.40562e-30, 429.924, 3.71429e-30, -18.8439, -1.628e-31 ,0 
222853, -9.147170, -0.729560, 5.533, 146.99646, 21.78263, -309.0148, -2.66971e-30, 240.8529, 2.08083e-30, -50.5307, -4.36556e-31 ,0 
22294701, -8.272770, -1.720730, 5.416, 216.80481, 32.12716, 191.4878, 1.65434e-30, 650.1842, 5.61721e-30, 14.9947, 1.29545e-31 ,.337320 
22311913, -9.137300, -2.272490, 6.961, 115.17079, 17.06655, -526.2512, -4.5465e-30, 424.7107, 3.66925e-30, -0.472, -4.07781e-33 ,.205610 
22325167, -8.954730, 0.180840, 0.933, 181.98695, 26.96768, -132.8425, -1.14768e-30, 22.0239, 1.90274e-31, -31.0602, -2.68342e-31 ,.017809 
223828, -9.093480, -2.003420, 1.762, 201.07091, 29.79564, -890.7713, -7.69575e-30, 8.6675, 7.48822e-32, -35.781, -3.09127e-31 ,.001507 
223853, -8.678420, -1.176120, 4.314, 275.61118, 40.84136, -2532.9053, -2.18828e-29, -84.6784, -7.31572e-31, -11.1462, -9.62963e-32 ,.161877 
224136, -8.571010, -0.871170, 2.705, 221.25861, 32.78714, 5787.9436, 5.00045e-29, -214.5625, -1.85369e-30, 3244.1205, 2.80273e-29 ,0 
224502, -9.403100, -1.273060, 0.937, 180.19705, 26.70245, 75.0834, 6.48677e-31, 59.2795, 5.12141e-31, 7.5065, 6.48514e-32 ,.062515 
22491692, -10.250590, -3.198620, 2.461, 123.16189, 18.25071, -1103.268, -9.53159e-30, -38.061, -3.28825e-31, -0.7458, -6.44368e-33 ,.122424 
22497284, -7.586470, -1.669440, 4.152, 240.12166, 35.58236, -2816.6746, -2.43344e-29, -521.5543, -4.50593e-30, -0.7939, -6.85923e-33 ,.426914 
225407, -8.209510, -1.322820, 6.479, 221.78305, 32.86486, -1327.8149, -1.14715e-29, 333.9149, 2.88483e-30, 27.8063, 2.4023e-31 ,0 
225457, -9.014650, -0.681740, 5.279, 157.18231, 23.29201, -510.1293, -4.40722e-30, -191.7968, -1.65701e-30, -86.9186, -7.50926e-31 ,0 
22595806, -9.789370, -1.875400, 2.458, 105.54481, 15.64013, -171.2184, -1.47923e-30, 205.34, 1.77402e-30, 0.0899, 7.7655e-34 ,0 
22598234, -8.374590, -1.342910, 3.904, 105.14416, 15.58076, -53.3158, -4.60617e-31, 147.2346, 1.27202e-30, 177.8503, 1.53652e-30 ,.830554 
226318, -9.418500, -1.912870, 3.059, 167.36131, 24.80039, -700.0472, -6.048e-30, -271.411, -2.34483e-30, 54.5726, 4.71476e-31 ,0 
22658, -8.901440, -1.360630, 6.147, 171.46539, 25.40855, 555.561, 4.79972e-30, 267.9341, 2.31479e-30, 91.3085, 7.88853e-31 ,0 
227197, -8.930560, -1.163680, 2.651, 210.56561, 31.2026, 331.8746, 2.8672e-30, 8.4987, 7.34235e-32, 7.3323, 6.33465e-32 ,.070173 
227329, -9.267520, -1.892840, 6.54, 166.90923, 24.7334, 300.6142, 2.59713e-30, 336.7426, 2.90926e-30, 105.3443, 9.10113e-31 ,0 
2276541, -8.699810, -0.752320, 2.641, 160.08283, 23.72183, 204.4811, 1.7666e-30, -45.2776, -3.91172e-31, 134.4803, 1.16183e-30 ,0 
227819, -9.465860, -2.211370, 2.825, 160.38702, 23.7669, -98.7235, -8.52914e-31, -96.3322, -8.32254e-31, -5.462, -4.71888e-32 ,0 
22796319, -9.137320, -0.109720, 5.923, 122.18332, 18.1057, -191.082, -1.65084e-30, 93.1106, 8.04421e-31, 59.0004, 5.09729e-31 ,.000112 
22806, -8.960910, -1.886850, 1.435, 195.08469, 28.90857, 597.527, 5.16229e-30, -353.6331, -3.05518e-30, 0.5564, 4.8068e-33 ,0 
228615, -8.154850, -1.759690, 0.004, 192.47634, 28.52205, 5.2355, 4.52319e-32, 0.664, 5.73631e-33, -0.2144, -1.85216e-33 ,.408767 
229088, -9.164160, -1.320090, 8.547, 170.31423, 25.23796, 807.1628, 6.97342e-30, 43.0598, 3.72011e-31, 42.0428, 3.63226e-31 ,0 
22998837, -8.012970, -0.659420, 1.877, 120.97228, 17.92624, 239.5254, 2.06936e-30, -35.6641, -3.08117e-31, -58.2769, -5.03478e-31 ,.084490 
2301665, -8.664200, -0.939690, 4.015, 175.29981, 25.97675, 161.3269, 1.39377e-30, 172.7589, 1.49254e-30, -11.8216, -1.02132e-31 ,0 
2305241, -9.005470, -1.908280, 2.917, 164.82423, 24.42443, -674.8421, -5.83024e-30, -183.7897, -1.58784e-30, -78.2681, -6.76191e-31 ,.001035 
2306606, -9.016800, -1.242490, 5.011, 171.52275, 25.41705, 251.7011, 2.17455e-30, 13.327, 1.15138e-31, -77.4621, -6.69227e-31 ,0 
230677, -9.231450, -1.483140, 4.918, 191.60303, 28.39264, -589.2992, -5.0912e-30, -93.5579, -8.08286e-31, 83.3419, 7.20025e-31 ,0 
23126792, -9.327220, -2.246880, 1.963, 170.72102, 25.29825, 851.872, 7.35968e-30, 372.312, 3.21656e-30, -2.5384, -2.19306e-32 ,0 
23175278, -8.326090, -1.676890, 6.564, 209.30374, 31.01561, 799.9525, 6.91112e-30, 889.8661, 7.68793e-30, -65.5736, -5.66518e-31 ,.009307 
2321784, -9.218040, -1.534050, 2.98, 182.2537, 27.00721, 596.9583, 5.15737e-30, -38.1917, -3.29954e-31, 58.6911, 5.07057e-31 ,.000917 
23219122, -9.114110, -1.461690, 2.548, 196.84891, 29.17, 85.0578, 7.3485e-31, -182.2158, -1.57424e-30, 195.3866, 1.68803e-30 ,.336642 
232269, -9.271560, -1.839750, 10.477, 139.54866, 20.67898, -83.3788, -7.20344e-31, -217.7063, -1.88086e-30, -12.989, -1.12218e-31 ,0 
2324872, -9.001180, -1.459880, 5.743, 181.00467, 26.82212, -162.0048, -1.39963e-30, 65.6974, 5.67587e-31, 8.0095, 6.91977e-32 ,.000936 
23253405, -9.264540, 0.118080, 3.869, 117.07514, 17.34875, 6.4766, 5.5954e-32, 15.4174, 1.33198e-31, -8.4035, -7.26013e-32 ,.027696 
23257173, -8.590670, -0.082850, 3.468, 203.49594, 30.15499, -360.1915, -3.11184e-30, 251.7929, 2.17534e-30, -92.1104, -7.9578e-31 ,0 
23259895, -9.494090, -0.384340, 2.779, 174.72202, 25.89113, -132.1222, -1.14146e-30, 99.5218, 8.5981e-31, 15.7896, 1.36413e-31 ,.018744 
23259898, -9.764660, -0.857040, 5.538, 176.09735, 26.09493, 28.2952, 2.44454e-31, -15.8754, -1.37155e-31, -14.5515, -1.25716e-31 ,.003584 
232641, -9.279120, -1.722970, 1.857, 186.63928, 27.65709, -369.1611, -3.18934e-30, -87.3993, -7.55079e-31, 2.1321, 1.84201e-32 ,0 
23282440, -7.974160, -1.166870, 2.338, 165.98441, 24.59635, -332.0204, -2.86846e-30, 626.2448, 5.41039e-30, -0.0577, -4.98513e-34 ,.184057 
23287913, -10.493880, -3.437360, 2.641, 104.15545, 15.43425, 402.0006, 3.47305e-30, -362.6982, -3.1335e-30, 1.9354, 1.67211e-32 ,.340565 
2331645, -8.826210, -0.876340, 1.091, 181.9147, 26.95698, -185.5202, -1.60279e-30, -65.9801, -5.70029e-31, -135.887, -1.17398e-30 ,0 
23318333, -7.718560, -1.557350, 2.584, 187.38629, 27.76778, -204.9779, -1.77089e-30, 146.9528, 1.26959e-30, 101.5895, 8.77674e-31 ,.702772 
23323007, -9.132670, -2.404280, 6.584, 147.23516, 21.818, 402.333, 3.47592e-30, 552.9254, 4.77695e-30, 2.5731, 2.22303e-32 ,.287953 
23431715, -8.103090, -0.599490, 2.515, 180.36402, 26.72719, -497.3668, -4.29696e-30, -149.3076, -1.28993e-30, -236.0073, -2.03897e-30 ,0 
2345221, -8.620880, -1.264740, 6.026, 175.63961, 26.0271, -679.9888, -5.87471e-30, 429.1421, 3.70754e-30, 135.7406, 1.17272e-30 ,0 
23466211, -8.918240, -2.219040, 5.923, 134.38727, 19.91414, -1051.3518, -9.08307e-30, -77.6494, -6.70846e-31, -92.7878, -8.01632e-31 ,0 
234987, -10.034920, -1.413280, 6.972, 130.58978, 19.35141, 211.614, 1.82822e-30, -96.8274, -8.36532e-31, 21.9972, 1.90043e-31 ,0 
235336, -9.340640, -2.017510, 7.516, 185.39843, 27.47321, 1471.8089, 1.27156e-29, 487.3709, 4.2106e-30, -25.2998, -2.18575e-31 ,.071884 
235380, -8.143830, -0.437800, 4.43, 203.49258, 30.15449, -513.5739, -4.43698e-30, 161.4637, 1.39495e-30, 129.154, 1.11582e-30 ,0 
23557366, -8.072490, -0.104540, 5.349, 149.40666, 22.13978, 59.0211, 5.09908e-31, 103.9359, 8.97946e-31, -37.6884, -3.25606e-31 ,.150291 
23617693, -8.357320, -1.637930, 5.516, 203.54939, 30.16291, -178.4469, -1.54168e-30, 187.2684, 1.61789e-30, -10.4648, -9.04099e-32 ,.224623 
23617717, -8.609740, -1.806750, 2.954, 208.13123, 30.84187, 423.4816, 3.65863e-30, -55.1222, -4.76224e-31, 42.1599, 3.64237e-31 ,.341834 
23650569, -8.876380, -1.420410, 4.028, 214.41802, 31.77347, 1868.5817, 1.61435e-29, -26.2711, -2.26967e-31, 0.4645, 4.01282e-33 ,0 
23824766, -8.184210, -1.109280, 2.224, 190.33595, 28.20488, 108.8726, 9.40596e-31, 37.026, 3.19883e-31, 52.5811, 4.5427e-31 ,0 
238781, -8.627460, -1.803960, 3.787, 196.13764, 29.0646, 960.7151, 8.30002e-30, -205.8151, -1.77812e-30, -5.7958, -5.00724e-32 ,.002664 
238934, -9.386090, -1.208260, 6.646, 142.78264, 21.1582, -262.1519, -2.26484e-30, 581.2709, 5.02184e-30, 79.1451, 6.83768e-31 ,0 
241137, -8.246180, -0.895070, 5.271, 180.25397, 26.71088, -969.3768, -8.37485e-30, -93.1566, -8.04819e-31, 73.4931, 6.34938e-31 ,0 
241804, -8.160340, -0.598100, 2.619, 189.71978, 28.11357, -803.6861, -6.94338e-30, 549.7656, 4.74965e-30, 144.2809, 1.2465e-30 ,.046630 
24203975, -8.755520, -1.193820, 3.481, 191.49289, 28.37632, 251.3497, 2.17152e-30, 47.1517, 4.07363e-31, -1.3292, -1.14832e-32 ,0 
2423663, -8.833100, -1.711010, 3.688, 185.82543, 27.53649, -765.7345, -6.6155e-30, 400.7746, 3.46246e-30, -284.7448, -2.46003e-30 ,0 
24256215, -9.335240, -1.184140, 2.281, 189.76782, 28.12069, 1706.5354, 1.47435e-29, -3178.8034, -2.7463e-29, 1902.1018, 1.64331e-29 ,0 
242644, -9.672400, -1.066800, 2.406, 150.10023, 22.24256, 362.72, 3.13369e-30, 147.9591, 1.27828e-30, -19.7754, -1.70848e-31 ,.012009 
243433, -9.898460, -1.724200, 4.391, 160.43167, 23.77352, -313.451, -2.70803e-30, -46.3225, -4.00199e-31, 54.1442, 4.67775e-31 ,0 
243443, -8.786200, -1.665700, 3.677, 191.42148, 28.36574, -632.0461, -5.46051e-30, 455.9728, 3.93934e-30, 3.093, 2.67221e-32 ,.088354 
244897, -8.438360, -0.816240, 3.553, 108.1832, 16.0311, -45.6188, -3.9412e-31, 1.9717, 1.70343e-32, 21.5627, 1.86289e-31 ,.563389 
246513, -9.162370, -1.123090, 2.923, 115.22883, 17.07515, 725.6762, 6.26942e-30, 227.4783, 1.96528e-30, -53.7752, -4.64586e-31 ,0 
2468177, -8.126480, -1.163620, 1.597, 227.26757, 33.67758, 390.7809, 3.37612e-30, 417.7937, 3.60949e-30, -0.5278, -4.56019e-33 ,0 
247058, -9.503410, -1.511060, 1.962, 166.10305, 24.61393, -193.1094, -1.66835e-30, -74.8711, -6.46843e-31, 6.3349, 5.47297e-32 ,0 
247358, -9.713790, -1.488880, 5.219, 166.32749, 24.64719, -45.2748, -3.91148e-31, 93.1624, 8.04869e-31, 1.4111, 1.21908e-32 ,.038426 
248599, -8.031050, -1.266380, 3.462, 189.92472, 28.14394, -1814.0736, -1.56725e-29, 171.65, 1.48296e-30, -134.7192, -1.1639e-30 ,0 
248808, -8.133120, -1.057870, 2.144, 185.096, 27.4284, 797.7704, 6.89227e-30, 3.0914, 2.67079e-32, 86.1369, 7.44173e-31 ,.212404 
24898674, -8.455290, 0.141440, 7.035, 176.36308, 26.13431, 297.9238, 2.57389e-30, -326.7431, -2.82287e-30, 2.1659, 1.87124e-32 ,0 
249402, -8.304190, -1.497050, 7.71, 193.16593, 28.62424, -2541.457, -2.19567e-29, 88.4158, 7.63861e-31, 116.796, 1.00905e-30 ,0 
25171959, -9.206660, -1.290480, 5.45, 171.02325, 25.34303, 227.5574, 1.96596e-30, -14.3403, -1.23892e-31, -30.353, -2.62233e-31 ,.081911 
25267133, -9.215410, -0.964000, 1.993, 190.57438, 28.24021, -99.7107, -8.61443e-31, -331.0265, -2.85988e-30, 119.3608, 1.03121e-30 ,0 
253660, -8.341340, -0.707840, 1.774, 141.72935, 21.00212, 797.5587, 6.89044e-30, 33.4764, 2.89217e-31, -42.6866, -3.68788e-31 ,0 
253692, -8.846870, -1.899550, 2.505, 151.27314, 22.41637, -613.9318, -5.30401e-30, -145.5116, -1.25714e-30, 178.0529, 1.53827e-30 ,.016983 
253693, -8.840650, -1.893500, 1.462, 151.20877, 22.40683, -609.3745, -5.26464e-30, -217.4988, -1.87906e-30, 166.7456, 1.44058e-30 ,.014384 
254033, -9.426540, -0.856210, 0.902, 104.43596, 15.47581, -259.851, -2.24496e-30, -190.7973, -1.64838e-30, -26.2264, -2.26581e-31 ,.013307 
255072, -8.816180, -1.378730, 4.954, 109.85223, 16.27842, -622.0323, -5.374e-30, -26.1132, -2.25602e-31, 7.7997, 6.73845e-32 ,0 
256101, -9.776550, -1.280130, 3.583, 169.01019, 25.04473, -335.7569, -2.90074e-30, -65.9349, -5.69639e-31, 13.3355, 1.15211e-31 ,.004137 
256840, -9.327360, -1.117880, 4.216, 204.91961, 30.36595, 114.7784, 9.91619e-31, 36.0757, 3.11673e-31, 20.5785, 1.77786e-31 ,.042116 
257884, -8.626320, -0.851170, 6.287, 180.20682, 26.7039, -0.3576, -3.08965e-33, 869.0646, 7.50821e-30, 0.6729, 5.81379e-33 ,.033833 
258134, -9.483570, -1.512050, 7.567, 174.24393, 25.82029, -874.8274, -7.558e-30, 320.1305, 2.76574e-30, 0.3693, 3.19069e-33 ,.007812 
259685, -8.737020, -1.213220, 4.898, 194.80104, 28.86654, 132.0969, 1.14124e-30, 324.2026, 2.80092e-30, -5.7773, -4.99126e-32 ,.047062 
260403, -8.803660, -1.472190, 6.7, 196.45419, 29.11151, 2266.4715, 1.9581e-29, 85.34, 7.37288e-31, 91.2123, 7.88021e-31 ,0 
260636, -9.279460, -1.632310, 5.479, 173.6568, 25.73328, -358.7086, -3.09903e-30, 16.5911, 1.43337e-31, -25.0656, -2.16552e-31 ,.051527 
260810, -9.488660, -1.719420, 5.775, 142.29735, 21.08629, -182.2261, -1.57433e-30, 228.7701, 1.97644e-30, -191.8749, -1.65769e-30 ,.031902 
262953, -8.479880, -1.145640, 2.981, 203.20971, 30.11257, 386.5469, 3.33954e-30, 314.6477, 2.71837e-30, 189.6771, 1.6387e-30 ,0 
264192, -8.173860, -1.175770, 1.315, 198.63826, 29.43515, -46.439, -4.01206e-31, 518.6121, 4.48051e-30, -0.1955, -1.68885e-33 ,0 
264835, -8.798450, -0.907990, 7.205, 201.58964, 29.8725, -2.0772, -1.79459e-32, 0.0361, 3.12135e-34, 641.3754, 5.54111e-30 ,0 
265171, -8.782680, -1.127270, 4.026, 213.61319, 31.65421, 92.5213, 7.9933e-31, -595.5084, -5.14485e-30, 198.3255, 1.71342e-30 ,0 
265557, -8.436050, -0.588640, 1.053, 141.01501, 20.89627, 679.2758, 5.86855e-30, 281.8372, 2.43491e-30, -31.3702, -2.7102e-31 ,.037730 
265909, -9.590930, -1.454340, 8.64, 143.76381, 21.3036, -783.0377, -6.76499e-30, 187.226, 1.61752e-30, 44.4217, 3.83777e-31 ,.053325 
26592, -8.697650, -1.695090, 9.059, 199.14444, 29.51016, -370.772, -3.20325e-30, 67.1887, 5.80471e-31, 14.1249, 1.22031e-31 ,.134136 
267193, -8.532900, -1.777170, 5.188, 202.02693, 29.9373, -2067.8088, -1.78647e-29, 145.748, 1.25918e-30, 54.73, 4.72835e-31 ,.004766 
267815, -8.811130, -1.218690, 2.239, 147.31069, 21.82919, -257.8375, -2.22757e-30, 313.9021, 2.71193e-30, -32.8705, -2.83982e-31 ,.001101 
270517, -9.061070, -0.639530, 3.091, 136.42777, 20.21651, -268.3288, -2.3182e-30, 64.2666, 5.55226e-31, 14.6741, 1.26775e-31 ,0 
270702, -9.202770, -0.735340, 1.67, 92.94417, 13.7729, -478.9358, -4.13773e-30, -37.8495, -3.26997e-31, 65.1525, 5.6288e-31 ,0 
2727509, -8.883040, -1.548680, 12.951, 195.00834, 28.89725, -2560.5507, -2.21217e-29, -322.6334, -2.78737e-30, -23.0711, -1.99321e-31 ,.023925 
2727891, -8.595260, -1.629750, 6.839, 169.30939, 25.08906, -1347.7823, -1.16441e-29, -7.9014, -6.82639e-32, 65.5148, 5.66009e-31 ,0 
2727948, -9.337430, -1.000960, 3.426, 168.06004, 24.90393, 462.4962, 3.9957e-30, -18.8966, -1.63256e-31, 90.1401, 7.78758e-31 ,0 
2728544, -9.502280, -0.770560, 4.854, 107.45007, 15.92246, -148.1642, -1.28005e-30, 20.6251, 1.78189e-31, -19.0399, -1.64494e-31 ,0 
2731203, -8.585880, -1.515470, 2.823, 199.70061, 29.59258, -5624.9603, -4.85964e-29, 661.2795, 5.71307e-30, 1247.9681, 1.07817e-29 ,0 
2731294, -9.357000, -1.171030, 4.77, 172.19981, 25.51738, -59.9904, -5.18282e-31, -112.1344, -9.68776e-31, 11.7256, 1.01303e-31 ,0 
2732274, -8.288370, -1.087070, 5.436, 207.76009, 30.78687, -785.9532, -6.79018e-30, 147.2244, 1.27193e-30, 67.9636, 5.87166e-31 ,0 
2733453, -8.673430, -1.139350, 6.587, 159.55527, 23.64365, 147.4975, 1.27429e-30, -138.6519, -1.19787e-30, 94.6286, 8.17536e-31 ,0 
2733583, -8.554560, -1.157350, 4.87, 159.67711, 23.66171, -342.676, -2.96052e-30, 100.7464, 8.70391e-31, 16.3155, 1.40956e-31 ,0 
2734021, -9.525330, 0.995090, 3.086, 121.98992, 18.07704, -38.8278, -3.3545e-31, 33.3028, 2.87717e-31, 8.3263, 7.19348e-32 ,.000152 
2737009, -9.534780, -1.346070, 2.331, 169.55749, 25.12583, 1099.2734, 9.49708e-30, -9.1348, -7.89194e-32, 96.0893, 8.30155e-31 ,0 
2737100, -8.912730, -1.952340, 4.831, 186.91511, 27.69796, -114.5577, -9.89712e-31, 30.5862, 2.64247e-31, 93.319, 8.06222e-31 ,.224050 
2741260, -9.371210, -1.171310, 5.815, 186.33353, 27.61178, 173.7432, 1.50104e-30, 130.9714, 1.13152e-30, 67.794, 5.857e-31 ,0 
2741351, -8.798130, -1.021420, 3.303, 154.82455, 22.94263, -685.0278, -5.91824e-30, 285.0907, 2.46302e-30, 62.3938, 5.39046e-31 ,0 
2749037, -9.052190, -1.368650, 6.703, 204.92664, 30.36699, -831.4188, -7.18297e-30, -384.5469, -3.32226e-30, -70.9781, -6.13209e-31 ,0 
2749831, -9.225460, -1.346370, 5.992, 131.12122, 19.43016, -502.1743, -4.33849e-30, -3.6279, -3.13427e-32, 33.8772, 2.92679e-31 ,0 
2750394, -9.005010, -0.648150, 3.177, 204.46418, 30.29847, 541.9457, 4.6821e-30, -22.7075, -1.9618e-31, 238.3247, 2.05899e-30 ,0 
2750509, -9.262970, -1.280450, 3.604, 162.23247, 24.04037, -552.9345, -4.77703e-30, -106.5097, -9.20182e-31, -153.3743, -1.32506e-30 ,0 
2750510, -9.184750, -1.363840, 5.659, 143.77009, 21.30453, -448.7171, -3.87665e-30, -82.4612, -7.12416e-31, -176.796, -1.52741e-30 ,0 
275106, -8.474120, -1.568400, 1.978, 185.30821, 27.45984, -763.995, -6.60047e-30, -316.622, -2.73543e-30, -233.3757, -2.01623e-30 ,.013583 
2751986, -9.439890, -1.611650, 1.592, 145.12188, 21.50484, -10.2383, -8.84529e-32, -15.0603, -1.30112e-31, 13.4037, 1.158e-31 ,.039461 
2752454, -9.446560, -1.651880, 5.537, 193.70642, 28.70433, -482.274, -4.16657e-30, -334.7329, -2.8919e-30, -88.7814, -7.6702e-31 ,.077235 
2752779, -8.215320, -0.718450, 3.552, 189.2162, 28.03895, -194.3553, -1.67912e-30, 402.535, 3.47767e-30, -2.9755, -2.57064e-32 ,.082752 
2752781, -7.919950, -0.558950, 5.78, 221.58157, 32.835, -1153.6196, -9.9666e-30, 816.9732, 7.05817e-30, -94.1608, -8.13494e-31 ,.000003 
2753353, -8.773890, -0.596030, 2.565, 142.50326, 21.1168, -441.6719, -3.81579e-30, 97.6088, 8.43283e-31, -62.6723, -5.41452e-31 ,0 
2755140, -9.085900, -0.921720, 3.259, 151.0089, 22.37721, 278.9463, 2.40993e-30, -27.7298, -2.39569e-31, -95.3076, -8.23402e-31 ,.023368 
2755877, -9.209880, -1.674560, 4.87, 179.2433, 26.56112, -590.6689, -5.10304e-30, 98.1188, 8.47689e-31, -14.1218, -1.22004e-31 ,.000588 
2756532, -8.633680, -0.521740, 2.354, 160.53791, 23.78926, 491.7408, 4.24835e-30, 109.8032, 9.48636e-31, -5.6142, -4.85034e-32 ,0 
2759230, -9.549750, -0.580740, 3.173, 117.14019, 17.35838, 36.674, 3.16842e-31, -10.3431, -8.93584e-32, -13.0836, -1.13035e-31 ,.013108 
2762522, -9.804570, -2.093080, 6.588, 136.10119, 20.16812, 83.5408, 7.21744e-31, -359.6733, -3.10737e-30, -33.156, -2.86448e-31 ,0 
2763573, -8.818580, -1.767170, 4.436, 173.04178, 25.64215, 1175.23, 1.01533e-29, 259.7852, 2.24439e-30, -35.6006, -3.07569e-31 ,.058583 
2764124, -9.188430, -1.384200, 4.319, 154.88556, 22.95167, 6.1394, 5.30405e-32, -757.5433, -6.54473e-30, -99.4581, -8.5926e-31 ,0 
2767334, -9.342120, -1.440550, 1.873, 164.75607, 24.41433, -336.9724, -2.91125e-30, 600.2217, 5.18557e-30, -12.6324, -1.09136e-31 ,0 
2767335, -9.209050, -1.381290, 5.164, 166.05382, 24.60664, -332.7506, -2.87477e-30, -549.1698, -4.74451e-30, -1.7985, -1.55381e-32 ,0 
2771611, -9.609570, -1.566430, 3.13, 145.37445, 21.54227, 423.9259, 3.66247e-30, -131.4308, -1.13549e-30, 75.8281, 6.55111e-31 ,0 
2772961, -9.346350, -2.012390, 5.242, 141.14544, 20.9156, 745.957, 6.44463e-30, -645.0621, -5.57296e-30, 1.4822, 1.28051e-32 ,.086170 
277439, -9.245290, -1.099070, 6.146, 148.33707, 21.98129, 139.2171, 1.20275e-30, 62.3791, 5.38919e-31, -28.4219, -2.45548e-31 ,.048963 
2776934, -8.391120, -1.249460, 8.128, 174.71654, 25.89032, 700.5275, 6.05215e-30, -612.3433, -5.29029e-30, 148.9106, 1.2865e-30 ,.026780 
2781263, -9.697900, -1.892870, 1.794, 156.6867, 23.21857, 16980.1954, 1.46699e-28, -5450.0908, -4.70856e-29, 1063.0907, 9.18448e-30 ,0 
2785666, -9.597330, -1.380110, 8.064, 168.56579, 24.97887, 95.0064, 8.208e-31, 239.1063, 2.06574e-30, 11.7141, 1.01203e-31 ,0 
2786573, -9.597890, -1.490510, 9.74, 145.08654, 21.49961, -62.2647, -5.3793e-31, 351.5301, 3.03702e-30, 1.1493, 9.92932e-33 ,0 
2793714, -9.347090, -1.921510, 2.122, 202.33045, 29.98228, -736.1958, -6.3603e-30, -136.7767, -1.18167e-30, -33.2677, -2.87413e-31 ,.112150 
2795439, -9.452270, -1.334120, 4.099, 146.64827, 21.73103, 599.4395, 5.17881e-30, -100.2088, -8.65746e-31, 102.0226, 8.81416e-31 ,0 
279590, -8.042150, -0.629560, 0.85, 209.459, 31.03862, -886.1864, -7.65613e-30, 21.6211, 1.86794e-31, -209.8883, -1.81331e-30 ,0 
2798480, -8.965150, -1.751010, 4.183, 176.57627, 26.1659, -49.3078, -4.2599e-31, 414.1956, 3.57841e-30, 122.5486, 1.05875e-30 ,.069129 
279887, -9.001890, -1.436260, 3.668, 157.37463, 23.32051, -174.6079, -1.50851e-30, 112.8604, 9.75048e-31, 6.398, 5.52749e-32 ,0 
2799575, -8.662760, -0.997800, 8.202, 184.65495, 27.36304, -428.7857, -3.70446e-30, 299.2185, 2.58507e-30, 252.3968, 2.18056e-30 ,.059987 
280002, -9.150080, -1.781490, 5.579, 168.96302, 25.03774, 1565.3005, 1.35233e-29, 256.0125, 2.2118e-30, 0.8371, 7.23172e-33 ,.005661 
2804768, -9.103160, -1.248700, 4.629, 172.63067, 25.58123, -523.876, -4.52598e-30, -73.1056, -6.3159e-31, -47.4378, -4.09835e-31 ,0 
2805004, -9.628350, -1.435540, 4.687, 170.48005, 25.26254, 972.14, 8.39872e-30, -139.4824, -1.20505e-30, 99.552, 8.60071e-31 ,.017123 
2805422, -8.221450, -0.468260, 6.48, 167.34556, 24.79805, 1050.2592, 9.07363e-30, -120.9405, -1.04486e-30, -111.3706, -9.62178e-31 ,.011887 
280616, -8.833700, -1.817410, 1.856, 165.12918, 24.46962, 423.9717, 3.66287e-30, 260.4631, 2.25025e-30, 93.2158, 8.0533e-31 ,.015691 
2806955, -8.700540, -1.188200, 5.038, 186.9363, 27.7011, -148.0464, -1.27903e-30, -68.9673, -5.95838e-31, -196.5099, -1.69773e-30 ,0 
2809315, -9.628190, -1.275220, 3.215, 155.59227, 23.0564, 439.0353, 3.79301e-30, -26.0496, -2.25053e-31, 59.9022, 5.1752e-31 ,0 
2809319, -9.374420, -1.608610, 5.52, 170.51668, 25.26796, -289.672, -2.5026e-30, 54.9417, 4.74664e-31, -164.0227, -1.41706e-30 ,0 
2817230, -8.671420, -1.141440, 1.442, 209.59759, 31.05916, -38.5516, -3.33064e-31, -369.867, -3.19544e-30, -76.3672, -6.59768e-31 ,.001537 
282027, -8.401160, -0.669640, 1.904, 108.53728, 16.08356, 528.0298, 4.56187e-30, -33.0557, -2.85582e-31, -18.5088, -1.59906e-31 ,.060935 
2825430, -8.762400, -0.760850, 4.167, 179.13752, 26.54544, 116.0082, 1.00224e-30, 136.2343, 1.17698e-30, -58.0752, -5.01736e-31 ,0 
2825993, -9.146980, -0.911700, 5.174, 192.91344, 28.58682, -536.7962, -4.63761e-30, -316.1862, -2.73166e-30, -11.6316, -1.00491e-31 ,0 
2829622, -8.913100, -0.745120, 5.838, 177.24746, 26.26536, 649.1903, 5.60863e-30, -153.4336, -1.32558e-30, -62.544, -5.40344e-31 ,0 
2830775, -9.443830, -2.794090, 9.07, 141.48516, 20.96594, 304.9329, 2.63444e-30, -790.6077, -6.83039e-30, 34.5642, 2.98615e-31 ,0 
283477, -8.702340, -1.035020, 2.255, 174.15671, 25.80736, 267.4862, 2.31092e-30, 508.9161, 4.39674e-30, 47.1971, 4.07756e-31 ,0 
