PubChem ID, E(HOMO/PM6) [eV], E(LUMO/PM6) [eV], DipoleMoment [D], IsotropicAverageAlpha [A.U.], IsotropicAverageAlpha [Ang^3], AverageBetaX [A.U.], AverageBetaX [ESU],  AverageBetaY [A.U.], AverageBetaY [ESU], AverageBetaZ [A.U.], AverageBetaZ [ESU], DiradicalCharacter(PUHF)
4155303, -8.282080, -1.255820, 7.099, 202.62614, 30.0261, -177.2957, -1.53173e-30, -271.1235, -2.34235e-30, 26.8668, 2.32113e-31 ,0 
4158025, -10.197470, -1.628270, 6.544, 135.00792, 20.00611, 18.7503, 1.61991e-31, 282.9101, 2.44418e-30, 46.6869, 4.03347e-31 ,0 
415884, -7.647770, -0.484850, 1.287, 203.30876, 30.12725, -1515.0285, -1.3089e-29, -393.6774, -3.40114e-30, 84.6625, 7.31435e-31 ,.012051 
4162316, -8.873620, -0.570920, 4.421, 138.31382, 20.49599, 358.0803, 3.09361e-30, 307.115, 2.65329e-30, 30.2785, 2.61589e-31 ,0 
416284, -7.519040, -0.146570, 2.626, 185.45691, 27.48188, 128.6647, 1.11159e-30, 230.6494, 1.99268e-30, -119.4536, -1.03201e-30 ,.108150 
416330, -6.967590, 0.291340, 1.857, 179.79903, 26.64347, -96.0089, -8.29461e-31, -224.765, -1.94184e-30, -36.9609, -3.1932e-31 ,.097365 
416337, -7.640750, -0.045220, 3.168, 190.29671, 28.19906, -412.411, -3.56299e-30, 159.653, 1.37931e-30, -4.2454, -3.66778e-32 ,.117549 
4166963, -7.743030, -0.626620, 0.07, 215.3761, 31.91545, 664.1095, 5.73752e-30, 563.6832, 4.86989e-30, 4.7667, 4.11813e-32 ,.052454 
417622, -7.805210, -0.107340, 1.273, 186.07545, 27.57354, 473.6295, 4.09188e-30, -30.7117, -2.65331e-31, -231.1216, -1.99676e-30 ,.000192 
417785, -8.646060, -0.704530, 4.478, 140.17368, 20.7716, 639.6464, 5.52617e-30, -56.9765, -4.92244e-31, 31.757, 2.74362e-31 ,0 
41780, -9.633710, -2.012100, 4.019, 131.38964, 19.46994, -189.8906, -1.64054e-30, -175.9322, -1.51995e-30, 20.7526, 1.7929e-31 ,0 
4179057, -8.567650, -0.433570, 3.21, 183.19282, 27.14637, -239.0442, -2.0652e-30, -111.5105, -9.63386e-31, -77.7567, -6.71773e-31 ,.030591 
418491, -7.557560, -0.517440, 1.161, 230.13614, 34.10266, 855.5858, 7.39176e-30, -447.8974, -3.86957e-30, -185.1042, -1.59919e-30 ,0 
418707, -7.515780, -0.114000, 2.104, 193.19956, 28.62922, 125.8054, 1.08689e-30, -105.9746, -9.15559e-31, -55.8144, -4.82204e-31 ,.086658 
418721, -9.111090, -1.629350, 7.322, 171.06984, 25.34993, 390.7407, 3.37577e-30, 33.2352, 2.87132e-31, -26.3346, -2.27516e-31 ,.118235 
418797, -7.343600, -0.360370, 5.417, 217.29961, 32.20048, 478.7166, 4.13583e-30, 311.14, 2.68807e-30, 16.471, 1.423e-31 ,.175888 
418798, -7.238430, -0.223830, 3.237, 185.6803, 27.51498, 250.2905, 2.16236e-30, -360.2555, -3.1124e-30, -76.95, -6.64803e-31 ,.167504 
4195514, -9.268550, -1.256680, 4.849, 165.62155, 24.54258, 173.1656, 1.49605e-30, -134.5945, -1.16282e-30, -7.5895, -6.55688e-32 ,0 
4196506, -10.015740, -1.415760, 4.629, 145.82672, 21.60929, -118.3379, -1.02237e-30, -21.1552, -1.82769e-31, 11.0475, 9.54442e-32 ,0 
419668, -7.899520, -0.164100, 1.389, 144.00867, 21.33988, -102.256, -8.83432e-31, -45.4946, -3.93047e-31, -54.4676, -4.70569e-31 ,.131554 
420590, -8.877700, -1.299590, 5.667, 205.38655, 30.43515, 352.3901, 3.04445e-30, 213.1106, 1.84115e-30, -131.9231, -1.13974e-30 ,0 
420996, -8.154440, -0.243720, 1.881, 173.8104, 25.75604, 389.4664, 3.36476e-30, -67.1462, -5.80104e-31, -267.5807, -2.31174e-30 ,.000002 
420997, -7.717840, -0.294620, 2.403, 181.21888, 26.85387, -11.114, -9.60183e-32, -147.324, -1.27279e-30, 181.8958, 1.57147e-30 ,.099848 
422517, -8.104200, -0.757800, 5.415, 169.52668, 25.12126, 265.7479, 2.29591e-30, -51.0946, -4.41427e-31, -28.0225, -2.42098e-31 ,.095366 
4229490, -9.123450, -0.804950, 5.353, 168.44654, 24.9612, -1962.1068, -1.69515e-29, 850.5255, 7.34805e-30, 1189.3755, 1.02755e-29 ,.000229 
4229945, -9.123370, -1.414040, 6.5, 169.39688, 25.10203, -215.9308, -1.86552e-30, -168.0085, -1.4515e-30, 42.1834, 3.6444e-31 ,.029280 
423106, -8.202980, -0.846330, 6.116, 147.66861, 21.88223, -139.359, -1.20398e-30, 236.8696, 2.04642e-30, -59.3669, -5.12896e-31 ,.117879 
42394, -8.634840, -1.322280, 4.761, 154.05625, 22.82878, -45.619, -3.94122e-31, -228.5901, -1.97489e-30, -16.3377, -1.41148e-31 ,0 
4243141, -8.982610, -1.566610, 5.129, 172.05394, 25.49576, -155.6481, -1.34471e-30, -209.3909, -1.80902e-30, -21.3467, -1.84423e-31 ,0 
42435, -8.394610, -1.068920, 4.183, 165.71207, 24.556, 675.8486, 5.83894e-30, 223.1214, 1.92764e-30, 8.1042, 7.0016e-32 ,0 
4254469, -8.440160, -1.174490, 6.938, 215.59326, 31.94762, 1609.7841, 1.39076e-29, -412.5958, -3.56459e-30, -377.3616, -3.26019e-30 ,.026508 
42612, -9.097570, -1.544360, 3.118, 175.05292, 25.94017, -427.7201, -3.69525e-30, -35.6873, -3.08317e-31, -62.2396, -5.37714e-31 ,.002885 
426311, -9.399180, -1.312960, 5.923, 184.92668, 27.40331, 497.6403, 4.29932e-30, -139.1582, -1.20225e-30, -3.9255, -3.3914e-32 ,0 
426483, -8.202330, -1.436490, 1.168, 139.90885, 20.73235, -399.9991, -3.45576e-30, 38.5924, 3.33416e-31, 53.1884, 4.59516e-31 ,.105389 
426507, -7.423220, 0.073210, 2.531, 180.76613, 26.78678, -200.8118, -1.7349e-30, 281.7769, 2.43439e-30, -66.4891, -5.74427e-31 ,.133718 
4266009, -8.734420, -1.437790, 5.902, 139.85332, 20.72412, 251.8783, 2.17608e-30, 116.9087, 1.01002e-30, 35.1053, 3.03289e-31 ,.098287 
426613, -9.084880, -1.520730, 7.299, 183.84607, 27.24318, 539.2727, 4.659e-30, 15.3946, 1.33e-31, -39.0634, -3.37485e-31 ,0 
426973, -8.015600, 0.110740, 0.813, 97.18657, 14.40156, -73.1807, -6.32239e-31, 109.7295, 9.47999e-31, -26.0183, -2.24783e-31 ,.025341 
4272497, -9.513090, -1.344260, 4.027, 141.10322, 20.90934, -659.6428, -5.69893e-30, 85.2953, 7.36902e-31, 18.6079, 1.60761e-31 ,0 
427403, -8.767890, -1.448190, 7.105, 206.26967, 30.56601, -1378.7145, -1.19113e-29, 151.0559, 1.30503e-30, 32.3467, 2.79457e-31 ,0 
428492, -8.919780, -0.860130, 3.609, 170.98759, 25.33775, 86.3059, 7.45633e-31, -227.2727, -1.9635e-30, -41.6346, -3.59699e-31 ,.075232 
428637, -8.092070, -0.621870, 2.308, 176.69581, 26.18362, 261.4502, 2.25878e-30, 8.4926, 7.3371e-32, -82.0808, -7.0913e-31 ,0 
4289398, -8.926550, -1.503520, 4.015, 187.12487, 27.72904, -3152.6063, -2.72367e-29, -1374.8109, -1.18776e-29, 288.0444, 2.48854e-30 ,0 
429807, -7.892500, -0.188020, 2.53, 188.80738, 27.97837, -269.6477, -2.3296e-30, -46.7762, -4.04119e-31, -80.3254, -6.93965e-31 ,.284942 
430345, -8.311780, -1.203430, 4.384, 208.9248, 30.95946, -544.6377, -4.70535e-30, -323.857, -2.79794e-30, 41.1086, 3.55154e-31 ,.129770 
430403, -8.344270, -1.196280, 4.152, 208.39961, 30.88164, -433.6755, -3.7467e-30, -35.6861, -3.08307e-31, 44.4169, 3.83736e-31 ,.129658 
4310106, -10.429330, -1.776570, 3.424, 152.54693, 22.60512, -469.6986, -4.05792e-30, 105.577, 9.12124e-31, 59.7956, 5.16599e-31 ,.000030 
431570, -7.571670, -0.777320, 2.74, 216.84565, 32.13321, -1164.7554, -1.00628e-29, -811.9537, -7.01481e-30, -89.9354, -7.76989e-31 ,.077071 
431763, -7.739690, -0.475230, 1.362, 188.24592, 27.89517, -582.3854, -5.03147e-30, -320.4, -2.76807e-30, 129.5243, 1.11901e-30 ,.070704 
4321488, -8.273720, -0.807610, 3.842, 205.27325, 30.41836, -18413.1641, -1.59079e-28, 4422.2335, 3.82055e-29, -3045.4943, -2.63113e-29 ,.011570 
4325724, -9.131580, -1.619730, 3.192, 144.11995, 21.35637, 1081.0762, 9.33987e-30, 182.7649, 1.57898e-30, -45.7011, -3.94831e-31 ,0 
4328711, -10.245240, -0.865450, 4.189, 135.43477, 20.06936, 208.5518, 1.80177e-30, -185.6295, -1.60373e-30, -5.0866, -4.3945e-32 ,0 
432904, -8.763630, 0.134480, 3.848, 187.69943, 27.81419, -32.0738, -2.77099e-31, -20.9979, -1.81409e-31, 84.0834, 7.26432e-31 ,0 
4337863, -9.103940, -1.295460, 7.854, 173.42845, 25.69944, -333.3753, -2.88017e-30, 254.716, 2.2006e-30, 103.144, 8.91104e-31 ,0 
4338370, -8.454370, -1.153410, 5.821, 112.13331, 16.61644, -365.7533, -3.1599e-30, 26.2987, 2.27206e-31, -66.2654, -5.72494e-31 ,0 
433984, -7.538090, -0.425150, 3.209, 196.51694, 29.12081, -207.8864, -1.79602e-30, 405.7716, 3.50563e-30, -95.7146, -8.26918e-31 ,.205210 
434202, -8.314560, -0.561360, 1.588, 160.66013, 23.80737, 516.8304, 4.46511e-30, -101.1003, -8.73448e-31, -215.5149, -1.86192e-30 ,0 
435038, -8.562160, -1.531760, 2.866, 219.27998, 32.49394, 0.5415, 4.67792e-33, 1452.5944, 1.25496e-29, -163.3874, -1.41157e-30 ,.145406 
43512, -8.080930, -0.919790, 1.026, 226.22175, 33.5226, -239.7489, -2.07129e-30, 108.6955, 9.39066e-31, 8.1953, 7.08024e-32 ,.155301 
43513, -8.122210, -0.919960, 0.928, 223.86521, 33.1734, -238.1087, -2.05712e-30, -12.2516, -1.05847e-31, -4.5114, -3.8976e-32 ,.154623 
435353, -7.393710, -0.326140, 1.924, 183.22336, 27.1509, -153.2112, -1.32366e-30, 488.8194, 4.22312e-30, 212.6581, 1.83724e-30 ,.006325 
435407, -6.571560, -0.350130, 1.023, 217.04604, 32.1629, -93.735, -8.09816e-31, -99.7177, -8.61503e-31, -2.1408, -1.84951e-32 ,.304387 
435557, -8.568630, -1.163030, 4.675, 184.72949, 27.37409, 361.1318, 3.11997e-30, 131.8235, 1.13888e-30, 3.3975, 2.93528e-32 ,0 
4356513, -9.508520, -1.300050, 5.161, 139.76934, 20.71168, -577.3329, -4.98782e-30, -102.4456, -8.8507e-31, -97.1796, -8.39575e-31 ,.007480 
436250, -7.937240, -0.906280, 4.743, 190.16614, 28.17971, 286.6272, 2.47629e-30, -562.4738, -4.85945e-30, -58.4711, -5.05156e-31 ,.126384 
4363838, -9.311760, -1.780720, 4.914, 171.041, 25.34566, 81.4373, 7.03571e-31, 23.5119, 2.03129e-31, -5.829, -5.03596e-32 ,.108297 
4366368, -8.385440, -0.987450, 2.385, 195.04068, 28.90205, 203.0676, 1.75439e-30, 276.012, 2.38458e-30, 49.7647, 4.29938e-31 ,.000442 
4369218, -7.883580, -1.488990, 2.834, 225.66485, 33.44008, -1182.6439, -1.02174e-29, -190.8517, -1.64885e-30, 93.6437, 8.09027e-31 ,.201943 
438390, -10.107910, -1.883680, 5.117, 114.91489, 17.02863, 577.7361, 4.9913e-30, 31.5555, 2.72621e-31, 44.4957, 3.84417e-31 ,.028153 
43841769, -9.213280, -1.499420, 2.227, 154.34872, 22.87212, 52.1596, 4.50629e-31, 3.8306, 3.3094e-32, -8.9718, -7.75115e-32 ,0 
438763, -6.583360, -0.377970, 3.46, 216.98164, 32.15336, 29.9408, 2.58671e-31, -649.3638, -5.61013e-30, 1.28, 1.10587e-32 ,.293876 
4388418, -8.517870, -1.509770, 8.208, 195.59748, 28.98456, 1861.1488, 1.60792e-29, -20.655, -1.78447e-31, 193.0278, 1.66765e-30 ,0 
439016, -8.746230, -1.436470, 4.007, 181.68047, 26.92227, -160.5003, -1.38663e-30, 117.1655, 1.01224e-30, 37.696, 3.25671e-31 ,.205838 
4406998, -9.329320, -1.830830, 3.117, 145.76682, 21.60041, -246.9122, -2.13318e-30, -130.705, -1.12922e-30, 15.2076, 1.31385e-31 ,0 
440728, -9.230460, -1.986550, 8.05, 115.15875, 17.06477, 104.8706, 9.06021e-31, 327.5856, 2.83015e-30, 9.1067, 7.8677e-32 ,.138872 
4412540, -8.858390, -0.686960, 4.38, 187.83011, 27.83355, 301.9198, 2.60841e-30, 351.8341, 3.03964e-30, 4.2876, 3.70426e-32 ,0 
44129605, -8.412970, -1.230950, 0.122, 164.04978, 24.30967, 648.1891, 5.59998e-30, 276.3285, 2.38732e-30, -23.4916, -2.02953e-31 ,.066741 
441320, -9.477430, -1.710370, 1.774, 166.37371, 24.65404, 32.3401, 2.79399e-31, -52.7991, -4.56154e-31, -21.477, -1.85549e-31 ,.101054 
441380, -8.906740, -1.290720, 6.396, 197.29152, 29.23559, 1837.7065, 1.58767e-29, -234.9628, -2.02994e-30, -407.6586, -3.52193e-30 ,0 
44181968, -9.551840, -2.067110, 6.523, 136.05841, 20.16178, -79.7467, -6.88965e-31, 44.8723, 3.87671e-31, 32.8266, 2.83603e-31 ,.226562 
4418719, -8.978000, -1.118540, 4.868, 175.04768, 25.93939, -515.3168, -4.45204e-30, -355.9267, -3.075e-30, 191.7445, 1.65656e-30 ,.008864 
4418723, -8.929630, -1.413690, 3.58, 178.13531, 26.39693, 1488.2439, 1.28576e-29, 1600.5677, 1.3828e-29, -18.127, -1.56607e-31 ,0 
4421616, -7.587530, -0.635610, 1.757, 188.6569, 27.95607, 39.4913, 3.41182e-31, -0.6787, -5.86331e-33, 0.414, 3.57684e-33 ,.430617 
4426189, -9.326060, -1.565350, 5.428, 138.56082, 20.53259, -409.5835, -3.53856e-30, -34.1887, -2.95371e-31, 72.138, 6.2323e-31 ,.002979 
44271413, -8.904200, -0.993320, 2.05, 145.50431, 21.56151, 1104.6877, 9.54386e-30, 304.3576, 2.62947e-30, -112.8364, -9.7484e-31 ,.024828 
4438239, -10.021150, -1.817640, 3.395, 171.58756, 25.42665, -903.1995, -7.80312e-30, -221.503, -1.91366e-30, -0.5945, -5.13594e-33 ,0 
4440268, -9.581020, -1.661390, 2.471, 161.64032, 23.95262, -185.4948, -1.60257e-30, 62.7242, 5.419e-31, -1.1474, -9.91329e-33 ,0 
444084, -8.315790, -0.548680, 0.568, 109.55497, 16.23437, -50.556, -4.36774e-31, 0.0146, 1.26408e-34, -0.0424, -3.66175e-34 ,.184776 
444211, -7.714310, -1.044440, 5.146, 187.99609, 27.85815, -42.7222, -3.69095e-31, 325.9154, 2.81572e-30, -20.2403, -1.74865e-31 ,.370525 
4447043, -8.366580, -1.104330, 4.121, 213.26082, 31.60199, -1731.3976, -1.49583e-29, 80.114, 6.92138e-31, -299.2176, -2.58507e-30 ,.051383 
44566014, -9.685110, -0.057990, 4.753, 164.09858, 24.3169, 79.5113, 6.86931e-31, 47.8189, 4.13128e-31, -28.6103, -2.47176e-31 ,0 
44608004, -8.337430, -2.115930, 4.204, 198.90968, 29.47537, -389.906, -3.36856e-30, 153.4247, 1.3255e-30, -54.8092, -4.7352e-31 ,0 
447769, -8.698420, -0.994720, 3.568, 171.49446, 25.41286, 505.2794, 4.36532e-30, -87.1697, -7.53095e-31, -84.898, -7.3347e-31 ,0 
4479560, -9.484890, -2.369060, 3.176, 155.7458, 23.07915, 742.4445, 6.41429e-30, 2.1078, 1.82098e-32, -1.1001, -9.50386e-33 ,0 
4479561, -9.203420, -2.065830, 5.48, 162.72103, 24.11277, 827.4708, 7.14887e-30, -33.067, -2.85679e-31, 1.1637, 1.00539e-32 ,0 
4490492, -8.919400, -1.274850, 3.273, 199.21908, 29.52122, 1226.7097, 1.05981e-29, 28.0946, 2.42721e-31, -237.3938, -2.05094e-30 ,.061628 
449125, -9.159870, -0.844670, 3.208, 141.80258, 21.01297, -127.1848, -1.0988e-30, 68.5077, 5.91867e-31, -61.3551, -5.30072e-31 ,.008490 
45076955, -8.932130, -2.023850, 2.613, 155.83105, 23.09178, -834.3027, -7.20789e-30, 87.7797, 7.58365e-31, 0.0083, 7.15806e-35 ,0 
45077401, -8.562080, -1.682880, 1.178, 161.25097, 23.89493, -823.1056, -7.11115e-30, 0.767, 6.6261e-33, 0.023, 1.98382e-34 ,0 
45077423, -9.037710, -2.057370, 2.207, 151.47753, 22.44665, -786.365, -6.79374e-30, 131.2959, 1.13432e-30, -0.0438, -3.78027e-34 ,.120391 
45077555, -8.246590, -1.703890, 1.788, 182.1355, 26.9897, 371.3739, 3.20845e-30, -178.8023, -1.54475e-30, -0.6428, -5.55302e-33 ,.286825 
45077559, -9.230290, -2.358050, 3.656, 144.2651, 21.37788, -1234.6926, -1.0667e-29, -7.899, -6.82427e-32, -2.1585, -1.86479e-32 ,.108180 
45079689, -8.610020, -1.261140, 4.326, 112.62109, 16.68872, -60.0938, -5.19176e-31, -11.5222, -9.95455e-32, 122.8824, 1.06163e-30 ,.458232 
45079761, -8.644870, -1.375020, 3.568, 123.64391, 18.32214, -215.0769, -1.85814e-30, -108.2635, -9.35333e-31, -3.3066, -2.85667e-32 ,.159043 
45080271, -9.313440, -2.365530, 3.904, 115.10407, 17.05666, 134.8234, 1.1648e-30, -87.5909, -7.56735e-31, 15.0127, 1.29701e-31 ,.817890 
45093311, -8.697760, -1.503790, 5.199, 182.86558, 27.09788, -926.7368, -8.00647e-30, 213.5603, 1.84504e-30, -119.7036, -1.03417e-30 ,.060337 
45099154, -8.164380, -1.315310, 2.241, 149.01074, 22.08111, -208.6398, -1.80253e-30, 555.011, 4.79497e-30, 56.2807, 4.86233e-31 ,.175897 
45099157, -8.159620, -1.423800, 3.152, 150.0593, 22.23649, -61.9389, -5.35116e-31, 640.2466, 5.53136e-30, 117.4571, 1.01476e-30 ,.177130 
45099179, -8.564900, -1.670940, 4.973, 142.40876, 21.1028, -213.2737, -1.84256e-30, 528.8527, 4.56898e-30, 104.21, 9.00314e-31 ,.150238 
45120288, -8.977210, -2.080770, 2.584, 135.26903, 20.0448, -248.2317, -2.14458e-30, 388.7962, 3.35897e-30, 0.1825, 1.57652e-33 ,.200370 
45120293, -8.738570, -1.684830, 0.52, 140.0362, 20.75122, -285.3456, -2.46522e-30, 267.2603, 2.30897e-30, 0.3214, 2.77651e-33 ,.178115 
45120839, -8.354060, -2.499290, 4.757, 145.06464, 21.49636, -1310.9032, -1.13254e-29, 108.4727, 9.37141e-31, 1.0543, 9.10893e-33 ,.169935 
45121132, -8.632060, -1.739670, 2.751, 141.48259, 20.96556, 375.6981, 3.24581e-30, 308.6228, 2.66632e-30, -71.5147, -6.17846e-31 ,.221084 
45121139, -8.852510, -2.118450, 2.23, 136.82875, 20.27593, -314.7393, -2.71916e-30, -437.3025, -3.77804e-30, -74.903, -6.47118e-31 ,.246651 
45121589, -8.817720, -1.620880, 0.296, 159.60719, 23.65134, 29.8981, 2.58302e-31, -8.0001, -6.91164e-32, 0.7247, 6.26111e-33 ,.204333 
45121707, -9.496120, -0.755890, 0.722, 139.29163, 20.64089, 40.3376, 3.48494e-31, 0.014, 1.21189e-34, 0.5954, 5.14354e-33 ,0 
45122561, -8.523630, -1.748730, 5.736, 144.95231, 21.47972, 91.593, 7.9131e-31, 603.5996, 5.21475e-30, 0.0239, 2.06398e-34 ,.195092 
4524274, -8.697550, -1.560340, 2.237, 176.20451, 26.11081, -621.8648, -5.37255e-30, 82.201, 7.10169e-31, 99.2912, 8.57818e-31 ,.007864 
453241, -8.758330, -0.944080, 3.247, 170.80907, 25.31129, -74.7201, -6.45538e-31, 191.1581, 1.65149e-30, 387.3959, 3.34688e-30 ,0 
4543920, -7.389350, -1.183890,  ,0 
4555749, -9.584720, -1.786550, 4.725, 165.77591, 24.56546, -413.6525, -3.57372e-30, 156.4917, 1.352e-30, -68.4894, -5.91709e-31 ,0 
4558530, -9.297530, -1.091090, 3.452, 139.63028, 20.69107, -362.2375, -3.12952e-30, -51.4993, -4.44924e-31, 62.4931, 5.39904e-31 ,0 
4563031, -8.605230, -1.138620, 8.822, 140.36888, 20.80052, -51.6929, -4.46596e-31, -40.8846, -3.53219e-31, 11.9669, 1.03387e-31 ,0 
4568041, -8.316270, -1.757850, 7.651, 204.52083, 30.30686, 1526.4105, 1.31873e-29, -210.5572, -1.81909e-30, -55.9881, -4.83704e-31 ,0 
456817, -8.105940, -0.859730, 3.067, 222.28666, 32.93948, -901.4507, -7.78801e-30, -434.4413, -3.75332e-30, 463.0773, 4.00072e-30 ,.081664 
4568516, -8.125460, -0.990650, 4.003, 180.22214, 26.70617, 670.8082, 5.79539e-30, -252.5105, -2.18154e-30, 58.2396, 5.03156e-31 ,.174888 
4588582, -8.264480, -1.216230, 3.147, 195.53498, 28.97529, -1627.409, -1.40599e-29, 251.4693, 2.17255e-30, 144.4477, 1.24794e-30 ,.044042 
459017, -9.062040, -1.562170, 10.069, 182.10613, 26.98534, -1050.396, -9.07481e-30, 235.8132, 2.03729e-30, -209.7386, -1.81202e-30 ,0 
459279, -9.022000, -1.996380, 3.4, 171.50834, 25.41491, -698.1706, -6.03179e-30, -252.1238, -2.1782e-30, -42.5197, -3.67345e-31 ,.000419 
4606356, -9.064040, -1.070340, 4.674, 166.28463, 24.64084, -826.4298, -7.13987e-30, 283.7746, 2.45165e-30, -3.5788, -3.09189e-32 ,.010555 
460764, -8.971020, -1.894870, 4.242, 200.78445, 29.75319, -856.5621, -7.4002e-30, -0.4339, -3.74865e-33, 0.4209, 3.63605e-33 ,.114657 
4611299, -7.784390, -0.842070, 8.081, 197.16477, 29.2168, 533.5557, 4.60961e-30, -290.7167, -2.51162e-30, 55.3438, 4.78139e-31 ,.132038 
4612493, -9.673450, -1.792210, 2.261, 144.84076, 21.46319, 190.0223, 1.64168e-30, -290.1113, -2.50639e-30, -123.255, -1.06485e-30 ,0 
4615380, -7.798700, -0.833760, 2.665, 196.27725, 29.08529, 0.5462, 4.7186e-33, -0.6148, -5.31192e-33, -102.2616, -8.83481e-31 ,.135579 
4626967, -10.296350, -2.202790, 3.154, 153.91708, 22.80816, -312.3473, -2.6985e-30, 88.3721, 7.63483e-31, 48.9399, 4.22812e-31 ,0 
4632990, -9.376970, -1.080110, 6.292, 194.02364, 28.75134, -327.1361, -2.82627e-30, -110.2365, -9.5238e-31, 6.852, 5.91971e-32 ,0 
4643060, -9.523210, -2.042790, 1.845, 132.8729, 19.68973, -202.5725, -1.75011e-30, -145.9329, -1.26078e-30, -1.4862, -1.28396e-32 ,0 
46662, -7.868010, -0.954510, 3.01, 228.70512, 33.8906, -340.994, -2.94599e-30, 190.3611, 1.64461e-30, -212.1657, -1.83299e-30 ,0 
4666359, -9.176910, -0.996900, 9.988, 176.14153, 26.10148, -950.5576, -8.21226e-30, -412.066, -3.56001e-30, 114.0838, 9.85618e-31 ,.003946 
4672599, -8.473830, -0.610650, 2.949, 140.38653, 20.80314, -585.3157, -5.05679e-30, 311.2153, 2.68872e-30, 48.074, 4.15331e-31 ,0 
46739853, -8.810260, -1.963850, 7.813, 135.26879, 20.04477, -988.6402, -8.54128e-30, -195.6195, -1.69004e-30, 71.9431, 6.21546e-31 ,.213483 
467763, -8.764250, -0.709290, 3.159, 174.85489, 25.91082, 545.8024, 4.71542e-30, 157.804, 1.36334e-30, -42.8214, -3.69952e-31 ,0 
46832103, -10.142240, -0.898660, 3.169, 167.7996, 24.86533, -35.3434, -3.05346e-31, -113.7406, -9.82652e-31, -5.8415, -5.04669e-32 ,0 
4685009, -8.700060, -2.028550, 5.088, 177.58688, 26.31566, 5865.3791, 5.06735e-29, -3507.7865, -3.03052e-29, 1517.4595, 1.311e-29 ,0 
46856274, -9.287210, -0.071090, 2.522, 117.45425, 17.40492, 62.1354, 5.36814e-31, -34.1307, -2.94869e-31, 9.2787, 8.01626e-32 ,0 
4688717, -9.539310, -1.789280, 1.403, 168.75083, 25.00629, -237.5586, -2.05237e-30, -260.655, -2.25191e-30, 7.278, 6.28781e-32 ,0 
4702401, -8.231560, -0.722830, 7.293, 187.83639, 27.83448, -632.4012, -5.46358e-30, -619.1124, -5.34877e-30, 107.0349, 9.24719e-31 ,0 
470920, -9.329480, -1.594460, 3.024, 153.00391, 22.67284, -78.6108, -6.79152e-31, 154.8727, 1.33801e-30, 7.3564, 6.35548e-32 ,0 
4712717, -9.060690, -1.720640, 4.128, 152.31413, 22.57062, -1270.2, -1.09738e-29, 63.24, 5.46357e-31, 20.7624, 1.79375e-31 ,0 
4713222, -8.759750, -1.047580, 3.101, 152.50831, 22.5994, 1738.1362, 1.50165e-29, 374.8144, 3.23818e-30, -178.737, -1.54418e-30 ,0 
4736722, -8.730620, -1.344610, 7.146, 182.67233, 27.06925, 949.7993, 8.20571e-30, 296.8414, 2.56454e-30, 10.1491, 8.76823e-32 ,.034391 
4736915, -9.287260, -1.542650, 3.659, 140.44865, 20.81234, -30.7011, -2.6524e-31, 411.2721, 3.55315e-30, 57.7987, 4.99347e-31 ,0 
4739563, -8.760540, -1.153360, 7.014, 173.67794, 25.73642, 97.6775, 8.43877e-31, 1.8286, 1.57978e-32, -2.03, -1.75382e-32 ,0 
47819, -8.691830, -0.726780, 4.93, 126.08223, 18.68346, -93.8135, -8.10494e-31, 210.4557, 1.81821e-30, 30.1024, 2.60067e-31 ,0 
4788718, -8.971110, -0.721980, 4.645, 178.74367, 26.48708, -407.2014, -3.51798e-30, 239.006, 2.06487e-30, 107.4296, 9.28129e-31 ,0 
4815868, -8.983480, -1.488010, 6.22, 210.17993, 31.14545, -2376.1013, -2.05281e-29, 302.5092, 2.6135e-30, -24.3467, -2.10341e-31 ,0 
4894659, -8.487910, -1.189190, 5.395, 165.94616, 24.59068, -815.2155, -7.04299e-30, 536.1521, 4.63204e-30, 118.4077, 1.02297e-30 ,.049677 
490449, -10.030800, -0.913250, 4.968, 141.98967, 21.0407, -147.4197, -1.27362e-30, -156.8048, -1.3547e-30, 37.0167, 3.19802e-31 ,0 
4912815, -9.055260, -1.382530, 5.486, 173.10117, 25.65095, -137.1991, -1.18532e-30, -20.9183, -1.80722e-31, -38.8653, -3.35774e-31 ,0 
4913259, -9.796000, -1.883970, 2.538, 123.23286, 18.26123, 619.5197, 5.35229e-30, 60.9272, 5.26376e-31, -64.545, -5.57631e-31 ,.040669 
4917500, -8.448800, -1.121800, 8.537, 194.02166, 28.75104, -204.5526, -1.76722e-30, -128.359, -1.10895e-30, -51.9304, -4.48648e-31 ,0 
4961379, -7.438720, -0.332990, 2.485, 123.77899, 18.34215, -292.4131, -2.52628e-30, -143.7818, -1.24219e-30, 49.7177, 4.29532e-31 ,.217622 
4962374, -8.742890, -0.463370, 5.304, 142.07959, 21.05402, -531.397, -4.59096e-30, 13.5758, 1.17287e-31, -3.6891, -3.18713e-32 ,0 
4983480, -8.393470, -1.038340, 9.283, 156.44728, 23.1831, 22.0169, 1.90213e-31, -100.3713, -8.6715e-31, -15.065, -1.30153e-31 ,0 
4983791, -8.339100, -1.242530, 3.601, 185.53875, 27.49401, 480.5933, 4.15205e-30, -44.916, -3.88048e-31, -46.5831, -4.02451e-31 ,0 
4989979, -8.871820, -1.589180, 4.148, 167.43015, 24.81059, -154.6605, -1.33618e-30, -17.9008, -1.54652e-31, -68.7781, -5.94202e-31 ,0 
