,Unnamed: 0,PubChem ID, E(HOMO/PM6) [eV], E(LUMO/PM6) [eV], DipoleMoment [D], IsotropicAverageAlpha [A.U.], AverageBeta [A.U.], AverageGamma [A.U.],NsssCH,NdssC,NaasC,NsssN,NaasN,NsOH,NaaS,nBM,nDB,nC,nN,nO,nCsp3,nCsp2,nCsp,max_conj_path,nCs,nCrt,nCbH,nCb-,nCconj,nR=Cs,nR=Ct,nRCOOR,nRCO,nArCO,nN=C-N<,nRC=N,nRNH2,nArNH2,nRNHR,nArNHR,nRNR2,nArNR2,nArNO2,nROH,nArOH,nArOR,nPyrroles,nFuranes,nPyridines,nPyrazines,nR05,nR06,nBnz, S1(CAS2-1+CIS) [eV], S2(CAS2-1+CIS) [eV], INDOS-OscStr(CAS2-1+CIS), CI-Coef**2(CAS2-1+CIS), T1(CAS2-1+CIS) [eV], T2(CAS2-1+CIS) [eV], DiradicalCharacter(PUHF)
66,138,18970466,-9.18103,-2.0869,9.698,142.37415,932.6905,25309.15657,0,3,2,0,0,1,0,9,3,10,1,4,1,9,0,8,0,0,4,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2.6096423,2.8213913,5.7e-05,0.014292460729166,1.1606385,2.3909012,0.156938
67,139,18977637,-7.55649,-0.88051,1.029,237.63291,95.6255,42860.18714,0,2,4,0,0,1,0,10,4,10,2,5,2,8,0,8,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2.8966364,3.0937128,0.259748,0.06271363224361,0.579996300000403,1.9046357000004,0.405161
68,140,18977681,-7.45732,-0.88524,0.005,209.71308,1.6961,12777.75392,0,0,3,0,0,0,0,14,3,11,3,3,0,11,0,7,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,2.7342424,2.937868,0.434186,0.056191683189623,0.559404000000086,1.89516150000009,0.411871
69,141,189829,-8.86571,-1.03081,7.009,255.97099,195.3955,153619.27356,0,1,0,0,0,0,0,2,2,8,0,2,1,7,0,4,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3531619,3.7628432,0.002617,0.009496438183109,1.81159230000003,2.54631050000003,0.091541
70,145,19104607,-9.20306,-2.20951,5.685,187.32458,1051.79,68020.21633,0,2,2,1,0,0,0,8,2,12,2,2,2,10,0,6,0,0,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2.4544836,2.7722159,0.165792,0.01782986565339,1.11660959999972,2.59002069999972,0.284657
71,146,193287,-8.01317,-1.12024,1.75,176.66764,293.8112,40361.57737,0,0,3,0,0,0,0,11,0,8,5,0,1,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2.6641821,3.8252668,0.058547,0.01749622589289,1.25313729999971,2.49496129999971,0.251364
72,147,19352903,-7.29198,-1.20136,1.372,218.26653,1193.2663,44920.05745,0,4,2,0,0,0,0,9,3,10,2,3,1,9,0,12,0,0,0,0,4,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1.9641745,3.1885915,0.075696,0.00344459826649,0.677254199999879,1.76624409999988,0.357805
73,148,19356142,-7.47653,-1.16641,4.647,222.83713,1453.2947,47173.84228,0,4,2,0,0,0,0,9,3,10,2,3,1,9,0,12,0,0,0,0,4,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2.4761088,3.333716,0.136393,0.013808828070341,1.17695279999998,2.16386279999998,0.134877
74,149,19356865,-9.48956,-2.48066,6.848,169.81612,414.0988,35585.05859,0,0,1,0,0,0,0,10,0,5,6,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.4464059,2.7522311,0.114269,0.012181737774228,1.15054860000009,2.50914510000009,0.180133
75,150,193908,-8.49911,-1.34879,6.747,200.15263,1995.8231,95608.88361,0,3,0,1,0,1,0,4,4,6,3,2,0,6,0,8,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3.0337716,3.764701,0.819995,0.011009977520834,1.37312070000007,2.48274700000007,0.19925
76,151,194753,-9.23676,-1.08018,4.78,196.99163,975.4572,54731.25911,0,2,1,0,0,1,0,10,4,11,2,3,0,11,0,8,0,0,5,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3.4929707,3.9102635,0.000486,0.0,2.2338106000002,2.7144214000002,0.054924
77,152,19748605,-7.54273,-0.91925,3.168,209.79379,456.959,18690.8555,0,1,6,0,0,0,0,13,1,13,2,1,0,13,0,14,0,0,6,6,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2.2981639,3.2776585,0.077803,0.038041545599456,0.776322499999878,2.31414169999988,0.276252
78,153,19782482,-8.56367,-1.73354,4.23,170.27626,960.5709,32567.4146,0,3,3,1,0,1,0,9,3,9,5,3,2,7,0,12,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1.8704315,2.3512002,0.038219,0.002351336348736,0.582357999999658,1.52626559999966,0.368744
79,154,19800220,-9.5489,-2.48123,7.515,181.61127,1157.2027,67305.18515,1,1,4,0,0,1,0,12,1,15,1,2,4,11,0,12,4,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,2.5500846,2.7813357,0.211276,0.01322203316641,1.3609849999998,2.5786601999998,0.264579
80,155,19844541,-9.13074,-1.88749,9.061,121.86694,919.4083,21051.11249,0,2,4,0,0,0,0,14,2,14,3,1,0,14,0,16,0,0,8,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2.4207503,2.5309888,0.067726,0.01414608133129,1.12558690000014,2.31469370000014,0.185001
81,158,19958892,-7.44067,-0.71756,2.265,191.13501,867.0697,54558.59833,0,2,1,0,0,0,0,10,4,15,2,1,0,15,0,8,0,0,5,1,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.9974908,3.9873946,0.162343,0.014341231283814,1.15198430000009,2.21969370000009,0.154403
82,159,19988613,-8.73128,-2.12442,5.416,194.26287,228.863,204349.57763,0,0,3,0,0,0,0,11,0,8,5,0,1,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,3.0881924,3.231067,0.271286,0.0,1.56084529999998,2.29752189999998,0.123661
83,160,19996716,-7.96156,-0.94236,2.603,217.16162,357.6326,36336.22135,0,0,4,0,1,0,0,12,2,7,5,3,1,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,2.1866931,2.6730294,0.008187,0.008473064425563,0.357153699999799,1.4291207999998,0.051036
84,161,20031092,-8.49052,-1.83202,5.052,185.29149,3913.8996,168055.93333,0,3,1,0,1,0,0,14,4,15,1,2,1,14,0,17,0,0,4,2,6,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2.1316937,3.1155369,0.029863,0.00879887148529,1.10053800000014,1.58861770000014,0.301692
85,162,20063929,-9.45898,-1.97769,4.616,162.84872,175.6309,15633.10881,0,2,2,1,0,0,0,8,2,13,1,3,3,10,0,10,0,0,4,2,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2.5531227,2.6343202,0.073062,0.020335661241986,0.999864399999751,2.42535339999975,0.235683
86,163,20067061,-9.71155,-2.55975,6.201,169.32273,553.288,42682.32953,0,1,2,0,1,0,0,11,1,8,6,1,2,6,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.8552446,2.8931846,0.129003,0.012533091332664,1.35107620000008,2.66646120000008,0.179247
87,164,20067246,-9.6089,-2.15413,6.072,132.13548,82.752,14107.19715,0,0,3,0,0,1,0,17,0,15,2,1,0,15,0,10,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,2,2.6295053,2.7527632,0.066789,0.02231961300625,1.12248470000031,2.48605540000031,0.239032
88,167,20141772,-8.67085,-2.19436,5.815,176.7965,350.1205,40195.91712,0,4,3,0,0,0,0,9,3,11,2,3,2,9,0,12,0,0,0,0,4,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2.683716,3.7831517,0.351435,0.001637824947003,1.22714680000036,2.38598010000035,0.279612
89,168,20199652,-9.58118,-2.14419,6.193,177.07846,168.143,25822.62262,0,0,2,0,0,0,0,10,0,5,6,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2.6814455,2.765912,0.083735,0.015093124972646,1.18941820000009,2.52314800000009,0.222426
90,170,20221375,-6.35559,-0.33055,3.018,234.45251,662.425,-4566.56122,0,3,2,0,0,0,0,9,3,12,1,3,1,11,0,8,0,0,4,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2.1549477,2.4840248,0.160316,0.005560079408084,0.668316100000084,1.84567740000008,0.326953
91,171,20265822,-8.15787,-1.16677,3.011,133.27813,384.1662,20759.14267,0,2,2,0,0,0,0,14,2,12,6,0,0,12,0,8,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1.8526237,2.1851999,0.000845,0.024847116016902,1.00838649999969,1.69721689999969,0.091173
92,172,20266026,-9.53271,-2.79499,6.63,218.15594,246.0767,17658.6934,0,1,2,0,0,0,0,7,1,6,5,1,0,6,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.3707873,2.7457391,0.000477,0.035979674631948,1.14289559999997,2.27799949999997,0.334018
93,174,20298306,-7.83854,-1.00424,0.393,177.61362,461.5622,35532.23227,0,2,3,0,0,0,0,9,3,10,1,2,0,10,0,12,0,0,3,3,4,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2.7292325,3.1074494,0.177866,0.058360340767323,0.754693400000178,2.17488060000018,0.281083
94,175,20303032,-8.74809,-1.72048,4.261,177.80854,90.8649,22585.33883,0,1,2,0,0,0,0,9,3,9,2,4,2,7,0,6,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2.8566405,3.1115366,0.134349,0.099391887813744,0.534651499999654,2.52330409999965,0.353813
95,177,20346208,-7.55776,-0.81892,3.089,185.33398,805.5938,44679.33847,0,0,1,0,0,0,0,11,0,8,4,0,0,8,0,10,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2.6027604,3.0817477,0.175063,0.00197121792256,0.766232099999797,2.1711485999998,0.294205
96,178,20450517,-8.05409,-1.53938,3.116,201.46311,1648.8515,24411.33995,0,0,4,0,0,0,0,15,3,14,2,2,1,13,0,14,0,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2.6990698,3.3208181,0.310932,0.055180241572563,0.851550899999893,2.21015399999989,0.367458
97,179,20454050,-8.77105,-0.90994,4.284,179.7161,78.1672,24247.2895,0,2,1,1,0,0,0,8,2,12,1,2,4,8,0,10,0,0,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3.3269986,3.64559,0.05816,0.011307865948403,1.6022895000001,2.0503788000001,0.118603
98,180,20483354,-9.18332,-2.02328,4.629,176.12434,231.427,16637.56152,0,0,2,1,0,0,1,8,3,6,4,2,2,4,0,7,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2.563496,2.6956255,0.075162,0.020467356737789,1.02246770000011,2.44597310000011,0.235197
99,181,20490778,-9.50276,-2.57655,8.713,151.258,817.813,25138.52222,0,0,3,0,0,0,0,8,2,6,3,2,1,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2.4512457,2.5645711,0.0997,0.007491075601,1.17378809999991,2.45504999999991,0.173702
100,183,20563349,-7.92802,-1.72952,3.663,217.13576,1446.7901,13999.97262,0,0,4,0,0,0,0,16,0,13,5,0,1,12,0,14,0,0,4,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2.3917165,2.882119,0.411727,0.00238264648877,0.819753599999785,2.42264829999979,0.391175
101,184,20587056,-6.64412,-0.64127,0.944,218.18087,849.9231,-1897.99189,0,0,2,0,0,0,0,16,0,12,4,0,0,12,0,9,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,2.435333,2.5963584,0.218906,0.007172855127144,0.790324099999907,2.00533209999991,0.312913
102,187,20768560,-7.70072,-1.44056,5.084,206.93041,1197.1785,123586.45329,0,1,1,2,0,0,0,7,1,11,2,3,2,9,0,6,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2.0044773,2.7381429,0.035397,0.007141086574503,-0.703064700000141,1.81069779999986,0.350321
103,188,21082,-7.81381,-0.94775,0.028,189.10563,0.7313,19275.46737,0,0,1,0,0,0,0,18,2,14,2,2,1,13,0,14,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,3.6109865,3.7061405,0.101959,0.027133861102488,1.56830100000025,2.76232990000025,0.149367
104,189,21087837,-8.15421,-1.38527,1.77,236.90836,97.1328,45283.71282,2,0,2,2,0,0,0,6,0,12,2,2,6,6,0,6,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2.7116508,3.2358457,0.135258,0.017068818902336,1.35466059999999,1.90779799999999,0.250722
105,190,21111619,-8.17094,-0.88332,4.961,139.67741,194.3694,14039.49216,0,2,3,1,0,0,0,8,2,9,5,1,3,6,0,10,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2.4087499,3.8111739,0.034697,0.002051597165594,1.29895199999964,1.80695459999964,0.121566
106,191,21115849,-8.03617,-1.06893,2.154,199.41734,67.5394,37301.08918,0,2,4,0,0,0,0,8,2,11,2,4,4,6,1,5,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.2687602,3.2804369,0.03412,0.012466850190503,1.04124910000019,1.55083360000019,0.231329
107,192,21127596,-8.11845,-1.63991,1.932,240.84392,932.842,-42342.92975,0,1,4,0,0,0,0,12,1,9,6,1,2,7,0,12,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2.3086589,2.6104569,0.120105,0.00225659201296,1.00099189999992,1.49417389999992,0.310059
108,193,21158682,-8.01665,-1.51728,4.138,198.02919,2011.1276,81151.23814,0,0,3,0,0,0,0,11,0,8,6,1,2,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2.6241098,3.4662285,0.082857,0.003325974229988,1.22990879999998,2.06231939999998,0.197463
109,194,21158684,-8.21073,-1.50371,4.541,184.2014,1729.7956,64411.81677,0,3,0,0,0,0,0,5,5,9,0,2,0,9,0,10,0,0,0,0,9,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.784763,3.4194942,0.102746,0.013949447696528,1.27925330000016,2.08171790000016,0.18963
110,195,21179175,-6.47889,-0.4853,3.084,208.07063,538.538,-7730.67736,0,1,2,0,0,0,0,14,2,16,2,0,1,15,0,10,0,0,10,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2.2270805,2.4574527,0.162361,0.008269077834181,0.703127600000243,1.90707300000024,0.320551
111,196,21276161,-8.48794,-1.58897,2.205,135.40424,766.0577,26364.34234,0,0,2,1,0,1,0,8,2,9,2,2,1,6,2,7,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2.5479382,2.6676781,0.098496,0.0199367368302,1.15087510000012,2.38239750000012,0.230723
112,197,21402,-7.37517,-0.71936,1.779,214.57138,1003.4417,28533.75484,0,4,0,0,0,0,0,3,3,6,3,2,2,4,0,6,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.436476,3.4605909,0.189834,0.023913040940096,1.46642490000022,2.43260100000022,0.158664
113,198,21407026,-7.995,-1.59479,0.704,238.56141,495.7601,46979.43168,0,2,3,0,0,0,0,9,3,12,3,1,0,12,0,6,0,0,3,3,5,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2.2875643,3.4272515,0.131005,0.027862540118978,0.818886700000348,2.33754270000035,0.241196
114,199,21530174,-8.87362,-2.04572,7.929,132.13932,924.7055,28635.52627,0,0,3,0,0,0,0,12,0,11,4,0,1,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,2.2354087,2.700878,0.235033,0.006630146249004,0.624197399999957,2.26401479999996,0.359973
115,200,21537434,-9.74742,-1.76861,6.756,167.8998,155.1379,59579.38968,0,3,2,0,1,0,0,12,7,14,2,2,0,14,0,17,0,0,0,0,10,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,3.0651437,3.135281,0.00025,0.0,1.61976299999969,2.04268159999969,0.050484
116,202,21623218,-8.40056,-1.70167,6.627,193.25151,413.5544,28665.1902,0,0,2,0,0,0,0,16,0,12,3,0,0,12,0,15,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,2.3984324,2.9666596,0.424364,0.003628350396924,0.927091499999733,2.38579249999973,0.453763
117,203,21651082,-8.76405,-1.53909,2.386,180.46407,1323.2424,57055.97385,1,0,0,2,0,0,0,3,3,6,3,1,1,5,0,4,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.0500073,3.3711475,6e-06,0.005646138321824,1.57058889999962,2.73764659999962,0.056695
118,204,21709739,-8.36294,-1.75314,2.854,185.59811,494.238,68724.67968,0,2,3,0,0,0,0,15,3,16,1,1,0,16,0,18,0,0,9,3,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2.5257901,2.7347211,0.228709,0.016055198556992,1.20296030000009,2.30808710000009,0.251726
119,206,21809444,-7.17236,-0.63438,2.255,202.09598,275.3084,15717.87494,0,0,3,1,0,0,0,8,2,9,2,3,3,6,0,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,2.3941931,2.5770963,0.05297,0.003271674122103,0.855303899999853,1.72114419999985,0.326119
120,209,21886792,-7.37522,-1.28332,2.009,270.02279,2747.4509,92210.90493,0,0,4,0,0,0,0,11,0,10,6,0,4,6,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2.5203824,2.7008088,0.480515,0.002108230385321,0.907646900000145,1.83696450000015,0.353587
121,210,21886798,-8.21445,-1.89362,3.513,217.59931,2199.9699,-9271.06467,0,0,2,0,0,0,1,10,0,7,3,0,1,6,0,9,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2.0893565,3.0473919,0.165682,0.004818164569,0.953786000000036,1.46916020000004,0.329729
122,211,21886994,-8.06417,-1.07265,1.284,217.83465,632.8484,92476.7729,0,2,1,1,1,0,0,14,4,13,4,1,0,13,0,17,0,0,4,2,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2.8036065,3.4878811,0.155397,0.008886386065817,1.47052860000031,2.27521500000031,0.206477
123,212,21887267,-8.94163,-1.8969,3.231,215.91212,584.46,61093.40355,0,0,6,0,0,0,0,8,2,11,0,6,3,8,0,10,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,1,1.5880794,2.1098106,0.003709,0.001775345584523,0.743836399999964,1.21900399999996,0.221911
124,213,21887273,-8.59563,-1.90603,1.715,226.32014,679.397,32321.81289,0,2,2,1,0,0,0,9,3,9,5,1,1,8,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,2.4696338,3.0769927,0.047313,0.012651203753105,1.1637066000003,1.6980825000003,0.261636
125,214,21887337,-8.44041,-2.15639,1.684,237.45841,1455.9182,-14201.97898,1,0,1,0,1,2,0,10,0,8,5,2,3,5,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2.2286336,2.6761527,0.241965,0.0025617628241,1.06171169999971,1.39443709999971,0.41314
126,215,21887704,-8.29887,-1.94041,5.032,215.41839,2225.9079,9133.24846,0,0,3,0,0,0,0,9,3,8,2,2,0,8,0,8,0,0,3,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.1278152,2.9595739,0.122349,0.00273492391225,0.931691600000249,1.50949240000025,0.295479
127,217,21887933,-8.10847,-1.32813,1.353,184.34043,207.0257,12119.49158,0,1,4,1,0,0,0,13,1,15,1,2,1,14,0,8,0,0,8,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2.592729,3.379279,0.07444,0.006056602992672,1.47324260000005,1.56895500000005,0.065546
128,218,21986279,-9.49297,-1.99403,5.65,133.54029,126.2923,10870.20669,0,1,3,0,0,0,0,13,2,12,1,2,0,12,0,15,0,0,4,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2.5747561,2.6171452,0.068369,0.020804219857422,0.99369280000019,2.41095550000019,0.233945
129,221,22100319,-8.92458,-1.79735,6.353,174.5901,129.4732,25020.12672,0,1,3,1,0,0,0,13,1,15,2,1,1,14,0,6,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2.6073226,3.1263169,0.20056,0.001704135822192,1.35896490000005,2.28205350000005,0.285389
130,222,221502,-8.0436,-1.11828,4.375,208.89399,481.8969,61721.98983,0,2,3,0,0,1,0,9,3,12,0,5,2,10,0,12,0,0,3,3,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,3.53309,3.743548,0.062232,0.018570981919652,1.73216050000019,2.49173930000019,0.131454
131,223,2218337,-8.41522,-0.54794,1.3,153.10951,141.3492,7620.20181,1,4,2,0,0,1,0,9,3,16,1,1,1,15,0,12,1,0,4,2,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,2.7429336,2.8177077,0.001551,0.011729234396528,0.705325500000072,1.75362070000007,0.253314
132,225,22294701,-8.27277,-1.72073,5.416,216.80481,677.9616,24484.19444,0,0,1,0,0,0,0,16,0,11,4,0,0,11,0,14,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,2.1945256,2.95552,0.258128,0.003363924600423,1.03814420000026,1.86521120000026,0.33732
133,226,22311913,-9.1373,-2.27249,6.961,115.17079,676.2542,15869.05754,0,1,4,0,1,1,0,17,1,14,2,2,0,14,0,17,0,0,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2.5022956,2.6496872,0.094063,0.022616797180992,1.15537170000016,2.37555480000016,0.20561
134,229,223853,-8.67842,-1.17612,4.314,275.61118,2534.3448,541504.13567,0,1,6,0,0,0,0,13,1,13,4,1,0,13,0,14,0,0,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,3.5174157,3.9219504,1.883479,0.00458486619149,1.65682640000023,2.33794590000023,0.161877
135,230,224502,-9.4031,-1.27306,0.937,180.19705,95.9579,46747.08475,0,0,3,0,0,0,1,12,1,10,4,0,1,9,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3.4900715,3.5547841,0.09522,0.002789618587586,2.26995360000001,2.78899520000001,0.062515
136,231,22491692,-10.25059,-3.19862,2.461,123.16189,1103.9246,39529.67737,0,0,2,0,0,0,0,15,0,10,5,1,1,9,0,13,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,2.334037,3.1138041,0.13692,0.001873793804276,1.32670430000007,2.51047830000007,0.122424
137,232,22497284,-7.58647,-1.66944,4.152,240.12166,2864.555,4246.19691,0,0,2,0,0,0,0,15,0,10,5,0,1,9,0,13,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1.5286645,2.644061,0.085921,0.011944354373453,0.574438099999952,1.55990529999995,0.426914
138,234,227197,-8.93056,-1.16368,2.651,210.56561,332.0644,123400.15219,0,2,3,0,0,1,0,9,3,13,1,2,1,12,0,6,0,0,3,3,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2.8843467,3.3131847,0.00011,0.003021102855994,1.5794034999999,1.6346758999999,0.070173
139,236,228615,-8.15485,-1.75969,0.004,192.47634,5.2818,-16189.05001,1,2,0,0,0,0,0,4,4,7,4,0,3,4,0,8,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.4032666,2.45864,4e-06,0.118457917465666,0.568180599999778,2.50635229999978,0.408767
140,237,22998837,-8.01297,-0.65942,1.877,120.97228,249.0794,19626.92537,0,2,2,1,0,0,0,9,3,11,5,0,1,10,0,12,0,0,4,2,4,2,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2.9135759,3.2832238,0.040375,0.010947501770696,1.30625490000011,2.24117230000011,0.08449
141,241,23219122,-9.11411,-1.46169,2.548,196.84891,280.3808,53830.51521,1,2,0,0,0,0,0,5,5,12,2,2,1,11,0,4,0,1,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2.4704785,3.2524371,0.022109,0.00247958186116,0.742383199999949,2.54911869999995,0.336642
142,246,23282440,-7.97416,-1.16687,2.338,165.98441,708.8159,3424.53138,1,2,0,1,0,0,0,5,4,11,2,0,2,8,1,8,1,0,0,0,8,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2.3620432,3.5057948,0.093058,0.00273924530884,1.05364399999962,1.99577979999962,0.184057
