,Unnamed: 0,PubChem ID, E(HOMO/PM6) [eV], E(LUMO/PM6) [eV], DipoleMoment [D], IsotropicAverageAlpha [A.U.], AverageBeta [A.U.], AverageGamma [A.U.],NsssCH,NdssC,NaasC,NsssN,NaasN,NsOH,NaaS,nBM,nDB,nC,nN,nO,nCsp3,nCsp2,nCsp,max_conj_path,nCs,nCrt,nCbH,nCb-,nCconj,nR=Cs,nR=Ct,nRCOOR,nRCO,nArCO,nN=C-N<,nRC=N,nRNH2,nArNH2,nRNHR,nArNHR,nRNR2,nArNR2,nArNO2,nROH,nArOH,nArOR,nPyrroles,nFuranes,nPyridines,nPyrazines,nR05,nR06,nBnz, S1(CAS2-1+CIS) [eV], S2(CAS2-1+CIS) [eV], INDOS-OscStr(CAS2-1+CIS), CI-Coef**2(CAS2-1+CIS), T1(CAS2-1+CIS) [eV], T2(CAS2-1+CIS) [eV], DiradicalCharacter(PUHF)
143,247,23287913,-10.49388,-3.43736,2.641,104.15545,541.4409,9404.01626,1,2,1,1,0,0,0,9,3,11,2,2,1,10,0,6,0,0,5,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1.7506497,2.6540779,0.000109,0.031353724696229,0.515937099999974,1.81564889999997,0.340565
144,249,23323007,-9.13267,-2.40428,6.584,147.23516,683.8165,12819.39842,1,2,3,0,0,0,0,9,3,10,5,0,2,8,0,12,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2.4607811,3.1928207,0.232718,0.00177655000274,0.974244799999724,2.14926659999972,0.287953
145,250,235336,-9.34064,-2.01751,7.516,185.39843,1550.6102,65222.00405,1,2,2,1,0,0,0,8,2,14,2,0,2,12,0,8,1,0,4,2,2,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3.3228849,3.9843944,0.365176,0.002767484875472,1.76108520000025,2.60958200000025,0.071884
146,251,23557366,-8.07249,-0.10454,5.349,149.40666,125.3259,7849.88671,0,0,2,0,0,0,0,16,0,15,1,2,2,13,0,14,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,2,2.5147049,3.1655085,0.00442,0.027765400268021,-0.328264100000069,1.99312139999993,0.150291
147,252,23617693,-8.35732,-1.63793,5.516,203.54939,258.8866,38388.01938,1,5,0,1,0,0,0,6,6,14,2,2,2,12,0,12,1,0,0,0,12,8,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,2.1444608,2.9241109,0.074916,0.012897783749928,1.07280839999976,1.61948249999976,0.224623
148,253,23617717,-8.60974,-1.80675,2.954,208.13123,429.1301,16254.8234,1,0,3,0,0,0,0,12,1,14,2,0,3,11,0,12,1,0,2,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,2.4033549,3.0265349,0.151898,0.001957111240563,1.05252060000021,2.28965370000021,0.341834
149,257,243443,-8.7862,-1.6657,3.677,191.42148,779.3607,122364.69111,0,2,2,0,0,0,0,7,2,8,1,2,0,8,0,5,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2.6810807,3.1060361,0.407871,0.0,1.32057489999988,2.07371279999988,0.088354
150,260,248808,-8.13312,-1.05787,2.144,185.096,802.4131,32192.83845,0,1,4,0,0,0,0,13,1,12,3,1,0,12,0,8,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,3.5544477,3.7602485,0.553144,0.024075330031553,1.41333060000034,2.86968660000034,0.212404
151,261,25171959,-9.20666,-1.29048,5.45,171.02325,230.0202,28578.63294,0,3,2,0,0,1,0,10,4,12,1,3,0,12,0,8,0,0,4,2,6,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,3.8523163,4.2239625,0.175314,0.012735720612023,2.13509830000021,2.70783300000021,0.081911
152,270,260636,-9.27946,-1.63231,5.479,173.6568,359.9658,42724.98667,0,0,3,1,0,0,0,11,5,9,4,4,2,7,0,8,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2.5996771,3.2828238,0.006613,0.00342097949794,1.77254549999998,2.37958479999998,0.051527
153,273,265909,-9.59093,-1.45434,8.64,143.76381,806.3342,62568.16527,2,0,0,2,0,0,0,5,5,12,2,2,2,10,0,4,2,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2.9680433,3.1108491,0.000577,0.0,1.39673720000019,2.03768410000019,0.053325
154,274,26592,-8.69765,-1.69509,9.059,199.14444,377.0752,58442.41801,0,0,1,1,0,0,0,10,0,12,5,0,6,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,3.1402947,3.1729249,0.110736,0.0,1.76081539999996,2.19837359999996,0.134136
155,279,2737100,-8.91273,-1.95234,4.831,186.91511,150.8888,54332.33234,1,2,0,2,0,0,0,4,4,9,4,2,3,6,0,6,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.642067,3.1045941,0.065997,0.011436071631785,1.33755950000023,1.83488520000023,0.22405
156,282,2752454,-9.44656,-1.65188,5.537,193.70642,593.7309,51513.6302,0,1,3,0,0,0,0,9,3,9,2,4,2,7,0,8,0,0,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3.5100387,4.0302324,0.532884,0.00652611928336,1.7397019,2.5148287,0.077235
157,283,2752779,-8.21532,-0.71845,3.552,189.2162,447.0093,42068.94864,0,3,2,1,0,1,0,9,3,9,6,1,0,9,0,12,0,0,4,2,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3.1816646,3.5056591,0.314484,0.014428684670692,1.7647065000001,2.3288532000001,0.082752
158,288,2763573,-8.81858,-1.76717,4.436,173.04178,1204.1268,52296.27375,0,0,3,0,0,0,0,10,0,13,4,0,1,8,4,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.8227301,2.9717814,0.222189,0.0,1.8086186999999,2.0776656999999,0.058583
159,289,2772961,-9.34635,-2.01239,5.242,141.14544,986.1842,209669.93493,0,1,1,1,0,0,0,7,1,13,2,0,4,9,0,6,4,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2.7660493,2.7753209,0.137268,0.01204758907748,1.39092110000001,2.19581250000001,0.08617
160,292,2793714,-9.34709,-1.92151,2.122,202.33045,749.5324,81078.04988,0,0,3,0,0,0,0,11,0,10,3,2,2,8,0,10,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,2.9830326,3.0378102,0.004586,0.006624112348823,1.6818489000002,2.6714816000002,0.11215
161,293,2798480,-8.96515,-1.75101,4.183,176.57627,434.7498,47881.45501,0,0,2,0,0,0,0,16,0,14,2,0,0,14,0,14,0,0,8,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3.1302808,3.9088821,0.294927,0.017046114662993,1.31625170000007,2.58117900000007,0.069129
162,294,2799575,-8.66276,-0.9978,8.202,184.65495,580.5971,32739.51729,1,0,3,0,0,0,0,10,4,10,3,4,4,6,0,6,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,3.5244275,3.8003693,0.190575,0.0,1.73033200000009,2.20678870000009,0.059987
163,300,282027,-8.40116,-0.66964,1.904,108.53728,529.3872,12187.15348,0,1,3,0,0,0,0,12,1,12,3,2,2,10,0,10,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,2.893641,4.0690956,0.128969,0.011155347812454,1.45853839999972,2.49084529999972,0.060935
164,301,2836612,-9.05489,-1.8052,12.126,180.23311,806.5744,23758.88195,0,0,0,0,0,0,0,22,0,14,2,2,0,14,0,18,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2.8785251,2.892716,0.339073,0.019075825044868,1.25215459999981,2.32713239999981,0.14833
165,302,2838129,-8.8116,-1.41672,3.696,190.58837,492.546,69720.34796,0,0,3,0,0,1,0,17,1,16,0,2,1,15,0,16,0,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2.7235192,2.9551547,0.21048,0.0,1.63587140000027,2.09227960000027,0.054192
166,304,2844183,-9.94616,-2.41013,2.76,182.81569,2341.9429,207083.07416,0,0,3,0,0,0,0,16,0,13,4,1,1,12,0,14,0,0,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,3.1970413,3.2824338,0.000302,0.008889591454237,1.5365512000003,2.2669507000003,0.062473
167,306,286368,-8.44706,-1.26371,5.5,170.15535,424.8926,28041.76003,2,1,0,0,0,0,0,2,2,7,0,2,4,3,0,0,3,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2.6242444,3.1901581,0.067992,0.0,1.87828630000013,1.93462740000013,0.051413
168,308,288109,-8.51141,-0.74823,1.66,183.08443,41.6709,49632.00093,0,0,4,0,0,0,1,13,2,10,3,2,1,9,0,6,1,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2.3966644,4.2098783,0.025997,0.001618273479173,0.948100600000089,2.66090480000009,0.09564
169,309,288299,-8.18279,-0.72007,3.195,168.73077,321.7333,14926.38684,1,2,2,1,0,1,0,9,3,11,4,1,1,10,0,12,1,0,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,3.256631,3.7789027,0.043241,0.003273524184678,1.85096280000016,2.40159420000016,0.070386
170,310,289826,-8.86759,-1.11262,4.449,179.6974,383.2346,26221.8173,1,4,0,1,0,0,0,5,5,13,3,0,3,10,0,10,0,1,0,0,10,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1.9101433,2.8244669,0.013637,0.002020929547563,0.257801200000358,1.51899260000036,0.12674
171,311,290341,-8.31915,-0.83081,2.739,174.34425,253.5092,35480.22773,1,2,2,0,0,1,0,9,3,13,1,3,3,10,0,6,0,0,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3.2697892,3.5388946,0.303833,0.015055316994012,1.75124039999992,2.35687469999992,0.081911
172,313,29049,-9.83417,-2.15789,6.676,131.08875,106.2966,16479.69215,1,5,0,0,0,0,0,5,5,12,1,2,4,8,0,10,1,0,0,0,8,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3.04974,3.0692743,0.107866,0.00341447392225,0.713109599999825,2.35953479999982,0.279025
173,319,298497,-7.9717,-1.23884,0.54,191.45986,693.3326,34725.49237,0,0,2,0,0,1,0,16,0,13,2,1,0,12,1,13,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,1,2.6308111,3.0033317,9e-05,0.031094776363152,1.03191660000039,2.34602250000039,0.251013
174,321,3010850,-9.29904,-1.49703,3.668,193.95546,275.7256,43094.2347,0,2,2,0,0,2,0,9,3,10,1,4,0,10,0,6,0,0,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3.3435771,3.4420712,0.280731,0.004011180355854,1.76352450000013,2.54060310000013,0.153162
175,323,3025911,-8.21012,-1.2613,1.447,210.21253,119.3217,23351.47781,0,0,3,0,0,0,0,12,2,12,2,2,4,8,0,9,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,1,3.0080345,3.5873886,0.068788,0.018232069285392,1.62216469999976,2.25823109999976,0.15688
176,326,3056882,-7.75675,-0.822,1.99,166.94273,1161.397,20035.7083,0,0,4,0,0,0,0,15,3,14,2,2,1,13,0,14,0,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,3.1885936,3.6472827,0.066118,0.004858873459584,1.89476760000025,2.98993360000025,0.078521
177,328,308112,-9.31834,-2.24,1.465,159.8549,525.1542,34852.81639,0,2,1,0,0,1,0,13,3,11,3,3,0,11,0,9,0,0,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2.5620681,2.7992918,0.001171,0.00166363157677,0.607316499999797,0.913959499999797,0.263872
178,329,308716,-8.86565,-1.26298,3.068,180.30022,327.6045,52277.55196,0,6,0,0,0,0,0,6,3,12,4,0,3,6,3,6,0,0,0,0,6,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5878218,3.9961293,0.546797,0.011628434672448,1.63110170000027,2.36250990000027,0.089728
179,330,3093653,-8.37464,-1.25578,1.796,135.96269,438.1296,24474.25195,0,0,2,0,0,0,0,16,0,12,3,1,0,12,0,9,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2.9448259,4.0564744,0.087349,0.028673763102224,1.24385670000038,2.68521710000038,0.124343
180,332,310601,-7.59393,-1.21589,4.251,220.56434,645.9096,95853.38057,0,0,4,0,0,0,0,15,3,14,2,2,1,13,0,14,0,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2.9162596,3.4058217,0.097917,0.007294644327516,1.65317860000005,2.38840340000005,0.15934
181,333,311836,-8.75356,-0.89062,1.971,174.02847,376.1265,26575.13801,0,1,1,1,0,0,0,12,1,12,2,0,2,10,0,12,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,3.5337979,4.1752118,0.089604,0.002318130720181,1.82507130000022,2.37466730000022,0.050976
182,337,314946,-9.30439,-2.21615,1.354,172.06682,536.404,37449.12215,0,1,6,0,0,2,0,13,1,13,0,3,0,13,0,14,0,0,6,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2,2.5526436,2.80428,0.000462,0.00162855830916,0.61832800000002,0.92711430000002,0.260902
183,338,315476,-8.3316,-0.90148,5.002,208.61676,443.3559,67154.50033,0,1,1,0,0,0,1,11,1,7,5,1,0,7,0,9,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2.5238282,3.9265766,0.157792,0.006162190340144,1.53495539999994,2.18144579999994,0.10672
184,340,316022,-9.09452,-1.66185,3.248,195.46966,169.0727,34152.73134,0,1,4,0,1,0,0,17,1,13,4,1,0,13,0,17,0,0,6,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2.8692022,3.0607136,0.023278,0.0,1.84731920000013,1.90782230000013,0.141426
185,347,324820,-9.05552,-1.48407,6.014,127.28761,248.547,2853.47206,0,1,3,0,0,1,0,13,1,11,3,2,0,11,0,8,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,3.0852783,3.6125626,0.067452,0.018461920512623,1.5362869999999,1.7323898999999,0.051326
186,349,3272046,-8.91197,-1.38304,4.459,241.28312,12699.0305,3838892.04455,0,0,4,0,0,0,0,13,2,11,3,3,2,9,0,11,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,3.4102353,3.5762198,0.000499,0.009194529639372,1.53595589999986,2.42009489999986,0.091112
187,360,337601,-8.17529,-1.93928,8.919,212.81282,2063.1837,38025.57243,0,3,3,1,0,0,0,10,2,14,3,1,3,9,2,10,0,0,3,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2.4179795,2.957879,0.466028,0.002393936462737,1.19359919999988,2.24070709999988,0.249296
188,361,3387659,-9.15164,-1.48495,0.962,205.53574,273.6312,53139.12588,0,3,2,1,0,0,0,11,2,14,3,1,1,9,4,10,0,0,4,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.272589,3.3637399,1.6e-05,0.028215926497441,1.41106809999974,2.61917489999974,0.224802
189,362,341854,-8.61515,-1.07734,4.81,103.2506,501.8981,8429.4554,0,1,3,0,0,0,1,12,1,10,3,2,1,9,0,7,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2.6803263,3.2783444,0.194225,0.004424414174713,1.40378490000012,2.26080230000012,0.08558
190,363,34327,-7.98969,-0.84971,1.136,197.72892,174.5586,23159.19711,0,1,3,0,0,0,0,12,1,9,6,1,2,7,0,12,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3.5966295,3.6671733,0.344628,0.02521633158818,1.36383279999973,2.80593199999973,0.176233
191,368,34809,-8.14526,-1.08013,3.243,185.65314,516.7539,33469.62753,0,2,1,0,0,0,0,10,4,14,2,2,0,14,0,8,0,0,5,1,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.6035864,3.6405036,0.08187,0.02162178795138,1.5889001999999,2.6252143999999,0.147545
192,370,3514476,-9.43115,-2.18104,7.193,196.85206,625.2933,35256.88849,0,0,1,0,0,0,0,6,0,4,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3.2062575,3.6071761,0.125512,0.003130517758061,1.93395320000036,2.80332790000036,0.083354
193,371,352272,-8.50173,-1.19797,3.272,136.87113,439.281,116284.22427,0,3,2,1,0,0,0,9,3,11,5,1,2,9,0,6,0,0,4,2,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3.0481246,4.0368551,0.11361,0.026893786045563,1.27277679999997,2.64085009999997,0.118151
194,373,3568736,-9.39122,-2.15075,7.363,197.21847,621.6725,34724.1773,0,3,4,0,0,0,0,9,3,12,1,4,2,10,0,12,0,0,2,4,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3.2005458,3.5427707,0.107274,0.00397181029729,1.85492699999986,2.78181359999986,0.082708
195,374,3613753,-8.33907,-1.23565,3.72,121.26086,871.2615,19050.07447,0,1,2,0,0,1,0,13,1,14,2,2,2,11,1,12,1,0,6,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,3.1281872,3.1972768,0.109378,0.007688368113556,1.37890489999995,2.23056109999995,0.067176
196,375,3620566,-8.5072,-1.533,10.898,245.97128,1656.464,57965.88802,0,0,3,0,0,0,0,11,1,10,5,0,3,7,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3.0073061,3.6187088,0.884348,0.017026577927965,1.48832549999997,2.41748639999997,0.052006
197,376,362360,-8.92288,-1.82094,4.298,196.97839,730.947,55379.62543,0,2,2,0,0,0,0,14,2,13,4,1,0,13,0,8,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2.752034,2.9312827,0.006555,0.01609253607245,0.7128502999999,2.4760461999999,0.117216
198,377,362362,-8.55206,-1.8706,3.367,202.33228,1601.2556,115344.54511,0,2,2,0,0,0,0,8,2,12,1,4,4,8,0,6,0,0,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2.4910514,2.8471495,0.003035,0.0249963973442,0.682470600000215,2.46547440000022,0.214875
199,378,3635696,-8.25396,-1.31161,10.028,227.823,1592.5152,87868.96508,1,3,1,0,0,0,0,9,3,12,1,3,2,10,0,8,0,1,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2.8788592,3.0511239,0.664963,0.01314381537639,1.42486680000002,2.37722490000002,0.131694
200,380,3662285,-8.28465,-1.46038,9.895,220.54336,2259.3082,188781.19802,0,0,2,1,0,0,0,9,3,11,3,3,4,7,0,8,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3.3859533,3.6581055,0.998077,0.016093619443997,1.4522065000001,2.1767247000001,0.094433
201,381,366835,-8.89822,-1.41578,3.177,199.87813,462.5706,28410.29431,0,5,1,0,0,0,0,9,4,13,1,3,3,10,0,8,0,0,0,0,6,2,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3.4326312,3.8604646,0.204912,0.030373253494978,1.33029950000036,2.79668690000036,0.157854
202,383,368744,-8.81668,-1.62045,1.01,203.64419,292.1591,65771.64829,0,1,3,1,0,0,0,9,3,12,2,2,4,8,0,6,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2.1147311,2.5405061,0.014426,0.01217019350596,0.54193209999994,1.13902299999994,0.191117
203,385,3695570,-8.89923,-1.7827,5.05,205.0452,306.5746,50394.50857,0,0,3,1,0,0,0,11,5,10,3,4,2,8,0,8,0,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,2.5055462,3.4481004,0.336357,0.005499047078914,0.665547699999934,2.79689429999993,0.193028
204,392,3738959,-9.39738,-2.0006,7.855,166.00638,684.9538,71203.49533,3,1,0,0,0,1,0,1,1,10,0,1,8,2,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3.1027281,3.1111351,0.002476,0.0,1.42346670000006,2.03580370000006,0.07415
205,393,374034,-8.58481,-1.24339,5.525,167.62504,353.4449,27476.86443,0,3,2,0,0,0,0,9,3,12,3,1,0,12,0,12,0,0,4,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3.4206218,3.5332815,0.17531,0.010790491377744,1.87142910000011,2.87019760000011,0.131503
206,395,3765036,-8.75673,-1.66978,3.51,209.01201,195.1891,28612.44235,0,1,2,0,0,0,0,14,2,15,2,1,0,15,0,10,0,0,10,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3.2357493,3.561991,0.001441,0.019413163787077,1.8079573,2.7803663,0.150569
207,396,3780085,-9.22261,-1.27744,4.923,156.25519,177.2951,19280.60697,0,3,3,0,0,0,0,14,3,14,1,3,0,14,0,17,0,0,4,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3.4695912,3.8394219,0.191448,0.010979948617563,1.74656370000002,2.25139980000002,0.104367
208,398,378350,-8.28123,-1.0925,3.767,207.01302,227.3441,55969.1484,0,2,3,0,0,2,0,8,2,10,0,5,2,8,0,6,1,0,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,3.4625222,3.6871931,0.252897,0.00637642495035,1.8972104999998,2.3045979999998,0.106099
209,399,38497,-8.15713,-0.978,4.759,194.30241,550.1448,66185.13909,0,1,3,0,0,0,0,9,3,9,3,3,2,7,0,8,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,3.4976619,3.6079067,0.136347,0.010744572555361,1.93856880000021,2.56032540000021,0.134097
210,400,38502,-7.91283,-1.02568,2.206,194.80582,915.8931,64184.1895,0,0,2,0,0,0,1,12,2,6,4,2,0,6,0,9,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3.4393812,3.6739702,0.150614,0.011292037696,1.8040860000001,2.5632076000001,0.130422
211,401,3900427,-9.3925,-2.04047,5.382,186.72378,545.5287,48685.56188,0,3,3,0,0,0,0,15,2,16,1,1,0,15,1,16,0,0,9,3,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3.2074333,3.320564,0.234967,0.011658972061958,1.49233719999984,2.37080409999984,0.077643
212,402,3917295,-9.12183,-2.06103,2.822,197.56395,931.0516,58039.12671,0,0,4,0,1,1,0,13,0,11,4,1,0,10,1,12,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,2.5652964,3.0218115,0.006151,0.006278475228449,1.58983899999976,2.23463699999976,0.053238
213,403,395806,-8.60789,-1.60298,2.587,177.40672,707.9075,51426.68982,0,0,3,1,0,0,0,9,2,11,3,3,4,6,1,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,3.0984916,3.2247242,0.201026,0.024335641201323,1.17093260000001,2.15858420000001,0.224884
214,404,395809,-8.69897,-1.49618,3.751,167.86943,262.1063,36098.21813,0,0,3,1,1,0,0,8,3,9,4,2,4,5,0,7,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3.0673065,3.2051762,0.168954,0.022437559380558,1.21771620000027,2.31496290000027,0.20804
215,405,3996428,-8.87467,-1.87601,3.824,153.23273,802.0446,41270.61758,0,2,3,0,0,0,0,14,2,14,2,2,0,14,0,10,0,0,9,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,2.8003739,2.9288015,0.06691,0.001806699677984,1.90915989999985,2.44794599999985,0.058228
216,407,4037810,-9.32182,-1.76652,1.477,195.03306,342.4144,35053.73641,0,0,3,0,0,0,0,14,3,11,3,3,0,11,0,7,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,3.4665578,3.6815269,0.008794,0.012200238542996,2.03276819999974,2.76539969999974,0.147427
217,409,404291,-8.75803,-1.73711,4.115,171.38784,774.1748,25863.57542,1,1,2,0,0,0,0,9,3,12,3,2,5,7,0,6,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.561654,3.2054674,0.010811,0.005439323578133,0.837519400000019,2.31782480000002,0.250557
218,411,4067664,-7.78469,-0.26653,1.952,146.86585,75.6187,7573.23017,0,1,3,0,0,0,0,9,3,9,2,4,2,7,0,8,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,3.4267377,3.8562943,0.24593,0.047227074006768,0.921345799999926,2.49904019999993,0.198463
219,412,407063,-7.38372,0.08261,2.009,121.57002,205.5845,9055.67756,0,3,2,0,0,0,0,10,5,8,3,4,0,8,0,9,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,2.9319313,3.67261,0.098185,0.002077592919584,1.08877460000008,1.94523120000008,0.129878
