PubChem ID, E(LUMO/PM6) [eV],n  [eV], DipoleMoment [D], IsotropicAverageAlpha [A.U.], AverageGamma [A.U.],NaasC,NaasN,NaaS,nBM,nDB,nN,nO,nCsp3,nCsp,nRCOOR,nRCO,nArCO,nN=C-N<,nRC=N,nRNH2,nArNH2,nRNHR,nArNHR,nRNR2,nArNR2,nArNO2,nROH,nArOH,nArOR,nPyrroles,nFuranes,nPyridines,nPyrazines,nR06, S1(CAS2-1+CIS) [eV], INDOS-OscStr(CAS2-1+CIS), CI-Coef**2(CAS2-1+CIS), DiradicalCharacter(PUHF)
21709739,-1.75314,3.3049,2.854,185.59811,68724.67968,3,0,0,15,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.5257901,0.228709,0.0160552,0.251726
21809444,-0.63438,3.26899,2.255,202.09598,15717.87494,3,0,0,8,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2.3941931,0.05297,0.06054155,0.326119
21886792,-1.28332,3.04595,2.009,270.02279,92210.90493,4,0,0,11,0,6,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,2.5203824,0.480515,0.04360506,0.353587
21886798,-1.89362,3.160415,3.513,217.59931,-9271.06467,2,0,1,10,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0893565,0.165682,0.0199466,0.329729
21886994,-1.07265,3.49576,1.284,217.83465,92476.7729,1,1,0,14,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.8036065,0.155397,0.00888639,0.206477
21887267,-1.8969,3.522365,3.231,215.91212,61093.40355,6,0,0,8,2,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1.5880794,0.003709,0,0.221911
21887273,-1.90603,3.3448,1.715,226.32014,32321.81289,2,0,0,9,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2.4696338,0.047313,0.0126512,0.261636
21887337,-2.15639,3.14201,1.684,237.45841,-14201.97898,1,1,0,10,0,5,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,2.2286336,0.241965,0.03029763,0.41314
21887704,-1.94041,3.17923,5.032,215.41839,9133.24846,3,0,0,9,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.1278152,0.122349,0.0020746,0.295479
21887933,-1.32813,3.39017,1.353,184.34043,12119.49158,4,0,0,13,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.592729,0.07444,0.0060566,0.065546
21986279,-1.99403,3.74947,5.65,133.54029,10870.20669,3,0,0,13,2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.5747561,0.068369,0.02080422,0.233945
22100319,-1.79735,3.563615,6.353,174.5901,25020.12672,3,0,0,13,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.6073226,0.20056,0.02156008,0.285389
221502,-1.11828,3.46266,4.375,208.89399,61721.98983,3,0,0,9,3,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,3.53309,0.062232,0.01857098,0.131454
2218337,-0.54794,3.93364,1.3,153.10951,7620.20181,2,0,0,9,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.7429336,0.001551,0.08567355,0.253314
22294701,-1.72073,3.27602,5.416,216.80481,24484.19444,1,0,0,16,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,2.1945256,0.258128,0.02717636,0.33732
22311913,-2.27249,3.432405,6.961,115.17079,15869.05754,4,1,0,17,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2.5022956,0.094063,0,0.20561
223853,-1.17612,3.75115,4.314,275.61118,541504.1357,6,0,0,13,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3.5174157,1.883479,0,0.161877
224502,-1.27306,4.06502,0.937,180.19705,46747.08475,3,0,1,12,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.4900715,0.09522,0,0.062515
22491692,-3.19862,3.525985,2.461,123.16189,39529.67737,2,0,0,15,0,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2.334037,0.13692,0,0.122424
22497284,-1.66944,2.958515,4.152,240.12166,4246.19691,2,0,0,15,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1.5286645,0.085921,0.03344474,0.426914
227197,-1.16368,3.88344,2.651,210.56561,123400.1522,3,0,0,9,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2.8843467,0.00011,0,0.070173
228615,-1.75969,3.19758,0.004,192.47634,-16189.05001,0,0,0,4,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4032666,4E-06,0.11845792,0.408767
22998837,-0.65942,3.676775,1.877,120.97228,19626.92537,2,0,0,9,3,5,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2.9135759,0.040375,0.0109475,0.08449
23219122,-1.46169,3.82621,2.548,196.84891,53830.51521,0,0,0,5,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4704785,0.022109,0,0.336642
23282440,-1.16687,3.403645,2.338,165.98441,3424.53138,0,0,0,5,4,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2.3620432,0.093058,0.02925644,0.184057
23287913,-3.43736,3.52826,2.641,104.15545,9404.01626,1,0,0,9,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1.7506497,0.000109,0,0.340565
23323007,-2.40428,3.364195,6.584,147.23516,12819.39842,3,0,0,9,3,5,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2.4607811,0.232718,0.04002866,0.287953
235336,-2.01751,3.661565,7.516,185.39843,65222.00405,2,0,0,8,2,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3.3228849,0.365176,0,0.071884
23557366,-0.10454,3.983975,5.349,149.40666,7849.88671,2,0,0,16,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,2.5147049,0.00442,0,0.150291
23617693,-1.63793,3.359695,5.516,203.54939,38388.01938,0,0,0,6,6,2,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2.1444608,0.074916,0.01289778,0.224623
23617717,-1.80675,3.401495,2.954,208.13123,16254.8234,3,0,0,12,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2.4033549,0.151898,0.02665762,0.341834
243443,-1.6657,3.56025,3.677,191.42148,122364.6911,2,0,0,7,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.6810807,0.407871,0,0.088354
248808,-1.05787,3.537625,2.144,185.096,32192.83845,4,0,0,13,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3.5544477,0.553144,0.02407533,0.212404
25171959,-1.29048,3.95809,5.45,171.02325,28578.63294,2,0,0,10,4,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,3.8523163,0.175314,0.01273572,0.081911
260636,-1.63231,3.823575,5.479,173.6568,42724.98667,3,0,0,11,5,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2.5996771,0.006613,0,0.051527
265909,-1.45434,4.068295,8.64,143.76381,62568.16527,0,0,0,5,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9680433,0.000577,0,0.053325
26592,-1.69509,3.50128,9.059,199.14444,58442.41801,1,0,0,10,0,5,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,3.1402947,0.110736,0,0.134136
2737100,-1.95234,3.480195,4.831,186.91511,54332.33234,0,0,0,4,4,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.642067,0.065997,0.01143607,0.22405
2752454,-1.65188,3.89734,5.537,193.70642,51513.6302,3,0,0,9,3,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.5100387,0.532884,0.00652612,0.077235
2752779,-0.71845,3.748435,3.552,189.2162,42068.94864,2,0,0,9,3,6,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3.1816646,0.314484,0.01442868,0.082752
2763573,-1.76717,3.525705,4.436,173.04178,52296.27375,3,0,0,10,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8227301,0.222189,0,0.058583
2772961,-2.01239,3.66698,5.242,141.14544,209669.9349,1,0,0,7,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.7660493,0.137268,0.01204759,0.08617
2793714,-1.92151,3.71279,2.122,202.33045,81078.04988,3,0,0,11,0,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,2.9830326,0.004586,0,0.11215
2798480,-1.75101,3.60707,4.183,176.57627,47881.45501,2,0,0,16,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3.1302808,0.294927,0,0.069129
2799575,-0.9978,3.83248,8.202,184.65495,32739.51729,3,0,0,10,4,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,3.5244275,0.190575,0,0.059987
282027,-0.66964,3.86576,1.904,108.53728,12187.15348,3,0,0,12,1,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,2.893641,0.128969,0.01115535,0.060935
2836612,-1.8052,3.624845,12.126,180.23311,23758.88195,0,0,0,22,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.8785251,0.339073,0.01907582,0.14833
2838129,-1.41672,3.69744,3.696,190.58837,69720.34796,3,0,0,17,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2.7235192,0.21048,0,0.054192
2844183,-2.41013,3.768015,2.76,182.81569,207083.0742,3,0,0,16,0,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,3.1970413,0.000302,0,0.062473
286368,-1.26371,3.591675,5.5,170.15535,28041.76003,0,0,0,2,2,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6242444,0.067992,0,0.051413
288109,-0.74823,3.88159,1.66,183.08443,49632.00093,4,0,1,13,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.3966644,0.025997,0,0.09564
288299,-0.72007,3.73136,3.195,168.73077,14926.38684,2,0,0,9,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3.256631,0.043241,0,0.070386
289826,-1.11262,3.877485,4.449,179.6974,26221.8173,0,0,0,5,5,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1.9101433,0.013637,0,0.12674
290341,-0.83081,3.74417,2.739,174.34425,35480.22773,2,0,0,9,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.2697892,0.303833,0.01505532,0.081911
29049,-2.15789,3.83814,6.676,131.08875,16479.69215,0,0,0,5,5,1,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.04974,0.107866,0.0591404,0.279025
298497,-1.23884,3.36643,0.54,191.45986,34725.49237,2,0,0,16,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,2.6308111,9E-05,0.03109478,0.251013
3010850,-1.49703,3.901005,3.668,193.95546,43094.2347,2,0,0,9,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3.3435771,0.280731,0,0.153162
3025911,-1.2613,3.47441,1.447,210.21253,23351.47781,3,0,0,12,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,3.0080345,0.068788,0,0.15688
3056882,-0.822,3.467375,1.99,166.94273,20035.7083,4,0,0,15,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3.1885936,0.066118,0,0.078521
308112,-2.24,3.53917,1.465,159.8549,34852.81639,1,0,0,13,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.5620681,0.001171,0,0.263872
308716,-1.26298,3.801335,3.068,180.30022,52277.55196,0,0,0,6,3,4,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.5878218,0.546797,0.01162844,0.089728
3093653,-1.25578,3.55943,1.796,135.96269,24474.25195,2,0,0,16,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2.9448259,0.087349,0.02867376,0.124343
310601,-1.21589,3.18902,4.251,220.56434,95853.38057,4,0,0,15,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2.9162596,0.097917,0,0.15934
311836,-0.89062,3.93147,1.971,174.02847,26575.13801,1,0,0,12,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3.5337979,0.089604,0,0.050976
314946,-2.21615,3.54412,1.354,172.06682,37449.12215,6,0,0,13,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2.5526436,0.000462,0,0.260902
315476,-0.90148,3.71506,5.002,208.61676,67154.50033,1,0,1,11,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5238282,0.157792,0,0.10672
316022,-1.66185,3.716335,3.248,195.46966,34152.73134,4,1,0,17,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2.8692022,0.023278,0,0.141426
324820,-1.48407,3.785725,6.014,127.28761,2853.47206,3,0,0,13,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3.0852783,0.067452,0,0.051326
3272046,-1.38304,3.764465,4.459,241.28312,3838892.045,4,0,0,13,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3.4102353,0.000499,0,0.091112
337601,-1.93928,3.118005,8.919,212.81282,38025.57243,3,0,0,10,2,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4179795,0.466028,0.02668454,0.249296
3387659,-1.48495,3.833345,0.962,205.53574,53139.12588,2,0,0,11,2,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.272589,1.6E-05,0.02821592,0.224802
341854,-1.07734,3.768905,4.81,103.2506,8429.4554,3,0,1,12,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.6803263,0.194225,0,0.08558
34327,-0.84971,3.56999,1.136,197.72892,23159.19711,3,0,0,12,1,6,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,3.5966295,0.344628,0.02521633,0.176233
34809,-1.08013,3.532565,3.243,185.65314,33469.62753,1,0,0,10,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6035864,0.08187,0.02162179,0.147545
3514476,-2.18104,3.625055,7.193,196.85206,35256.88849,1,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.2062575,0.125512,0.00313052,0.083354
352272,-1.19797,3.65188,3.272,136.87113,116284.2243,2,0,0,9,3,5,1,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3.0481246,0.11361,0.02689379,0.118151
3568736,-2.15075,3.620235,7.363,197.21847,34724.1773,4,0,0,9,3,1,4,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3.2005458,0.107274,0.00397181,0.082708
3613753,-1.23565,3.55171,3.72,121.26086,19050.07447,2,0,0,13,1,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,3.1281872,0.109378,0,0.067176
3620566,-1.533,3.4871,10.898,245.97128,57965.88802,3,0,0,11,1,5,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.0073061,0.884348,0.01702658,0.052006
362360,-1.82094,3.55097,4.298,196.97839,55379.62543,2,0,0,14,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2.752034,0.006555,0,0.117216
362362,-1.8706,3.34073,3.367,202.33228,115344.5451,2,0,0,8,2,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.4910514,0.003035,0,0.214875
3635696,-1.31161,3.471175,10.028,227.823,87868.96508,1,0,0,9,3,1,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8788592,0.664963,0.01314381,0.131694
3662285,-1.46038,3.412135,9.895,220.54336,188781.198,2,0,0,9,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3.3859533,0.998077,0.01609362,0.094433
366835,-1.41578,3.74122,3.177,199.87813,28410.29431,1,0,0,9,4,1,3,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3.4326312,0.204912,0,0.157854
368744,-1.62045,3.598115,1.01,203.64419,65771.64829,3,0,0,9,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2.1147311,0.014426,0,0.191117
3695570,-1.7827,3.558265,5.05,205.0452,50394.50857,3,0,0,11,5,3,4,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2.5055462,0.336357,0.0582377,0.193028
3738959,-2.0006,3.69839,7.855,166.00638,71203.49533,0,0,0,1,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3.1027281,0.002476,0,0.07415
374034,-1.24339,3.67071,5.525,167.62504,27476.86443,2,0,0,9,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.4206218,0.17531,0.01079049,0.131503
3765036,-1.66978,3.543475,3.51,209.01201,28612.44235,2,0,0,14,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.2357493,0.001441,0.01941316,0.150569
3780085,-1.27744,3.972585,4.923,156.25519,19280.60697,3,0,0,14,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3.4695912,0.191448,0.01097995,0.104367
378350,-1.0925,3.594365,3.767,207.01302,55969.1484,3,0,0,8,2,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,3.4625222,0.252897,0.00637643,0.106099
38497,-0.978,3.589565,4.759,194.30241,66185.13909,3,0,0,9,3,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3.4976619,0.136347,0.01074457,0.134097
38502,-1.02568,3.443575,2.206,194.80582,64184.1895,2,0,1,12,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.4393812,0.150614,0.01129204,0.130422
3900427,-2.04047,3.676015,5.382,186.72378,48685.56188,3,0,0,15,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.2074333,0.234967,0,0.077643
3917295,-2.06103,3.5304,2.822,197.56395,58039.12671,4,1,0,13,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2.5652964,0.006151,0,0.053238
395806,-1.60298,3.502455,2.587,177.40672,51426.68982,3,0,0,9,2,3,3,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3.0984916,0.201026,0.02433564,0.224884
395809,-1.49618,3.601395,3.751,167.86943,36098.21813,3,1,0,8,3,4,2,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.0673065,0.168954,0.02243756,0.20804
3996428,-1.87601,3.49933,3.824,153.23273,41270.61758,3,0,0,14,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2.8003739,0.06691,0,0.058228
4037810,-1.76652,3.77765,1.477,195.03306,35053.73641,3,0,0,14,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3.4665578,0.008794,0,0.147427
404291,-1.73711,3.51046,4.115,171.38784,25863.57542,2,0,0,9,3,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.561654,0.010811,0.06431354,0.250557
4067664,-0.26653,3.75908,1.952,146.86585,7573.23017,3,0,0,9,3,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3.4267377,0.24593,0.04722707,0.198463
407063,0.08261,3.733165,2.009,121.57002,9055.67756,2,0,0,10,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.9319313,0.098185,0.04278774,0.129878
409149,-0.20984,3.533555,3.476,151.32992,11483.39554,4,0,0,9,3,4,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3.3621018,0.20525,0.03636285,0.145414
410094,-0.29103,3.735365,1.395,192.64683,38472.09933,2,0,0,7,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.4369391,0.242593,0.01086184,0.095967
4140224,-1.74782,3.25583,5.169,253.78672,536915.9388,0,0,0,2,2,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1458099,0.927582,0,0.104045
414038,0.08848,3.644385,2.646,219.73465,30964.44161,3,0,0,9,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0376474,0.12429,0,0.12509
416284,-0.14657,3.686235,2.626,185.45691,41665.15289,4,0,0,15,2,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2.9582324,0.14851,0.0171497,0.10815
416330,0.29134,3.629465,1.857,179.79903,24083.95119,5,0,0,13,2,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,2.9587968,0.101308,0.02464839,0.097365
416337,-0.04522,3.797765,3.168,190.29671,51225.99518,2,0,0,8,2,1,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3.2462642,0.281885,0.02308322,0.117549
4166963,-0.62662,3.558205,0.07,215.3761,38416.13149,3,0,1,12,2,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.165435,0.077136,0,0.052454
418707,-0.114,3.70089,2.104,193.19956,16373.22481,1,0,0,10,4,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3.2727498,0.105761,0.02972248,0.086658
418721,-1.62935,3.74087,7.322,171.06984,47626.2378,3,1,0,8,3,3,2,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.9921244,0.110051,0.00952366,0.118235
418797,-0.36037,3.491615,5.417,217.29961,110428.8291,2,1,0,8,3,6,3,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5181783,0.120769,0.01945211,0.175888
418798,-0.22383,3.5073,3.237,185.6803,62286.01007,2,0,0,10,4,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2.4995924,0.096146,0.02117527,0.167504
419668,-0.1641,3.86771,1.389,144.00867,16566.93187,3,0,0,9,2,3,2,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3.4569348,0.17874,0.0305615,0.131554
420997,-0.29462,3.71161,2.403,181.21888,41999.6856,2,0,0,9,3,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0165314,0.157567,0.01711561,0.099848
422517,-0.7578,3.6732,5.415,169.52668,32894.69584,2,0,0,9,3,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.2144394,0.189905,0.02413335,0.095366
423106,-0.84633,3.678325,6.116,147.66861,21889.9778,3,0,0,9,3,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3.2336744,0.159516,0.02340479,0.117879
426483,-1.43649,3.38292,1.168,139.90885,18143.84837,3,0,0,9,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.9454554,0.116861,0.020991,0.105389
426507,0.07321,3.748215,2.531,180.76613,27259.16068,4,0,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3.193912,0.175203,0.03369579,0.133718
4266009,-1.43779,3.648315,5.902,139.85332,13533.18318,2,0,0,11,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2077839,0.145209,0,0.098287
428492,-0.86013,4.029825,3.609,170.98759,32328.10715,4,0,0,14,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3.566769,0.082226,0,0.075232
429807,-0.18802,3.85224,2.53,188.80738,26295.6237,2,0,0,10,2,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.6600994,0.011897,0.09223694,0.284942
430345,-1.20343,3.554175,4.384,208.9248,50874.60118,2,0,0,9,3,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3.6484884,0.128863,0.01650352,0.12977
430403,-1.19628,3.573995,4.152,208.39961,50840.93939,0,0,0,5,4,5,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.6083933,0.132726,0.01615902,0.129658
431570,-0.77732,3.397175,2.74,216.84565,57774.24083,0,0,0,4,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.599344,0.048304,0.00292616,0.077071
431763,-0.47523,3.63223,1.362,188.24592,45303.65979,2,0,0,10,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3.5132528,0.068343,0,0.070704
