PubChem ID, E(LUMO/PM6) [eV],n  [eV], DipoleMoment [D], IsotropicAverageAlpha [A.U.], AverageGamma [A.U.],NaasC,NaasN,NaaS,nBM,nDB,nN,nO,nCsp3,nCsp,nRCOOR,nRCO,nArCO,nN=C-N<,nRC=N,nRNH2,nArNH2,nRNHR,nArNHR,nRNR2,nArNR2,nArNO2,nROH,nArOH,nArOR,nPyrroles,nFuranes,nPyridines,nPyrazines,nR06, S1(CAS2-1+CIS) [eV], INDOS-OscStr(CAS2-1+CIS), CI-Coef**2(CAS2-1+CIS), DiradicalCharacter(PUHF)
433984,-0.42515,3.55647,3.209,196.51694,36078.45727,3,0,0,8,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,3.0557519,0.20719,0.04990232,0.20521
435038,-1.53176,3.5152,2.866,219.27998,99484.86562,0,0,0,6,4,3,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.378522,0.205536,0.01138446,0.145406
43512,-0.91979,3.58057,1.026,226.22175,56909.6415,2,0,0,9,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.6189627,0.16973,0.01632909,0.155301
43513,-0.91996,3.601125,0.928,223.86521,69717.98761,1,0,0,11,5,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3.6221406,0.012451,0.01814668,0.154623
435407,-0.35013,3.110715,1.023,217.04604,-12832.74376,2,0,0,8,2,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2.4072417,0.208637,0.06871432,0.304387
436250,-0.90628,3.51548,4.743,190.16614,46386.86822,2,0,0,10,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.2209377,0.361066,0.01648073,0.126384
4363838,-1.78072,3.76552,4.914,171.041,25546.8029,3,0,0,8,2,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,2.6298536,0.176323,0.01214596,0.108297
4369218,-1.48899,3.197295,2.834,225.66485,61907.47253,2,0,0,8,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2.0482938,0.052495,0.01002793,0.201943
438763,-0.37797,3.102695,3.46,216.98164,-3674.50356,3,0,0,8,2,3,3,5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,2.4500352,0.225802,0.06794571,0.293876
439016,-1.43647,3.65488,4.007,181.68047,39980.98402,2,0,0,10,4,3,3,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,3.127745,0.153193,0.02233312,0.205838
440728,-1.98655,3.621955,8.05,115.15875,8332.1884,3,0,0,8,2,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,2.0697461,4E-06,0,0.138872
44129605,-1.23095,3.59101,0.122,164.04978,38811.9487,3,0,0,11,5,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3.6867346,0.324171,0.0030278,0.066741
441320,-1.71037,3.88353,1.774,166.37371,39370.24805,3,0,0,9,3,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,3.0693598,0.046815,0,0.101054
44181968,-2.06711,3.742365,6.523,136.05841,12056.28131,3,0,0,14,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.6113243,0.003502,0,0.226562
4421616,-0.63561,3.47596,1.757,188.6569,48229.4423,3,0,0,10,4,3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1.4230579,0.002501,0.113196,0.430617
444084,-0.54868,3.883555,0.568,109.55497,5632.12945,3,0,0,13,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,3.7585994,0.21342,0.04411499,0.184776
444211,-1.04444,3.334935,5.146,187.99609,23597.2362,2,0,0,7,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2.5066239,0.187022,0.04101853,0.370525
4447043,-1.10433,3.631125,4.121,213.26082,70952.60075,2,0,0,9,3,3,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,3.8107443,0.452257,0,0.051383
4490492,-1.27485,3.822275,3.273,199.21908,91577.0714,3,0,0,8,2,5,2,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,3.5967258,0.574677,0,0.061628
45077423,-2.05737,3.49017,2.207,151.47753,28815.00091,2,0,0,10,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.3464786,0.028481,0,0.120391
45077555,-1.70389,3.27135,1.788,182.1355,70327.47281,1,0,0,9,3,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9923886,0.34672,0.02767299,0.286825
45077559,-2.35805,3.43612,3.656,144.2651,43620.77602,2,0,0,11,0,4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2.730495,0.075304,0.01514453,0.10818
45079689,-1.26114,3.67444,4.326,112.62109,8967.08026,3,0,0,15,3,2,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1.3497055,0.006004,0.26503219,0.458232
45079761,-1.37502,3.634925,3.568,123.64391,9092.59777,3,0,0,12,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.2539822,0.071615,0.00490539,0.159043
45093311,-1.50379,3.596985,5.199,182.86558,51043.25179,2,0,0,8,2,2,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.6041154,0.008544,0,0.060337
45099154,-1.31531,3.424535,2.241,149.01074,-3735.12037,1,0,0,11,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.3598353,0.074198,0.02737471,0.175897
45099157,-1.4238,3.36791,3.152,150.0593,-3971.72904,1,0,0,9,3,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.3971157,0.07765,0.02804576,0.17713
45099179,-1.67094,3.44698,4.973,142.40876,-297.75282,1,0,0,9,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3035917,0.096387,0.00746089,0.150238
45120288,-2.08077,3.44822,2.584,135.26903,10532.49843,2,0,0,11,5,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2.45893,0.054298,0.02745127,0.20037
45120293,-1.68483,3.52687,0.52,140.0362,9931.54564,3,0,0,9,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.3577837,0.028297,0.02235334,0.178115
45120839,-2.49929,2.927385,4.757,145.06464,46898.41361,3,0,0,11,0,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1.4776057,0.0178,0,0.169935
45121132,-1.73967,3.446195,2.751,141.48259,2398.16706,1,0,0,10,4,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.3782711,0.040872,0.02865137,0.221084
45121139,-2.11845,3.36703,2.23,136.82875,1013.69957,2,0,0,9,3,2,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2.4530268,0.082388,0.0343302,0.246651
45121589,-1.62088,3.59842,0.296,159.60719,17007.94319,0,0,0,6,6,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.4863145,0.05521,0.02533079,0.204333
45122561,-1.74873,3.38745,5.736,144.95231,3761.82205,3,0,1,11,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.524888,0.101502,0.03188332,0.195092
456817,-0.85973,3.623105,3.067,222.28666,114648.743,2,0,0,10,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.7136309,0.663337,0,0.081664
4568516,-0.99065,3.567405,4.003,180.22214,28011.15708,1,0,1,8,3,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.4655709,0.407624,0.01797156,0.174888
460764,-1.89487,3.538075,4.242,200.78445,44326.06165,2,0,1,7,2,2,3,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8957704,0.151597,0.01074794,0.114657
4611299,-0.84207,3.47116,8.081,197.16477,40870.03202,2,0,0,12,2,4,3,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2.4360997,0.072777,0.0146149,0.132038
4615380,-0.83376,3.48247,2.665,196.27725,45341.08357,2,0,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3.6269191,0.112721,0.01812506,0.135579
46739853,-1.96385,3.423205,7.813,135.26879,29979.24239,2,0,0,9,3,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.5698793,0.064962,0,0.213483
4961379,-0.33299,3.552865,2.485,123.77899,7354.2305,3,0,0,9,3,2,4,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2.9326373,0.184524,0.055193,0.217622
499043,-1.01603,3.9791,3.759,133.47919,13212.49212,4,0,0,13,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.2170989,0.060923,0.01783453,0.124862
5027250,-1.55306,3.534585,2.219,183.34667,34196.79887,3,0,0,8,2,3,3,5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,2.8842876,0.000575,0.0142717,0.138709
5033457,-1.0063,3.93796,4.157,181.16443,69491.41673,2,0,0,8,2,3,2,6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,3.6371583,0.759625,0,0.064443
5105807,-1.44535,3.62965,2.443,170.03506,1055472.53,2,0,0,8,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3.2752711,0.126689,0.02665354,0.119876
5140517,-1.64405,3.81944,5.008,151.35117,28831.50727,3,0,0,9,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2.8073124,0.009648,0,0.052173
5197963,-1.78335,3.884975,2.442,111.3597,12196.9742,0,0,0,7,5,3,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.8350661,0.024235,0,0.128754
5243925,-1.39315,3.76052,1.55,122.15109,14298.54163,1,0,0,10,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.1736039,0.004203,0.00584964,0.102029
5246393,-0.46794,3.568695,0.378,145.51808,8332.62446,2,0,0,13,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3.1810555,0.203307,0.04999847,0.211673
5325317,-1.33112,3.742305,0.619,133.15828,7229.40106,3,0,0,16,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2.7256326,0.000363,0.08325938,0.338142
53302,-0.72852,3.804895,2.944,170.53115,39632.54308,2,0,0,6,0,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.3418328,0.308943,0.00659184,0.052016
533871,-2.05302,3.872305,3.937,129.2234,21547.26526,3,0,0,17,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,2.789168,0.00394,0,0.109202
53423911,-1.95836,3.52618,8.422,122.2067,23152.90821,0,1,0,20,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,2.6290903,0.030532,0,0.206465
53441027,-2.59885,3.327615,5.877,203.15801,-13030.16242,0,0,0,5,5,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3582337,0.000964,0.04542995,0.349599
5356767,-1.05787,3.537625,2.144,185.096,32192.83845,2,0,0,8,2,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5544477,0.553144,0.02407533,0.212404
5363345,-1.89221,3.652445,9.773,183.47358,107022.6537,0,0,0,4,4,4,4,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8412045,0.014262,0,0.056743
5372557,-1.76211,3.82879,7.082,195.53614,84879.71654,0,0,0,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.414567,0.695252,0.00915998,0.09113
5372881,-1.39513,3.5878,6.874,168.40926,67754.87678,3,0,0,14,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3.0010292,2.2E-05,0.04855693,0.309642
53882246,-1.50086,3.029945,7.936,211.50648,44432.17905,1,1,0,12,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.8879461,0.274488,0.03568132,0.377092
53932850,-1.99848,3.74439,5.736,146.59417,13796.88964,3,0,0,14,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2.5717465,0.073544,0.02058628,0.234243
54007360,-1.55646,3.008995,7.917,211.21219,12251.01203,3,0,0,12,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1.9446685,0.289955,0.03976594,0.366053
5407504,-1.52291,3.647155,3.062,218.41394,211908.0047,2,0,0,9,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2623704,1.000903,0.01804784,0.145165
54171473,-1.50384,3.77465,2.269,170.54717,33726.41685,3,0,0,8,2,3,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,2.4077625,0.005301,0,0.321053
5420520,-1.89345,3.566295,6.208,185.31474,64051.2101,2,0,0,15,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,3.7579876,0.687404,0.01063828,0.065261
54286369,-0.62118,3.393815,3.164,168.4344,19288.80723,3,0,0,8,2,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,2.2798179,0.071851,0.03915363,0.242043
54336280,-2.06702,3.19891,5.703,224.3104,13003.43205,4,0,0,8,2,3,2,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2.4572007,0.485677,0.0583319,0.474988
5460735,-0.5493,4.01341,1.828,109.16076,6296.01653,2,0,1,7,2,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.2281783,0.055504,0.0221844,0.073502
5463468,0.03115,4.43321,2.465,146.13441,11487.95359,3,0,0,12,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.2737647,0.092103,0,0.094566
5466521,-1.63738,3.82027,6.356,193.2747,35315.34679,0,0,0,5,5,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7248264,0.333218,0,0.065966
5469742,-1.65437,3.457635,1.632,209.79324,126520.1153,0,0,0,4,4,1,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3690708,0.676342,0.02185542,0.081064
54737562,-2.92598,3.430635,3.232,141.21616,41723.9031,2,0,0,8,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.1984162,0.153822,0,0.065939
556344,-1.13306,3.7537,0.375,184.95928,110431.2763,1,0,0,7,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0876762,0.003429,0.01260925,0.158798
570442,-2.05323,3.63648,4.803,145.1999,37373.9571,1,0,0,9,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2219307,0.004374,0.00509605,0.176671
57044848,-1.27838,3.411455,1.697,187.98189,84517.62934,1,0,0,7,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2.317687,0.095668,0.01473035,0.112349
57045158,-1.24752,3.29068,2.709,180.02583,37099.5288,1,0,0,8,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3643483,0.060892,0.01711843,0.18638
57047390,-1.78886,3.328535,4.42,229.57738,40479.1049,2,0,0,8,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5533013,0.049284,0.01343335,0.25738
5712810,-0.99566,3.83318,8.171,184.57465,32499.5293,3,0,0,14,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3.5245472,0.192019,0,0.06068
57165299,-1.10698,3.215195,0.894,205.56594,54088.19265,1,0,0,8,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6558136,0.007701,0.0111726,0.372127
57239119,-1.84502,3.38725,3.764,209.90214,67418.54307,1,0,0,9,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.6302767,0.138042,0.00306692,0.126191
57346323,-2.11785,3.73112,5.673,162.97819,16592.44397,2,0,0,14,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2.136664,0.010791,0,0.178088
57347410,-1.73413,3.80115,5.844,114.77238,8278.08603,0,0,0,3,3,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5685647,0.092276,0.00177665,0.117517
57355993,-2.36381,3.6045,3.966,124.72567,14152.90443,1,0,0,8,1,2,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2.311,0.067819,0.01427244,0.11252
57357383,-1.78474,3.278955,6.105,145.50401,-3393.40823,3,0,0,14,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2.4352083,0.140927,0.03688872,0.204689
57375445,-0.93064,2.85769,0.003,207.77583,-8450.52113,1,0,0,8,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1965994,0.208352,0.10483267,0.483425
57730924,-1.5704,3.312105,4.038,149.81481,14945.09113,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.6590149,0.065848,0.01606149,0.191413
578523,-1.03732,3.860835,3.638,126.64744,13886.45252,1,1,0,13,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1744364,0.002642,0,0.091595
58175310,-0.81881,3.46208,1.414,196.06706,31127.99945,2,0,1,13,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.5866383,0.064687,0.04017021,0.325805
58266,-1.31667,3.7505,4.057,186.23465,11635338.95,2,0,1,13,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.2508836,0.139216,0,0.124272
583362,-1.89126,3.604585,4.18,128.01464,16540.49452,1,0,0,9,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2.743225,0.065429,0.03063273,0.264987
58382228,-1.65067,3.16969,10.175,226.51285,136191.6198,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2187115,0.10784,0,0.11612
585734,-1.29326,3.99623,1.423,92.74836,8954.79549,2,0,0,8,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3.4780668,0.175953,0.01369214,0.059816
589455,-2.079,3.53652,3.815,149.61036,7547.68876,3,0,0,12,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.7546239,0.036803,0.00653486,0.125346
589861,-1.56146,3.687665,4.348,160.52544,16955.15975,1,0,0,7,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.980665,0.000217,0.07260333,0.270471
59003454,-1.88308,2.8054,8.618,240.85327,125156.6146,3,0,0,14,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1.7746874,0.128289,0,0.233584
59003479,-1.77841,2.82628,5.205,251.84157,168790.3995,2,0,0,13,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1.871548,0.202068,0,0.243314
591366,-1.40321,3.66277,4.167,111.09547,16843.92714,2,0,0,8,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3.2124372,0.097701,0.02693799,0.138344
591590,-1.27778,3.456805,2.913,115.14719,18493.31932,2,0,1,8,3,2,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9016938,0.081022,0.02794585,0.16285
59207613,-1.37731,3.58976,1.925,188.73461,21877.22558,1,0,0,14,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.7946156,0.121232,0.03130039,0.253247
593869,-1.26471,3.763685,5.361,161.84813,60722.41195,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.3073594,0.098584,0.00654956,0.076098
595458,-1.69913,3.87173,4.394,155.18334,14831.96146,0,0,0,3,3,3,2,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.7976889,0.014414,0.0238246,0.063465
59552306,-2.1389,3.452285,5.972,218.48188,99022.65726,0,0,0,3,3,3,2,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.462976,0.108003,0,0.257236
59601138,-1.92945,3.701375,8.442,122.92706,38605.24102,2,0,0,14,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2.2761231,0.053873,0.03267416,0.292063
59601151,-1.63789,3.62278,8.938,166.88707,73517.98698,2,0,0,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.1563053,0.056079,0.0323434,0.303626
59779930,-1.20191,3.81289,3.153,158.04839,14730.71207,4,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.5668444,0.22092,0.04326834,0.195822
59832555,-0.87475,3.250605,6.231,175.00281,-2533.54358,4,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0628528,0.111436,0.02547543,0.17653
599430,-1.57859,3.666455,3.802,144.20549,24692.37365,3,0,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.4450402,0.006111,0.02314244,0.150029
60101478,-0.80281,3.49709,2.197,191.42914,29895.27948,4,0,0,9,3,3,3,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.866297,0.117846,0.04704198,0.291779
604822,-0.61717,3.6063,3.529,171.40416,24337.73888,3,0,0,13,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3.410797,0.087447,0,0.064641
605796,-3.0482,3.550915,3.041,220.90393,-57115.45202,0,0,0,7,7,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3.3980792,1.136034,0.04225782,0.217215
606706,-0.80504,3.974575,3.485,186.4944,12822.82944,3,0,0,7,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.164648,0.019954,0,0.132284
607070,-1.3922,3.47606,2.076,209.53305,53119.74123,2,0,0,7,1,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2.5361598,0,0.04355461,0.25564
607586,-0.83414,3.350925,5.879,193.91172,47664.1756,2,0,0,9,3,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2.3363863,0.062367,0.01453132,0.149075
607778,-1.18619,3.873245,4.84,178.92999,18842.60354,0,0,0,5,5,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0225726,0.029518,0,0.140852
609579,-0.82612,3.69865,0.897,162.92466,24780.67462,3,0,0,9,3,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.377744,0.101576,0,0.065847
610325,-1.78844,3.6837,5.472,149.13665,38001.65086,1,0,0,10,4,2,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3.2666588,0.016588,0.02277103,0.097024
610387,-0.80926,3.522465,3.839,195.64012,43652.07578,3,0,0,12,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,3.6358468,0.09675,0.01806884,0.137837
611430,-1.7933,3.543535,5.444,178.72917,42832.06695,0,0,0,6,6,2,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2.7376624,0.001107,0,0.20636
612231,-1.39876,3.751625,1.518,173.88439,16651.18117,3,0,0,10,4,3,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,2.0316861,0.002813,0.00447879,0.112178
615723,-0.70938,3.67845,1.777,187.32168,47348.21859,3,0,0,8,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3.758617,0.095298,0.00784162,0.054975
616039,-0.83478,3.67343,5.373,203.93008,28826.49448,0,0,0,3,3,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2183072,0.007067,0.01866993,0.069077
616436,-2.21305,3.299385,0.001,205.37948,28595.93148,2,0,0,10,4,3,2,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.7060443,0.655389,0.04893,0.404522
616533,-2.08433,3.731045,10.37,177.5649,36991.51525,4,0,0,8,2,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0591193,0.315694,0.0143931,0.154172
616837,-1.37455,3.556365,3.61,211.30112,57238.96352,1,0,0,7,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.2309703,0.194959,0.01089878,0.109043
617148,-1.69723,3.5153,5.016,216.89363,157318.9124,0,0,0,6,6,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3.1226735,0.691853,0.00173462,0.131691
617218,-0.87639,3.422915,0.827,217.21111,29484.77432,1,0,0,10,4,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5666105,0.099273,0.02647851,0.14836
