PubChem ID, E(HOMO/PM6) [eV], E(LUMO/PM6) [eV],E(LUMO) – E(HOMO) [eV], DipoleMoment [D], IsotropicAverageAlpha [A.U.], AverageBeta [A.U.], AverageGamma [A.U.], S1, S2, INDOS-OscStr,nBM,nDB,nAB,nC,nN,nO,nCsp3,nCsp2,nCsp,Fsp3,max_conj_path,nR05,nR06,nR08,nBnz,HOMA,AROM,HOMT,nCs,nCrt,nCbH,nCb-,nCconj,nR=Cs,nR=Ct,nRCOOR,nRCO,nArCO,nN=C-N<,nRC=N,nRNH2,nArNH2,nRNHR,nArNHR,nRNR2,nArNR2,nArNO2,nROH,nArOH,nArOR,nPyrroles,nFuranes,nPyridines,nPyrazines,NaaCH,NsssCH,NdssC,NaasC,NsssN,NtN,NaasN,NaaNH,NsOH,NaaS,DRC(PUHF)
5197963,-9.5533,-1.78335,7.76995,2.442,111.3597,310.7031,12196.9742,3.117334,5.9959091,0.141082,4,4,0,8,0,3,0,8,0,0,6,0,0,0,0,-0.733,0,-3.665,0,0,0,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0.129
5243925,-8.91419,-1.39315,7.52104,1.55,122.15109,698.2146,14298.54163,2.6847196,8.1781006,0.076205,3,3,0,8,3,0,0,8,0,0,6,1,0,0,0,-1.182,0,-5.911,0,0,0,0,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.102
5246393,-7.60533,-0.46794,7.13739,0.378,145.51808,227.9324,8332.62446,3.3095871,4.8959365,0.222227,6,0,6,10,2,0,2,8,0,0.2,6,0,2,0,1,-0.098,0.893,-0.585,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0.212
5251677,-8.23656,-1.5494,6.68716,6.207,199.59799,447.4434,22226.54359,2.6432759,4.8875308,0.272961,6,6,0,16,0,2,4,9,2,0.25,0,0,0,2,0,0,0,0,0,4,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0.553
5325317,-8.81573,-1.33112,7.48461,0.619,133.15828,63.6537,7229.40106,3.7438092,5.3147731,0.359609,6,0,6,9,2,1,3,6,0,0.333,6,1,1,0,1,-0.046,0.896,-0.275,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0.338
5356767,-8.13312,-1.05787,7.07525,2.144,185.096,802.4131,32192.83845,3.6465761,5.8563991,0.754208,13,2,11,13,2,0,0,13,0,0,14,0,3,0,2,0.396,0.948,6.338,0,0,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0,0,0,0,0,0.212
5363345,-9.1971,-1.89221,7.30489,9.773,183.47358,2546.4321,107022.65365,3.0924602,9.519696,0.532539,11,5,6,9,4,4,2,7,0,0.222,8,0,1,0,1,0.738,0.969,5.906,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0.057
5372557,-9.41969,-1.76211,7.65758,7.082,195.53614,1106.5951,84879.71654,3.5260187,6.7316951,0.75055,14,3,11,14,0,4,0,14,0,0,17,1,2,0,1,0.143,0.97,2.568,0,0,4,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,3,3,0,0,0,0,0,0,0.091
5372881,-8.57073,-1.39513,7.1756,6.874,168.40926,963.2955,67754.87678,3.4000428,5.4045945,0.364003,4,4,0,9,4,2,3,6,0,0.333,6,1,1,0,0,na,na,na,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0.310
5407504,-8.81722,-1.52291,7.29431,3.062,218.41394,250.116,211908.00469,3.3654905,5.7133774,0.929848,13,2,11,15,0,3,0,15,0,0,6,2,1,0,1,0.103,0.964,1.437,0,0,5,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,2,2,0,0,0,0,0,0,0.145
5463468,-8.83527,0.03115,8.86642,2.465,146.13441,167.0979,11487.95359,4.0096485,15.7227163,0.015323,5,4,0,12,0,0,2,6,4,0.167,3,0,0,0,0,-0.23,0,-0.69,0,2,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.095
5466521,-9.27792,-1.63738,7.64054,6.356,193.2747,555.7536,35315.34679,4.0897333,8.0108863,0.594633,8,4,0,10,8,0,0,6,4,0,8,0,0,0,0,0.369,0,2.584,0,0,0,0,6,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0.066
5469742,-8.56964,-1.65437,6.91527,1.632,209.79324,1085.6421,126520.11526,3.4262217,6.4106728,0.745194,7,2,5,10,4,1,2,8,0,0.2,5,2,0,0,0,-0.628,0.948,-5.026,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,1,0,0,0,0,0,0,0.081
5712810,-8.66202,-0.99566,7.66636,8.171,184.57465,583.1794,32499.5293,3.7268267,8.9108716,0.435017,5,5,0,11,4,2,4,7,0,0.364,10,2,0,0,0,-0.23,0,-2.071,0,0,0,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0.061
6274386,-8.67658,-1.03069,7.64589,5.349,179.43651,612.7927,65694.86491,4.0284592,6.7037826,0.596169,12,0,12,13,1,2,0,13,0,0,6,0,2,0,2,0.956,0.992,11.472,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,3,1,0,0,0,1,0,0.117
6397201,-6.97413,-0.74682,6.22731,2.406,209.22314,1401.0124,22970.98786,2.6821375,4.1805621,0.54602,6,6,0,12,4,0,0,12,0,0,12,0,3,0,0,0.228,0,2.732,0,0,0,0,12,8,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.287
6451338,-8.4398,-1.93371,6.50609,3.375,184.06663,774.4816,1087.14152,2.7341483,4.8300911,0.245689,7,1,6,14,0,2,3,10,1,0.214,6,2,2,1,1,0.837,0.962,5.024,1,1,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,3,0,0,0,0,0,0,0.567
6508478,-8.54999,-1.38524,7.16475,4.073,213.20914,2846.0435,173737.83448,3.8233057,8.2335382,0.852439,14,2,12,15,0,3,0,15,0,0,16,1,2,0,2,0.548,0.977,9.315,0,0,8,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,2,4,0,0,0,0,1,0,0.070
10465615,-7.81466,-1.8035,6.01116,6.741,218.76285,4497.1152,45413.57756,2.3232856,6.3839984,0.378065,12,0,12,13,3,0,0,13,0,0,12,2,2,0,2,0.267,0.77,3.466,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0.223
10680138,-7.72397,-1.08413,6.63984,2.851,201.93747,246.7256,14785.38897,2.9647071,4.2824116,0.252244,11,0,11,14,0,2,2,12,0,0.143,10,0,2,0,2,-0.202,0.891,-2.223,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0.358
10750785,-8.5501,-1.98078,6.56932,1.599,208.12647,66.8218,56645.03757,2.6741997,4.1559063,0.245931,16,0,16,14,2,0,0,14,0,0,14,0,3,0,2,-0.179,0.867,-2.865,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,2,0,0,0,0,0,0,0.499
11020983,-9.44656,-1.65188,7.79468,5.537,193.70642,593.7309,51513.6302,3.6161446,6.9873053,0.613918,14,3,11,14,1,3,0,14,0,0,17,1,2,0,1,0.078,0.966,1.404,0,0,4,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,3,3,0,0,0,0,0,0,0.077
11147991,-8.41141,-1.59508,6.81633,3.823,156.03885,525.2244,26523.96628,2.5315047,5.8555853,0.241461,6,6,0,10,2,1,0,10,0,0,12,0,2,0,0,0.363,0,4.36,0,0,0,0,10,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.316
11195803,-8.89608,-2.19432,6.70176,4.643,187.43724,786.8462,82881.73317,2.7288251,5.0059308,0.308871,13,1,12,12,4,2,0,12,0,0,8,1,2,0,1,0.324,0.937,4.542,0,0,5,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,4,1,0,0,0,0,0,0.206
12275330,-9.58544,-1.82622,7.75922,7.979,191.37214,683.7974,51743.75221,3.6200971,6.5646966,0.632696,14,3,11,14,0,4,0,14,0,0,17,1,2,0,1,0.111,0.968,1.991,0,0,4,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,3,3,0,0,0,0,0,0,0.086
12586187,-8.11274,-1.21434,6.8984,0.52,159.76148,109.909,14911.74907,3.1314003,4.4398608,0.252806,11,0,11,12,0,0,0,12,0,0,10,0,2,0,2,-0.206,0.887,-2.262,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0.387
13287597,-7.78169,-1.4874,6.29429,0.759,224.24402,177.255,49918.33503,2.7870041,3.9559888,0.251851,20,0,20,16,0,1,0,16,0,0,17,1,3,0,3,0.17,0.916,3.39,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0.425
14809009,-8.41786,-0.53243,7.88543,1.306,181.09249,571.5498,80367.17508,3.8688633,6.577828,0.868961,12,1,11,14,0,1,2,12,0,0.143,13,2,1,0,1,0.232,0.96,3.246,2,0,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,3,0,0,0,0,0,0,0.085
17844512,-10.15638,-2.66927,7.48711,5.835,187.66826,249.0722,28885.78531,2.7497897,4.8188241,0.143287,14,2,12,14,2,2,0,14,0,0,8,1,2,0,1,0.025,0.888,0.344,0,0,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,2,3,0,0,0,0,0,0,0.231
17900775,-7.10376,-0.66918,6.43458,3.478,231.5303,409.2964,71762.12799,2.760551,4.4557968,0.488699,11,5,6,16,1,1,0,16,0,0,16,0,4,0,1,0.432,0.99,7.344,0,0,4,2,10,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,4,2,0,0,0,0,0,0,0.315
17962603,-8.72745,-1.69337,7.03408,3.398,78.10095,99.7614,1309.14948,2.3433017,2.6856103,0.013441,2,2,0,6,0,1,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843
17985985,-8.26846,-0.74947,7.51899,0.202,104.56881,136.1949,16131.87883,2.9386496,3.9683498,0.152383,4,4,0,8,0,0,0,8,0,0,8,0,0,0,0,-0.922,0,-7.373,0,0,0,0,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.439
18539628,-7.88176,-1.2015,6.68026,1.515,189.49652,324.1212,32168.54713,3.0585718,4.5575968,0.363987,8,2,6,13,0,0,1,12,0,0.077,6,0,3,0,1,-0.057,0.888,-0.515,1,0,4,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0.277
18616864,-8.60222,-1.82067,6.78155,2.595,143.33224,1118.335,34492.4598,3.1425096,6.3997633,0.276367,7,1,6,8,4,0,0,8,0,0,8,1,1,0,1,-0.447,0.878,-3.579,0,0,2,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0.156
18679144,-9.58997,-2.79641,6.79356,2.706,156.88744,866.6761,43780.91365,2.698459,5.6725503,0.248489,9,9,0,7,6,4,0,7,0,0,12,0,1,0,0,-0.83,0,-9.964,0,0,0,0,7,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0.126
18761438,-9.42608,-2.06282,7.36326,5.572,147.36886,316.2769,17345.05887,2.6243671,4.9243269,0.12162,7,1,6,11,1,1,3,8,0,0.273,6,1,1,0,1,-0.519,0.875,-3.117,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0,0,0.242
18970466,-9.18103,-2.0869,7.09413,9.698,142.37415,932.6905,25309.15657,2.8846471,5.6806618,0.123847,7,1,6,9,3,1,2,7,0,0.222,6,1,1,0,1,-1.335,0.854,-8.008,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0.157
18977637,-7.55649,-0.88051,6.67598,1.029,237.63291,95.6255,42860.18714,2.9366479,4.1807889,0.218476,11,0,11,18,0,0,6,12,0,0.333,10,0,4,0,2,-0.103,0.894,-1.134,6,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0.405
18977681,-7.45732,-0.88524,6.57208,0.005,209.71308,1.6961,12777.75392,2.8658676,4.0212628,0.405252,11,0,11,16,0,0,4,12,0,0.25,10,0,4,0,2,-0.083,0.895,-0.916,4,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0.412
19104607,-9.20306,-2.20951,6.99355,5.685,187.32458,1051.79,68020.21633,2.5963604,4.6773389,0.255847,13,1,12,14,1,1,0,14,0,0,6,1,2,0,2,0.205,0.904,2.459,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,3,0,0,0,0,0,0,0.285
19352903,-7.29198,-1.20136,6.09062,1.372,218.26653,1193.2663,44920.05745,2.3429355,4.5039658,0.272651,7,7,0,15,1,2,2,13,0,0.133,14,0,3,0,0,0.129,0,1.802,1,0,0,0,13,9,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0.358
19356142,-7.47653,-1.16641,6.31012,4.647,222.83713,1453.2947,47173.84228,2.7802271,5.2879354,0.307137,20,0,20,16,1,0,0,16,0,0,17,1,3,0,2,0.313,0.907,6.255,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,1,0,0,0.135
19356865,-9.48956,-2.48066,7.0089,6.848,169.81612,414.0988,35585.05859,2.5805495,5.5218016,0.138748,9,3,6,11,3,3,2,9,0,0.182,8,1,1,0,1,-0.939,0.861,-7.509,1,0,2,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,0,0,0,0,0,0,0.180
19748605,-7.54273,-0.91925,6.62348,3.168,209.79379,456.959,18690.8555,2.515749,4.4584518,0.192243,6,6,0,16,0,0,4,12,0,0.25,12,1,3,0,0,0.094,0,1.228,4,0,0,0,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.276
19782482,-8.56367,-1.73354,6.83013,4.23,170.27626,960.5709,32567.4146,2.4664116,3.5889868,0.229835,7,1,6,12,2,1,2,10,0,0.167,6,0,3,1,1,-0.717,0.87,-4.299,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0.369
19800220,-9.5489,-2.48123,7.06767,7.515,181.61127,1157.2027,67305.18515,2.7753467,5.2122951,0.336968,13,1,12,13,2,1,0,13,0,0,6,1,2,0,1,0.19,0.889,2.285,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,3,0,0,0,0,0,0,0.265
19844541,-9.13074,-1.88749,7.24325,9.061,121.86694,919.4083,21051.11249,2.6053224,5.8152632,0.102983,7,1,6,8,2,1,0,8,0,0,6,1,1,0,1,-0.687,0.872,-4.123,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0.185
19958892,-7.44067,-0.71756,6.72311,2.265,191.13501,867.0697,54558.59833,3.2406674,6.2323493,0.323672,9,3,6,13,2,1,1,12,0,0.077,12,2,2,0,1,0.444,0.966,5.329,0,0,4,2,6,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,3,2,1,0,0,0,0,0,0.154
19988613,-8.73128,-2.12442,6.60686,5.416,194.26287,228.863,204349.57763,2.9983025,9.7319781,0.268876,8,3,5,9,5,1,3,6,0,0.333,11,2,1,0,0,na,na,na,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0.124
20031092,-8.49052,-1.83202,6.6585,5.052,185.29149,3913.8996,168055.93333,2.6990796,6.1255639,0.40927,10,4,6,12,3,0,0,12,0,0,14,2,1,1,1,0.042,0.974,0.671,0,0,4,2,6,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,0,0,0,0,0,0,0.302
20063929,-9.45898,-1.97769,7.48129,4.616,162.84872,175.6309,15633.10881,2.6798945,5.0344587,0.109696,7,1,6,12,1,2,4,8,0,0.333,6,1,1,0,1,-0.55,0.873,-3.302,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,2,0,0,0,0,1,0,0.236
20067061,-9.71155,-2.55975,7.1518,6.201,169.32273,553.288,42682.32953,2.8976352,5.6233884,0.156429,9,3,6,11,3,3,2,9,0,0.182,6,1,1,0,1,-1.313,0.849,-7.878,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0.179
20067246,-9.6089,-2.15413,7.45477,6.072,132.13548,82.752,14107.19715,2.7384688,5.1806935,0.12292,8,2,6,10,1,1,0,10,0,0,8,1,1,0,1,-0.623,0.869,-4.985,0,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0.239
20139533,-7.55962,-1.2661,6.29352,2.522,177.86517,420.0152,-19030.09255,4.4694945,4.7361754,0.067324,12,0,12,13,2,0,1,12,0,0.077,6,0,2,0,2,0.666,0.945,7.986,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,1,0,3,0,0,0,0,0,0,0.845
20141772,-8.67085,-2.19436,6.47649,5.815,176.7965,350.1205,40195.91712,2.7765239,6.6761908,0.486081,9,3,6,9,3,1,0,9,0,0,12,1,2,0,0,na,na,na,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0.280
20199652,-9.58118,-2.14419,7.43699,6.193,177.07846,168.143,25822.62262,2.7775635,5.3773569,0.120074,13,1,12,14,1,1,0,14,0,0,12,1,2,0,2,0.03,0.753,0.396,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,4,0,0,0,0,0,0,0.222
20221375,-6.35559,-0.33055,6.02504,3.018,234.45251,662.425,-4566.56122,2.4478614,3.9394525,0.454968,6,6,0,16,2,0,4,12,0,0.25,12,0,4,0,0,0.229,0,2.75,1,0,0,0,12,7,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,0,2,0,0,0,0,0,0.327
20265822,-8.15787,-1.16677,6.9911,3.011,133.27813,384.1662,20759.14267,2.7095993,5.3832078,0.251136,7,1,6,9,0,4,0,7,2,0,8,0,1,0,1,-0.092,0.898,-0.738,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,3,0,0,0,0,1,0,0.091
20266026,-9.53271,-2.79499,6.73772,6.63,218.15594,246.0767,17658.6934,2.9816231,4.799304,0.788861,10,4,6,14,2,2,1,13,0,0.071,14,0,3,0,1,-0.644,0.875,-9.01,0,0,2,4,6,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,0,0,0,0,0,0,0.334
20298306,-7.83854,-1.00424,6.8343,0.393,177.61362,461.5622,35532.23227,2.7831143,4.363456,0.284172,8,2,6,13,0,2,1,12,0,0.077,6,0,3,0,1,0.161,0.905,1.449,1,0,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,3,0,0,0,0,1,0,0.281
20303032,-8.74809,-1.72048,7.02761,4.261,177.80854,90.8649,22585.33883,3.166007,4.5320998,0.264026,11,0,11,10,5,1,0,10,0,0,6,1,2,0,1,0.336,0.913,3.697,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,2,0,1,0,0,0,0.354
20346208,-7.55776,-0.81892,6.73884,3.089,185.33398,805.5938,44679.33847,2.667626,4.4042549,0.285246,8,2,6,13,1,1,1,12,0,0.077,6,0,3,0,1,0.173,0.908,1.555,1,0,3,3,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0.294
20450517,-8.05409,-1.53938,6.51471,3.116,201.46311,1648.8515,24411.33995,2.9139562,4.7816156,0.574286,12,1,11,13,2,1,1,12,0,0.077,12,0,3,0,2,-0.258,0.889,-3.354,1,0,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,0,0,0,0,0,0,0.367
20454050,-8.77105,-0.90994,7.86111,4.284,179.7161,78.1672,24247.2895,3.6657586,7.0111398,0.483086,6,6,0,14,0,2,3,11,0,0.214,12,0,2,0,0,-0.082,0,-0.904,2,0,0,0,11,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0.119
20483354,-9.18332,-2.02328,7.16004,4.629,176.12434,231.427,16637.56152,2.675853,5.0096064,0.110082,7,1,6,13,2,1,5,8,0,0.385,6,1,2,0,1,-0.584,0.872,-3.505,2,1,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0,0,0.235
20490778,-9.50276,-2.57655,6.92621,8.713,151.258,817.813,25138.52222,2.6110499,6.6856416,0.134579,8,2,6,9,3,3,1,8,0,0.111,8,1,1,0,1,-1.096,0.853,-8.772,0,0,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0.174
20563349,-7.92802,-1.72952,6.1985,3.663,217.13576,1446.7901,13999.97262,2.7007149,4.5731837,0.707388,9,3,6,14,0,2,1,13,0,0.071,10,0,3,0,1,-0.282,0.896,-2.82,1,0,2,4,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,4,0,0,0,0,1,0,0.391
20587056,-6.64412,-0.64127,6.00285,0.944,218.18087,849.9231,-1897.99189,2.6558139,4.1551214,0.519068,6,6,0,14,2,0,2,12,0,0.143,12,0,3,0,0,0.177,0,2.121,0,0,0,0,12,6,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.313
20768560,-7.70072,-1.44056,6.26016,5.084,206.93041,1197.1785,123586.45329,2.3924846,6.993273,0.12583,13,1,12,15,1,2,0,15,0,0,8,0,3,0,2,0.778,0.989,10.898,0,0,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,1,3,1,0,0,0,0,0,0.350
21087837,-8.15421,-1.38527,6.76894,1.77,236.90836,97.1328,45283.71282,2.9641944,5.4630891,0.538793,15,4,11,19,0,0,1,18,0,0.053,18,1,4,0,2,0.27,0.947,5.675,1,0,5,5,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,0.251
21111619,-8.17094,-0.88332,7.28762,4.961,139.67741,194.3694,14039.49216,2.6716638,7.230535,0.088883,5,5,0,9,2,2,1,8,0,0.111,10,0,2,0,0,0.191,0,1.715,0,0,0,0,8,4,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0.122
21115849,-8.03617,-1.06893,6.96724,2.154,199.41734,67.5394,37301.08918,2.7816791,5.335721,0.137918,9,3,6,15,0,1,1,14,0,0.067,6,0,2,0,1,-0.091,0.885,-0.999,1,0,4,2,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,2,2,0,0,0,0,1,0,0.231
21127596,-8.11845,-1.63991,6.47854,1.932,240.84392,932.842,-42342.92975,2.8357232,4.9755447,0.959161,6,6,0,17,0,0,2,15,0,0.118,10,2,3,0,0,na,na,na,0,1,0,0,10,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0.310
21158682,-8.01665,-1.51728,6.49937,4.138,198.02919,2011.1276,81151.23814,2.8509267,6.3731924,0.37319,8,2,6,13,3,0,3,10,0,0.231,8,1,2,0,0,-0.239,0.879,-1.915,1,0,0,0,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0.197
21158684,-8.21073,-1.50371,6.70702,4.541,184.2014,1729.7956,64411.81677,2.9630871,6.2134994,0.436447,8,2,6,12,3,0,2,10,0,0.167,8,1,2,0,0,-0.243,0.879,-1.943,1,0,0,0,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,4,0,0,0,0,0,0,0.190
21179175,-6.47889,-0.4853,5.99359,3.084,208.07063,538.538,-7730.67736,2.4925927,3.952333,0.45743,6,6,0,14,2,0,2,12,0,0.143,12,0,4,0,0,0.245,0,2.935,0,0,0,0,12,8,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0.321
